# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/finalize_pfam_status_20260530_211500.py
#   Source 1: UniProt REST API — all C. reinhardtii proteins (organism_id:3055)
#   Source 2: Ensembl Plants BioMart — creinhardtii_eg_gene, Pfam attribute
#   Source 3: NCBI RefSeq GFF3 — GCF_000002595.2 (gene existence via Phytozome Dbxref)
#   DS3: Flowers et al. 2015 tpc00492 SupplementalDS3 (doi:10.5061/dryad.1n0g6)
#   Date: 2026-05-30 20:43:48
#   Method: Merged UniProt Pfam + Ensembl BioMart Pfam + NCBI GFF3 cross-reference
#
#   Classification:
#     has_pfam=1: gene has >=1 Pfam domain in UniProt and/or BioMart
#     has_pfam=0: gene found in databases but no Pfam domain annotated
#     has_pfam=-1: gene uses old JGI v5.0 ID (g####) not in v5.5/v5.6;
#                  absent from UniProt, Ensembl, and NCBI RefSeq.
#                  These 5,882 genes need hmmsearch on the v5.0 proteome (task 3).
Gene_ID	has_pfam	pfam_domains
Cre02.g080350	1	PF00443,PF00627,PF02148,PF17807,PF22562
Cre02.g080400	1	PF11913
Cre02.g080450	0	
Cre02.g080500	1	PF00201
Cre02.g080550	1	PF00012,PF00233
Cre02.g080600	1	PF00012
Cre02.g080650	1	PF00183,PF13589
Cre02.g080750	0	
Cre02.g080800	0	
Cre02.g080850	1	PF01549
Cre02.g080900	1	PF08534
Cre02.g080950	0	
Cre02.g081000	0	
Cre02.g081050	0	
Cre02.g081100	1	PF02893
Cre02.g081150	0	
Cre02.g081176	1	PF00588
Cre02.g081200	1	PF03029
Cre02.g081250	0	
Cre02.g081300	1	PF00293
Cre02.g081400	1	PF01063
Cre02.g081450	1	PF14693
Cre02.g081500	1	PF08449
Cre02.g081550	1	PF13238
Cre02.g081600	1	PF01549,PF13640
Cre02.g081700	0	
Cre02.g081750	0	
Cre02.g081800	1	PF00211
Cre02.g081850	0	
Cre02.g081900	0	
Cre02.g081950	1	PF07714
Cre02.g082000	1	PF00730
Cre02.g082050	1	PF04502
Cre02.g082100	0	
Cre02.g082150	1	PF00288
Cre02.g082200	1	PF00288,PF08544
Cre02.g082250	1	PF00288,PF08544
Cre02.g082300	1	PF04935,PF15459
Cre02.g082350	1	PF03091
Cre02.g082400	1	PF00443
Cre02.g082450	0	
Cre02.g082500	1	PF05479
Cre02.g082550	1	PF00498,PF01494
Cre02.g082600	0	
Cre02.g082650	-1	
Cre02.g082700	1	PF02628
Cre02.g082750	1	PF06596
Cre02.g082800	1	PF07460
Cre02.g082850	-1	
Cre02.g082900	1	PF01733
Cre02.g082950	1	PF03407
Cre02.g083000	0	
Cre02.g083050	1	PF12796
Cre02.g083065	1	PF00557,PF05195
Cre02.g083100	1	PF00188
Cre02.g083259	0	
Cre02.g083273	0	
Cre02.g083300	0	
Cre02.g083350	1	PF07460
Cre02.g083400	1	PF07000
Cre02.g083450	1	PF01494
Cre02.g083500	1	PF01494
Cre02.g083550	1	PF01494,PF05834
Cre02.g083600	1	PF01926,PF06071
Cre02.g083650	0	
Cre02.g083700	0	
Cre02.g083800	1	PF16363
Cre02.g083850	0	
Cre02.g083900	1	PF01612,PF01927,PF04073
Cre02.g083935	0	
Cre02.g083950	1	PF04839
Cre02.g084000	0	
Cre02.g084050	1	PF03839
Cre02.g084100	0	
Cre02.g084200	0	
Cre02.g084250	1	PF00481
Cre02.g084300	1	PF01209
Cre02.g084350	1	PF01169
Cre02.g084400	1	PF13640
Cre02.g084450	1	PF13640
Cre02.g084500	1	PF01753
Cre02.g084550	1	PF00583
Cre02.g084600	0	
Cre02.g084650	1	PF03810,PF25758
Cre02.g084700	0	
Cre02.g084750	1	PF00076
Cre02.g084800	1	PF04406,PF21180
Cre02.g084850	0	
Cre02.g084873	0	
Cre02.g084900	1	PF00515,PF07719,PF13877
Cre02.g084950	1	PF00625
Cre02.g085000	1	PF00400
Cre02.g085050	1	PF00400,PF13923
Cre02.g085100	1	PF00211
Cre02.g085150	1	PF03110
Cre02.g085200	1	PF01585
Cre02.g085257	1	PF01036
Cre02.g085300	0	
Cre02.g085350	0	
Cre02.g085450	1	PF01218
Cre02.g085550	0	
Cre02.g085600	1	PF03959
Cre02.g085650	1	PF01026
Cre02.g085700	-1	
Cre02.g085750	1	PF13416
Cre02.g085800	0	
Cre02.g085850	1	PF00884
Cre02.g085900	1	PF00459
Cre02.g085950	1	PF11523
Cre02.g086000	1	PF00884
Cre02.g086050	1	PF01416
Cre02.g086076	0	
Cre02.g086100	0	
Cre02.g086150	0	
Cre02.g086200	0	
Cre02.g086250	0	
Cre02.g086300	0	
Cre02.g086400	0	
Cre02.g086450	-1	
Cre02.g086500	1	PF00300
Cre02.g086550	1	PF04055
Cre02.g086600	1	PF12680
Cre02.g086650	1	PF02463,PF06470
Cre02.g086700	1	PF10191
Cre02.g086750	1	PF17875
Cre02.g086800	0	
Cre02.g086850	0	
Cre02.g086950	-1	
Cre02.g087050	0	
Cre02.g087100	0	
Cre02.g087150	0	
Cre02.g087200	0	
Cre02.g087250	0	
Cre02.g087300	1	PF02826
Cre02.g087324	0	
Cre02.g087350	0	
Cre02.g087400	0	
Cre02.g087450	1	PF02582
Cre02.g087500	0	
Cre02.g087550	-1	
Cre02.g087600	1	PF00176,PF00271
Cre02.g087629	-1	
Cre02.g087700	1	PF00141
Cre02.g087750	1	PF00069,PF07714
Cre02.g087800	1	PF00069
Cre02.g087850	1	PF00069
Cre02.g087900	1	PF00069
Cre02.g087950	1	PF01588,PF09334,PF19303
Cre02.g088000	1	PF01145
Cre02.g088050	1	PF01876
Cre02.g088100	0	
Cre02.g088200	1	PF00085,PF13848
Cre02.g088250	1	PF00698,PF12796
Cre02.g088300	1	PF00294
Cre02.g088350	1	PF09335
Cre02.g088400	1	PF13180,PF13365
Cre02.g088450	1	PF00787,PF02194,PF08628
Cre02.g088500	1	PF12680
Cre02.g088650	1	PF05024
Cre02.g088651	0	
Cre02.g088700	0	
Cre02.g088750	1	PF00454,PF02259,PF02260,PF20175,PF20206
Cre02.g088800	1	PF00076
Cre02.g088850	1	PF00885
Cre02.g088900	1	PF00687
Cre02.g088950	0	
Cre02.g089000	0	
Cre02.g089050	0	
Cre02.g089100	1	PF00928,PF01217
Cre02.g089150	1	PF00249,PF00569,PF22941,PF25299
Cre02.g089200	1	PF00856,PF02182
Cre02.g089350	0	
Cre02.g089400	0	
Cre02.g089450	0	
Cre02.g089500	0	
Cre02.g089550	0	
Cre02.g089600	1	PF23116
Cre02.g089608	1	PF06733,PF13307,PF23109
Cre02.g089650	0	
Cre02.g089700	0	
Cre02.g089750	0	
Cre02.g089800	0	
Cre02.g089850	1	PF08512
Cre02.g089900	1	PF04144
Cre02.g089950	1	PF14931
Cre02.g090000	0	
Cre02.g090050	0	
Cre02.g090100	1	PF01529
Cre02.g090150	1	PF02569
Cre02.g090200	1	PF14753
Cre02.g090350	1	PF15007
Cre02.g090400	0	
Cre02.g090450	-1	
Cre02.g090500	1	PF00270,PF00271
Cre02.g090550	1	PF00884
Cre02.g090600	0	
Cre02.g090689	0	
Cre02.g090700	1	PF07714
Cre02.g090850	1	PF00004,PF02861,PF07724,PF10431,PF17871
Cre02.g090900	1	PF00153
Cre02.g090950	0	
Cre02.g091000	1	PF05346
Cre02.g091050	1	PF00490
Cre02.g091100	1	PF00827
Cre02.g091150	1	PF00626,PF04810,PF04811,PF04815,PF08033
Cre02.g091193	0	
Cre02.g091200	1	PF04209,PF20510
Cre02.g091250	0	
Cre02.g091300	0	
Cre02.g091350	0	
Cre02.g091400	1	PF00004,PF07724,PF17871
Cre02.g091450	0	
Cre02.g091500	0	
Cre02.g091550	1	PF08536
Cre02.g091650	0	
Cre02.g091700	1	PF06565,PF13499
Cre02.g091750	1	PF00686
Cre02.g091850	1	PF00378
Cre02.g091900	0	
Cre02.g091950	1	PF00211
Cre02.g092000	1	PF13365,PF17815
Cre02.g092050	1	PF00153
Cre02.g092100	0	
Cre02.g092150	1	PF00560,PF13855,PF23598
Cre02.g092200	1	PF13360
Cre02.g092250	1	PF00254,PF07719,PF14559
Cre02.g092350	1	PF00067
Cre02.g092450	-1	
Cre02.g092500	1	PF09416,PF13086,PF13087,PF18141
Cre02.g092550	0	
Cre02.g092600	1	PF01218
Cre02.g092700	1	PF13868
Cre02.g092750	1	PF01585,PF01728
Cre02.g092800	0	
Cre02.g092850	1	PF12799
Cre02.g092900	1	PF00117,PF00958
Cre02.g092950	0	
Cre02.g093150	0	
Cre02.g093300	1	PF08216
Cre02.g093350	0	
Cre02.g093450	1	PF00274
Cre02.g093500	1	PF00873,PF12349
Cre02.g093550	1	PF00211
Cre02.g093600	1	PF03061
Cre02.g093700	1	PF00122,PF12409
Cre02.g093800	1	PF13905
Cre02.g093850	1	PF13855
Cre02.g093900	0	
Cre02.g093950	1	PF00696
Cre02.g094004	-1	
Cre02.g094050	1	PF01663
Cre02.g094100	1	PF13905
Cre02.g094150	1	PF00072,PF06203
Cre02.g094200	1	PF00083
Cre02.g094250	1	PF00153
Cre02.g094300	1	PF05187,PF13450,PF21162
Cre02.g094350	1	PF00514
Cre02.g094400	0	
Cre02.g094500	1	PF01165
Cre02.g094600	1	PF00431,PF03415
Cre02.g094650	1	PF01018,PF01926
Cre02.g094700	0	
Cre02.g094750	0	
Cre02.g094800	-1	
Cre02.g094850	0	
Cre02.g094900	1	PF00515,PF07719,PF13181,PF13371,PF13432
Cre02.g095000	0	
Cre02.g095050	0	
Cre02.g095100	1	PF12766
Cre02.g095150	0	
Cre02.g095200	1	PF00005,PF12848
Cre02.g095250	1	PF00092,PF07728
Cre02.g095294	1	PF13519,PF25106
Cre02.g095300	1	PF00069
Cre02.g095350	1	PF01712
Cre02.g095400	1	PF04427
Cre02.g095450	1	PF00254
Cre02.g095500	0	
Cre02.g095550	1	PF00092,PF07728,PF13519,PF25106
Cre02.g095600	0	
Cre02.g095650	1	PF01494
Cre02.g095700	0	
Cre02.g095750	1	PF01494,PF13450
Cre02.g095800	1	PF05236
Cre02.g095850	1	PF07890
Cre02.g095900	1	PF00646
Cre02.g095950	1	PF04640
Cre02.g096000	1	PF00005,PF01061,PF19055
Cre02.g096050	1	PF03749,PF17746
Cre02.g096100	0	
Cre02.g096150	1	PF00081,PF02777
Cre02.g096200	1	PF01875
Cre02.g096250	1	PF01494
Cre02.g096350	1	PF01266
Cre02.g096400	1	PF02636
Cre02.g096450	0	
Cre02.g096455	0	
Cre02.g096500	0	
Cre02.g096650	0	
Cre02.g096700	1	PF00651
Cre02.g096750	0	
Cre02.g096800	1	PF02410
Cre02.g096850	1	PF05620
Cre02.g096900	1	PF01974
Cre02.g096950	1	PF09444
Cre02.g097000	1	PF01979
Cre02.g097050	1	PF01697
Cre02.g097100	1	PF01697
Cre02.g097150	1	PF04749
Cre02.g097200	0	
Cre02.g097213	1	PF00530
Cre02.g097250	1	PF03810,PF08389,PF24138,PF24139
Cre02.g097300	1	PF25972
Cre02.g097400	1	PF01287,PF21485
Cre02.g097450	1	PF02152
Cre02.g097500	1	PF07714
Cre02.g097550	1	PF01709,PF20772
Cre02.g097600	1	PF05050
Cre02.g097650	1	PF01399,PF18055,PF18503
Cre02.g097800	1	PF00005,PF00664
Cre02.g097850	1	PF00642,PF18044
Cre02.g097900	1	PF00155
Cre02.g097950	0	
Cre02.g098000	1	PF00150,PF26410
Cre02.g098050	0	
Cre02.g098100	1	PF13445
Cre02.g098150	1	PF02782
Cre02.g098200	1	PF00569
Cre02.g098250	1	PF10615,PF13883
Cre02.g098300	1	PF03801,PF24487
Cre02.g098350	1	PF00394,PF07731,PF07732
Cre02.g098400	0	
Cre02.g098450	1	PF00009,PF03144,PF09173
Cre02.g098500	1	PF04749
Cre02.g098600	1	PF07714
Cre02.g098650	0	
Cre02.g098700	1	PF00005,PF01061
Cre02.g098750	1	PF00027,PF00520
Cre02.g098800	1	PF07749,PF07912
Cre02.g098850	1	PF07992
Cre02.g098900	0	
Cre02.g098950	1	PF05739
Cre02.g099000	1	PF05739
Cre02.g099050	1	PF00530
Cre02.g099055	0	
Cre02.g099100	1	PF00415,PF00632,PF13540,PF22562
Cre02.g099150	1	PF14938
Cre02.g099200	1	PF11935,PF12295
Cre02.g099300	1	PF13637
Cre02.g099350	1	PF00530
Cre02.g099400	1	PF03016
Cre02.g099500	1	PF01988
Cre02.g099550	1	PF07714
Cre02.g099650	1	PF03661
Cre02.g099700	0	
Cre02.g099750	1	PF00069,PF07714
Cre02.g099800	0	
Cre02.g099850	1	PF00676
Cre02.g099900	0	
Cre02.g099950	0	
Cre02.g100000	1	PF01336,PF08784
Cre02.g100050	1	PF13640
Cre02.g100100	0	
Cre02.g100200	0	
Cre02.g100250	0	
Cre02.g100300	1	PF00454
Cre02.g100350	1	PF13369
Cre02.g100400	0	
Cre02.g100450	1	PF00211
Cre02.g100500	1	PF00211
Cre02.g100600	0	
Cre02.g100700	0	
Cre02.g100750	1	PF10483
Cre02.g100800	1	PF00400
Cre02.g100850	1	PF00083,PF07690
Cre02.g100900	1	PF01753
Cre02.g100950	0	
Cre02.g101000	0	
Cre02.g101050	0	
Cre02.g101100	1	PF09756
Cre02.g101150	1	PF00651
Cre02.g101200	1	PF00650,PF03765
Cre02.g101250	0	
Cre02.g101300	1	PF00651
Cre02.g101400	1	PF00637,PF09268,PF13838
Cre02.g101550	1	PF00651
Cre02.g101600	1	PF11735
Cre02.g101635	0	
Cre02.g101650	0	
Cre02.g101700	0	
Cre02.g101750	1	PF04484
Cre02.g101786	0	
Cre02.g101800	1	PF00472
Cre02.g101850	1	PF00583
Cre02.g101900	1	PF01612
Cre02.g101950	1	PF05958
Cre02.g102000	1	PF00025
Cre02.g102050	0	
Cre02.g102100	1	PF13679
Cre02.g102162	-1	
Cre02.g102250	1	PF00189,PF07650
Cre02.g102300	1	PF00314
Cre02.g102350	1	PF03987
Cre02.g102400	1	PF01096
Cre02.g102450	1	PF00400
Cre02.g102500	1	PF08423
Cre02.g102600	1	PF12906
Cre02.g102650	1	PF07714
Cre02.g102700	1	PF11735
Cre02.g102750	1	PF11051
Cre02.g102800	1	PF03870
Cre02.g102850	1	PF00246
Cre02.g102900	1	PF07714
Cre02.g102950	1	PF00533,PF03031
Cre02.g103000	1	PF05050
Cre02.g103050	1	PF13181
Cre02.g103100	1	PF00106
Cre02.g103150	0	
Cre02.g103200	1	PF00211,PF13416
Cre02.g103250	1	PF00005,PF00664
Cre02.g103300	0	
Cre02.g103350	1	PF01425
Cre02.g103400	0	
Cre02.g103450	1	PF13921
Cre02.g103500	1	PF04116
Cre02.g103550	1	PF01176
Cre02.g103600	0	
Cre02.g103650	1	PF00646
Cre02.g103700	0	
Cre02.g103750	0	
Cre02.g103770	0	
Cre02.g103784	0	
Cre02.g103800	1	PF13516
Cre02.g103850	1	PF00475
Cre02.g103900	1	PF07714
Cre02.g103950	1	PF13863
Cre02.g104000	0	
Cre02.g104050	0	
Cre02.g104100	0	
Cre02.g104150	0	
Cre02.g104200	-1	
Cre02.g104250	1	PF02931,PF02932
Cre02.g104300	0	
Cre02.g104350	1	PF00085,PF07970,PF13850
Cre02.g104400	0	
Cre02.g104450	1	PF07714
Cre02.g104500	1	PF00226,PF13370
Cre02.g104550	1	PF05179,PF16050
Cre02.g104600	1	PF00023,PF12796
Cre02.g104650	1	PF00076
Cre02.g104700	1	PF03110
Cre02.g104729	-1	
Cre02.g104750	0	
Cre02.g104800	1	PF00125
Cre02.g104850	0	
Cre02.g104900	1	PF01926,PF06071
Cre02.g104950	0	
Cre02.g104951	0	
Cre02.g105000	0	
Cre02.g105050	0	
Cre02.g105100	0	
Cre02.g105150	1	PF01276,PF03711
Cre02.g105200	1	PF03489,PF05184
Cre02.g105250	0	
Cre02.g105287	1	PF01585,PF13821
Cre02.g105300	1	PF12796
Cre02.g105350	1	PF03619
Cre02.g105400	1	PF00782,PF14671
Cre02.g105450	0	
Cre02.g105500	1	PF01546,PF07687
Cre02.g105550	0	
Cre02.g105600	1	PF03109
Cre02.g105650	0	
Cre02.g105700	1	PF09837
Cre02.g105750	0	
Cre02.g105800	1	PF12796,PF13920
Cre02.g105900	1	PF00135
Cre02.g105950	0	
Cre02.g106000	0	
Cre02.g106050	0	
Cre02.g106100	0	
Cre02.g106150	1	PF00160
Cre02.g106200	1	PF03151
Cre02.g106250	1	PF05383
Cre02.g106300	1	PF07946
Cre02.g106350	1	PF02681
Cre02.g106400	1	PF02450
Cre02.g106450	1	PF00004
Cre02.g106500	1	PF00293
Cre02.g106550	1	PF06003
Cre02.g106600	1	PF01090
Cre02.g106650	1	PF00069,PF13499
Cre02.g106700	0	
Cre02.g106750	1	PF00380
Cre02.g106800	0	
Cre02.g106850	1	PF13432
Cre02.g106900	0	
Cre02.g106950	0	
Cre02.g107000	1	PF00069
Cre02.g107100	0	
Cre02.g107150	0	
Cre02.g107213	0	
Cre02.g107250	-1	
Cre02.g107300	1	PF00701
Cre02.g107350	1	PF03028,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF18198,PF18199
Cre02.g107400	1	PF13516
Cre02.g107450	1	PF01747,PF14306
Cre02.g107500	0	
Cre02.g107550	1	PF01988
Cre02.g107600	1	PF00288,PF08544
Cre02.g107650	0	
Cre02.g107700	1	PF00646,PF13855
Cre02.g107750	1	PF03364
Cre02.g107800	1	PF00069
Cre02.g107850	1	PF03637
Cre02.g107900	0	
Cre02.g107950	0	
Cre02.g108000	1	PF12330
Cre02.g108050	0	
Cre02.g108100	1	PF04389
Cre02.g108150	0	
Cre02.g108200	0	
Cre02.g108250	1	PF02696
Cre02.g108300	0	
Cre02.g108350	1	PF00249
Cre02.g108400	1	PF02109
Cre02.g108450	1	PF01381,PF08523
Cre02.g108500	0	
Cre02.g108550	1	PF13520
Cre02.g108650	1	PF07714
Cre02.g108700	1	PF00069
Cre02.g108750	1	PF00069,PF07714
Cre02.g108850	1	PF01196
Cre02.g108900	1	PF13499
Cre02.g108950	0	
Cre02.g109000	0	
Cre02.g109050	0	
Cre02.g109100	1	PF00233
Cre02.g109200	0	
Cre02.g109250	1	PF04055,PF21016
Cre02.g109300	0	
Cre02.g109329	-1	
Cre02.g109350	-1	
Cre02.g109400	1	PF00400,PF23609
Cre02.g109450	0	
Cre02.g109550	1	PF00742,PF03447
Cre02.g109600	1	PF00459
Cre02.g109650	1	PF05920
Cre02.g109700	-1	
Cre02.g109750	0	
Cre02.g109800	1	PF01266
Cre02.g109850	1	PF06432
Cre02.g109900	0	
Cre02.g109950	0	
Cre02.g110000	1	PF13920,PF23106
Cre02.g110050	0	
Cre02.g110100	1	PF03094,PF13499
Cre02.g110200	0	
Cre02.g110250	1	PF00226,PF10604
Cre02.g110300	1	PF00226
Cre02.g110350	1	PF00168
Cre02.g110400	0	
Cre02.g110450	1	PF06201
Cre02.g110500	0	
Cre02.g110550	1	PF00249
Cre02.g110650	1	PF10250
Cre02.g110700	0	
Cre02.g110750	1	PF00504
Cre02.g110800	1	PF07690
Cre02.g110843	0	
Cre02.g110850	1	PF07714
Cre02.g110900	0	
Cre02.g110950	1	PF00400
Cre02.g111000	1	PF03407
Cre02.g111016	-1	
Cre02.g111029	0	
Cre02.g111050	1	PF00909
Cre02.g111108	0	
Cre02.g111150	1	PF03016,PF23106
Cre02.g111200	1	PF00249
Cre02.g111250	0	
Cre02.g111300	1	PF13391
Cre02.g111350	1	PF00400
Cre02.g111400	0	
Cre02.g111450	1	PF00581
Cre02.g111500	1	PF00069
Cre02.g111550	1	PF00069
Cre02.g111600	1	PF14765
Cre02.g111650	1	PF03105
Cre02.g111700	1	PF13202,PF13499
Cre02.g111750	0	
Cre02.g111800	0	
Cre02.g111850	1	PF00536
Cre02.g111900	0	
Cre02.g112000	1	PF01490
Cre02.g112050	0	
Cre02.g112100	0	
Cre02.g112150	1	PF04916
Cre02.g112200	1	PF00400,PF00520
Cre02.g112250	1	PF00648
Cre02.g112266	0	
Cre02.g112300	1	PF00648
Cre02.g112350	-1	
Cre02.g112400	1	PF00704
Cre02.g112450	-1	
Cre02.g112500	1	PF00069
Cre02.g112550	1	PF00005,PF19055
Cre02.g112600	1	PF00571
Cre02.g112650	0	
Cre02.g112700	-1	
Cre02.g112750	1	PF03110
Cre02.g112800	1	PF12796
Cre02.g112850	1	PF01494
Cre02.g112900	1	PF00892
Cre02.g112950	0	
Cre02.g113000	0	
Cre02.g113050	1	PF03009
Cre02.g113100	1	PF03650
Cre02.g113150	0	
Cre02.g113200	1	PF00120,PF03951
Cre02.g113250	1	PF24796
Cre02.g113300	0	
Cre02.g113350	1	PF07714
Cre02.g113400	1	PF10274
Cre02.g113450	1	PF00249
Cre02.g113500	1	PF00932,PF08757
Cre02.g113550	0	
Cre02.g113600	1	PF00069
Cre02.g113700	1	PF02151,PF08755
Cre02.g113750	0	
Cre02.g113751	0	
Cre02.g113752	0	
Cre02.g113800	0	
Cre02.g113809	1	PF00651
Cre02.g113850	1	PF01379
Cre02.g113900	0	
Cre02.g113950	0	
Cre02.g114000	0	
Cre02.g114001	0	
Cre02.g114050	0	
Cre02.g114100	1	PF00233
Cre02.g114150	0	
Cre02.g114250	1	PF00378
Cre02.g114300	0	
Cre02.g114350	1	PF12796
Cre02.g114400	1	PF04055,PF16881
Cre02.g114450	0	
Cre02.g114500	1	PF03031,PF06888,PF13445
Cre02.g114600	1	PF00578,PF10417
Cre02.g114650	0	
Cre02.g114700	1	PF00160
Cre02.g114750	1	PF00069,PF13499
Cre02.g114800	1	PF14934
Cre02.g114850	1	PF01425,PF13414
Cre02.g114900	1	PF12796
Cre02.g114950	0	
Cre02.g115000	0	
Cre02.g115050	1	PF02163
Cre02.g115100	1	PF00646
Cre02.g115150	1	PF04117
Cre02.g115250	1	PF00400
Cre02.g115300	1	PF01490
Cre02.g115350	0	
Cre02.g115450	1	PF00211
Cre02.g115500	0	
Cre02.g115508	1	PF00560,PF13855
Cre02.g115550	0	
Cre02.g115600	1	PF00924
Cre02.g115650	1	PF00274
Cre02.g115700	0	
Cre02.g115750	1	PF03009
Cre02.g115800	1	PF01987
Cre02.g115900	1	PF01987
Cre02.g115950	0	
Cre02.g116000	0	
Cre02.g116050	0	
Cre02.g116100	0	
Cre02.g116150	1	PF04488
Cre02.g116200	0	
Cre02.g116250	1	PF09424
Cre02.g116300	1	PF06093
Cre02.g116350	1	PF03992
Cre02.g116400	1	PF00023,PF12796
Cre02.g116450	1	PF00834
Cre02.g116500	1	PF00450
Cre02.g116550	1	PF00226,PF08240
Cre02.g116600	1	PF03016
Cre02.g116650	1	PF09409
Cre02.g116700	1	PF00069
Cre02.g116750	1	PF00006,PF00306,PF02874
Cre02.g116800	1	PF13671
Cre02.g116850	1	PF00856
Cre02.g116900	1	PF00477
Cre02.g116950	1	PF00850
Cre02.g117050	1	PF01590,PF07714
Cre02.g117100	0	
Cre02.g117150	1	PF00004,PF23242,PF23563
Cre02.g117179	-1	
Cre02.g117200	1	PF02449
Cre02.g117250	1	PF02449
Cre02.g117300	1	PF04280
Cre02.g117350	1	PF03133
Cre02.g117400	0	
Cre02.g117410	1	PF03992
Cre02.g117450	0	
Cre02.g117500	1	PF00349,PF03727
Cre02.g117550	1	PF12796,PF13637
Cre02.g117600	0	
Cre02.g117650	1	PF05686
Cre02.g117700	0	
Cre02.g117813	1	PF07714
Cre02.g117850	1	PF00443,PF06337
Cre02.g117900	1	PF00270,PF00271,PF08148,PF13234,PF21408
Cre02.g117950	0	
Cre02.g118000	1	PF00875,PF03441,PF05181
Cre02.g118050	1	PF08613
Cre02.g118100	0	
Cre02.g118150	-1	
Cre02.g118200	1	PF01940
Cre02.g118250	1	PF02201
Cre02.g118300	1	PF00270,PF00271,PF08152,PF26142
Cre02.g118350	1	PF12832
Cre02.g118400	1	PF02492,PF07683
Cre02.g118450	1	PF00226
Cre02.g118500	1	PF00400,PF04053,PF23953
Cre02.g118600	1	PF00091,PF12327
Cre02.g118650	0	
Cre02.g118700	0	
Cre02.g118750	0	
Cre02.g118800	-1	
Cre02.g118850	1	PF00887
Cre02.g118900	1	PF03690
Cre02.g118950	1	PF00366
Cre02.g119000	1	PF04614
Cre02.g119050	1	PF00326,PF20434
Cre02.g119100	1	PF00326,PF20434
Cre02.g119150	1	PF00169
Cre02.g119200	-1	
Cre02.g119250	0	
Cre02.g119300	0	
Cre02.g119350	1	PF01746
Cre02.g119450	1	PF10250
Cre02.g119484	0	
Cre02.g119500	0	
Cre02.g119550	0	
Cre02.g119600	1	PF02666
Cre02.g119650	0	
Cre02.g119651	1	PF11397,PF13640
Cre02.g119700	1	PF02449
Cre02.g119800	1	PF00097,PF00498
Cre02.g119850	1	PF00233
Cre02.g119900	1	PF00112
Cre02.g119950	0	
Cre02.g120000	-1	
Cre02.g120050	0	
Cre02.g120100	1	PF00101
Cre02.g120150	1	PF00101
Cre02.g120250	1	PF00069
Cre02.g120300	-1	
Cre02.g120350	0	
Cre02.g140900	0	
Cre02.g141000	1	PF00270,PF00271,PF00636,PF03368
Cre02.g141050	1	PF02170,PF02171
Cre02.g141100	1	PF11891
Cre02.g141150	0	
Cre02.g141200	1	PF01729,PF02749
Cre02.g141250	1	PF00481
Cre02.g141350	0	
Cre02.g141400	1	PF01293
Cre02.g141450	1	PF00179
Cre02.g141500	0	
Cre02.g141550	1	PF02190
Cre02.g141600	1	PF26410
Cre02.g141650	-1	
Cre02.g141700	1	PF05517
Cre02.g141800	1	PF00069
Cre02.g141850	1	PF25286
Cre02.g141900	1	PF01105
Cre02.g141950	1	PF00650,PF03765
Cre02.g142000	1	PF00179
Cre02.g142050	0	
Cre02.g142100	0	
Cre02.g142150	1	PF14770
Cre02.g142200	1	PF14497
Cre02.g142350	1	PF08694
Cre02.g142650	0	
Cre02.g142700	1	PF13920
Cre02.g142750	0	
Cre02.g142800	1	PF00085
Cre02.g142850	1	PF01423
Cre02.g142900	0	
Cre02.g143000	1	PF01553,PF14829
Cre02.g143100	-1	
Cre02.g143150	0	
Cre02.g143200	1	PF01411,PF02272,PF07973,PF26023
Cre02.g143250	1	PF00180
Cre02.g143300	0	
Cre02.g143350	1	PF00233
Cre02.g143392	0	
Cre02.g143400	1	PF00233
Cre02.g143450	1	PF13301
Cre02.g143500	1	PF00233
Cre02.g143550	1	PF00504
Cre02.g143635	0	
Cre02.g143650	0	
Cre02.g143750	-1	
Cre02.g143850	1	PF00514
Cre02.g143858	0	
Cre02.g143861	1	PF00657
Cre02.g143900	1	PF00657
Cre02.g144050	1	PF03016
Cre02.g144100	1	PF03016
Cre02.g144250	1	PF00067
Cre02.g144300	1	PF03151
Cre02.g144350	1	PF00071
Cre02.g144400	1	PF00164
Cre02.g144450	0	
Cre02.g144500	1	PF00013
Cre02.g144550	1	PF00999
Cre02.g144600	1	PF01384
Cre02.g144650	1	PF01384
Cre02.g144700	1	PF01384
Cre02.g144734	0	
Cre02.g144750	1	PF01384
Cre02.g144800	1	PF00583,PF00696
Cre02.g144850	0	
Cre02.g144900	1	PF00149
Cre02.g144950	1	PF00027,PF00520
Cre02.g145000	1	PF02033
Cre02.g145050	1	PF00288
Cre02.g145100	1	PF00122,PF00689,PF00690,PF00702,PF08282,PF13246
Cre02.g145133	0	
Cre02.g145150	1	PF01595
Cre02.g145200	1	PF05292,PF17408
Cre02.g145231	1	PF01778,PF04874
Cre02.g145250	1	PF01667
Cre02.g145300	1	PF04722
Cre02.g145350	0	
Cre02.g145400	-1	
Cre02.g145450	0	
Cre02.g145451	0	
Cre02.g145500	1	PF00069
Cre02.g145550	1	PF04148
Cre02.g145600	0	
Cre02.g145628	0	
Cre02.g145650	0	
Cre02.g145700	1	PF01490
Cre02.g145750	1	PF01490
Cre02.g145800	1	PF00056,PF02866
Cre02.g145850	0	
