# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3D1B5	CHLRE_13g603850v5	
A0A2K3D1B7	CHLRE_13g603300v5	
A0A2K3D1B9	CHLRE_13g604450v5	
A0A2K3D1C0	CHLRE_13g604400v5	
A0A2K3D1C1	CHLRE_13g604600v5	PF15477;
A0A2K3D1C5	CHLRE_13g602750v5	
A0A2K3D1C6	CHLRE_13g604350v5	PF07714;
A0A2K3D1C9	CHLRE_13g604850v5	
A0A2K3D1D0	CHLRE_13g604950v5	
A0A2K3D1D1	CHLRE_13g604905v5	
A0A2K3D1D2	CHLRE_13g604950v5	
A0A2K3D1D3	CHLRE_13g604800v5	
A0A2K3D1D6	CHLRE_13g604750v5	PF13639;
A0A2K3D1D8	CHLRE_13g605200v5	PF05548;
A0A2K3D1D9	CHLRE_13g605350v5	
A0A2K3D1E0	CHLRE_13g605250v5	
A0A2K3D1E2	CHLRE_13g605300v5	
A0A2K3D1E5	CHLRE_13g604550v5	PF12799;
A0A2K3D1E7	CHLRE_13g604200v5	
A0A2K3D1E8	CHLRE_13g605600v5	PF10421;
A0A2K3D1E9	CHLRE_13g605386v5	
A0A2K3D1F0	CHLRE_13g605386v5	
A0A2K3D1F1	CHLRE_13g605386v5	
A0A2K3D1F2	CHLRE_13g605500v5	
A0A2K3D1F3	CHLRE_13g605386v5	
A0A2K3D1F4	CHLRE_13g604950v5	
A0A2K3D1F5	CHLRE_13g605386v5	
A0A2K3D1F6	CHLRE_13g605404v5	
A0A2K3D1F7	CHLRE_13g605850v5	
A0A2K3D1F9	CHLRE_13g606101v5	PF13424;
A0A2K3D1G2	CHLRE_13g605800v5	PF07529;
A0A2K3D1G3	CHLRE_13g605350v5	
A0A2K3D1G4	CHLRE_13g606500v5	
A0A2K3D1G6	CHLRE_13g605900v5	
A0A2K3D1G7	CHLRE_13g605750v5	
A0A2K3D1H0	CHLRE_13g606300v5	
A0A2K3D1H1	CHLRE_13g605368v5	
A0A2K3D1H7	CHLRE_13g605550v5	
A0A2K3D1I0	CHLRE_13g605600v5	PF10421;
A0A2K3D1I1	CHLRE_13g606900v5	
A0A2K3D1I3	CHLRE_13g606652v5	PF00078;
A0A2K3D1I4	CHLRE_13g606700v5	
A0A2K3D1I5	CFGE1 CHLRE_13g606600v5	PF00069;
A0A2K3D1I9	CHLRE_13g607250v5	
A0A2K3D1J1	CHLRE_13g606850v5	
A0A2K3D1J4	CHLRE_13g607050v5	PF00581;
A0A2K3D1J6	CHLRE_13g606550v5	
A0A2K3D1J7	CHLRE_13g606974v5	
A0A2K3D1J9	CHLRE_13g606450v5	PF07282;
A0A2K3D1K1	CHLRE_13g607650v5	PF13202;PF13499;
A0A2K3D1K4	CHLRE_13g607550v5	
A0A2K3D1K6	CHLRE_12g483600v5	PF00023;PF12796;
A0A2K3D1K7	CHLRE_13g606950v5	
A0A2K3D1K8	CHLRE_13g607450v5	PF02733;PF02734;
A0A2K3D1K9	CHLRE_12g483720v5	
A0A2K3D1L0	CHLRE_13g607700v5	
A0A2K3D1L2	CHLRE_13g607950v5	PF10961;
A0A2K3D1L3	CHLRE_12g483476v5	
A0A2K3D1L4	CHLRE_13g608000v5	
A0A2K3D1L6	CHLRE_13g607900v5	
A0A2K3D1L7	CHLRE_13g607400v5	
A0A2K3D1L8	CHLRE_12g484000v5	PF01039;
A0A2K3D1L9	CHLRE_12g483926v5	
A0A2K3D1M1	CHLRE_12g483850v5	
A0A2K3D1M2	CHLRE_13g607800v5	
A0A2K3D1M6	CHLRE_13g607850v5	PF00076;
A0A2K3D1M7	CHLRE_12g484400v5	PF05050;
A0A2K3D1N2	CHLRE_12g483650v5	PF00069;
A0A2K3D1N3	CHLRE_12g484150v5	PF04499;
A0A2K3D1N5	CHLRE_12g484150v5	PF04499;
A0A2K3D1N9	CHLRE_12g484834v5	
A0A2K3D1P0	CHLRE_12g484650v5	
A0A2K3D1P3	CHLRE_12g484550v5	
A0A2K3D1P6	CHLRE_12g484500v5	PF12796;
A0A2K3D1P7	CHLRE_12g485250v5	
A0A2K3D1P9	CHLRE_12g485300v5	
A0A2K3D1Q0	CHLRE_12g484375v5	
A0A2K3D1Q1	CHLRE_12g484750v5	PF07224;
A0A2K3D1Q4	CHLRE_12g484450v5	
A0A2K3D1Q6	CHLRE_12g484950v5	
A0A2K3D1Q9	CHLRE_12g484834v5	
A0A2K3D1R0	CHLRE_12g485600v5	PF00069;
A0A2K3D1R2	CHLRE_12g485400v5	
A0A2K3D1R4	CHLRE_12g484900v5	PF13879;
A0A2K3D1R5	CHLRE_12g485418v5	
A0A2K3D1R6	CHLRE_12g485350v5	
A0A2K3D1R7	CHLRE_12g485458v5	
A0A2K3D1R9	CHLRE_12g485276v5	
A0A2K3D1S1	CHLRE_12g494650v5	
A0A2K3D1S2	CHLRE_12g494550v5	PF00076;
A0A2K3D1S3	CHLRE_12g485350v5	
A0A2K3D1S4	CHLRE_12g494600v5	
A0A2K3D1S5	CHLRE_12g490141v5	
A0A2K3D1S6	CHLRE_12g485478v5	
A0A2K3D1S7	CHLRE_12g494550v5	PF00076;
A0A2K3D1S9	CHLRE_12g494052v5	
A0A2K3D1T0	CHLRE_12g494252v5	
A0A2K3D1T2	CHLRE_12g494250v5	
A0A2K3D1T6	CHLRE_12g494150v5	
A0A2K3D1T8	CHLRE_12g493550v5	PF13181;
A0A2K3D1U1	CHLRE_12g493450v5	
A0A2K3D1U2	CHLRE_12g493700v5	PF01494;PF13450;
A0A2K3D1U3	CHLRE_12g493903v5	
A0A2K3D1U4	CHLRE_12g493903v5	
A0A2K3D1U5	CHLRE_12g493750v5	
A0A2K3D1U6	CHLRE_12g493650v5	
A0A2K3D1U9	CHLRE_12g494000v5	PF22486;
A0A2K3D1V1	CHLRE_12g493200v5	
A0A2K3D1V3	CHLRE_12g493350v5	
A0A2K3D1V9	CHLRE_12g493600v5	
A0A2K3D1W0	CHLRE_12g492500v5	
A0A2K3D1W1	CHLRE_12g492700v5	PF02469;
A0A2K3D1W2	CHLRE_12g492850v5	PF10595;
A0A2K3D1W5	CHLRE_12g492750v5	PF00686;
A0A2K3D1W6	CHLRE_12g492650v5	PF02469;
A0A2K3D1W9	CHLRE_12g493100v5	
A0A2K3D1X0	CHLRE_12g492151v5	
A0A2K3D1X2	CHLRE_12g492450v5	PF24385;PF21010;PF00271;PF07717;PF26026;PF04408;
A0A2K3D1X3	CHLRE_12g492900v5	PF01661;
A0A2K3D1X4	CHLRE_12g492400v5	
A0A2K3D1X5	CHLRE_12g492350v5	
A0A2K3D1X8	CHLRE_12g492550v5	
A0A2K3D1Y1	CHLRE_12g492050v5	PF01822;
A0A2K3D1Y2	CHLRE_12g493854v5	
A0A2K3D1Y3	CHLRE_12g492503v5	
A0A2K3D1Y4	CHLRE_12g492504v5	
A0A2K3D1Y5	CHLRE_12g492954v5	
A0A2K3D1Y6	CHLRE_12g495175v5	
A0A2K3D1Z1	CHLRE_12g495138v5	
A0A2K3D1Z3	CHLRE_12g492152v5	
A0A2K3D1Z4	CHLRE_12g495000v5	
A0A2K3D1Z5	CHLRE_12g495050v5	
A0A2K3D1Z6	CHLRE_12g495701v5	PF00530;
A0A2K3D1Z7	CHLRE_12g495138v5	
A0A2K3D1Z9	CHLRE_12g495401v5	
A0A2K3D202	CHLRE_12g494800v5	PF10211;
A0A2K3D203	CHLRE_12g495450v5	
A0A2K3D205	CHLRE_12g495500v5	
A0A2K3D206	CHLRE_12g495954v5	
A0A2K3D207	CHLRE_12g495600v5	
A0A2K3D209	CHLRE_12g495956v5	
A0A2K3D210	CHLRE_12g495900v5	
A0A2K3D211	CHLRE_12g495350v5	PF07162;PF07679;
A0A2K3D212	CHLRE_12g495250v5	PF13374;PF13424;
A0A2K3D213	CHLRE_12g495950v5	
A0A2K3D217	CHLRE_12g495952v5	
A0A2K3D218	CHLRE_12g495958v5	
A0A2K3D221	CHLRE_12g491951v5	
A0A2K3D222	CHLRE_12g495750v5	
A0A2K3D223	CHLRE_12g495959v5	
A0A2K3D224	CHLRE_12g495650v5	PF00400;
A0A2K3D226	CHLRE_12g491100v5	PF00106;
A0A2K3D227	CHLRE_12g491951v5	
A0A2K3D228	CHLRE_12g491000v5	
A0A2K3D229	CHLRE_12g495957v5	
A0A2K3D231	CHLRE_12g491450v5	
A0A2K3D233	CHLRE_12g495953v5	PF01384;
A0A2K3D234	CHLRE_12g495955v5	PF00078;
A0A2K3D235	CHLRE_12g491300v5	
A0A2K3D236	CHLRE_12g490550v5	
A0A2K3D237	CHLRE_12g491200v5	
A0A2K3D240	CHLRE_12g490950v5	
A0A2K3D242	CHLRE_12g491952v5	PF01822;
A0A2K3D243	CHLRE_12g490891v5	
A0A2K3D246	CHLRE_12g490750v5	
A0A2K3D252	CHLRE_12g491150v5	PF04133;
A0A2K3D254	CHLRE_12g490451v5	
A0A2K3D256	CHLRE_12g490250v5	PF23579;PF25767;PF12612;
A0A2K3D257	CHLRE_12g489650v5	
A0A2K3D266	CHLRE_12g489800v5	PF00887;
A0A2K3D268	CHLRE_12g489250v5	
A0A2K3D271	CHLRE_12g489500v5	
A0A2K3D272	CHLRE_12g489550v5	
A0A2K3D273	CHLRE_12g489450v5	
A0A2K3D274	CHLRE_12g489150v5	
A0A2K3D276	CHLRE_12g489350v5	
A0A2K3D277	CHLRE_12g489800v5	PF00887;
A0A2K3D279	CHLRE_12g489153v5	PF01198;
A0A2K3D281	CHLRE_12g489600v5	PF00575;
A0A2K3D282	CHLRE_12g488850v5	PF01602;PF02296;PF02883;
A0A2K3D283	CHLRE_12g488750v5	
A0A2K3D284	CHLRE_12g489001v5	
A0A2K3D285	CHLRE_12g489002v5	PF18758;
A0A2K3D287	CHLRE_12g489300v5	
A0A2K3D288	CHLRE_12g488351v5	PF07699;
A0A2K3D290	CHLRE_12g488550v5	PF05050;
A0A2K3D291	CHLRE_12g488600v5	PF01547;
A0A2K3D292	CHLRE_12g489152v5	
A0A2K3D294	CHLRE_12g488200v5	
A0A2K3D296	CHLRE_12g488500v5	PF23468;PF25515;
A0A2K3D297	CHLRE_12g488850v5	PF01602;PF02296;PF02883;
A0A2K3D298	CHLRE_12g487900v5	PF00111;
A0A2K3D299	CHLRE_12g488752v5	
A0A2K3D2A0	CHLRE_12g488150v5	
A0A2K3D2A1	CHLRE_12g488000v5	PF08244;PF00251;
A0A2K3D2A2	CHLRE_12g488050v5	PF08244;PF00251;
A0A2K3D2A3	CHLRE_12g488800v5	
A0A2K3D2A4	CHLRE_12g488152v5	
A0A2K3D2A5	CHLRE_12g487800v5	
A0A2K3D2A8	CHLRE_12g487450v5	PF14186;PF08910;
A0A2K3D2A9	CHLRE_12g488173v5	
A0A2K3D2B1	CHLRE_12g487601v5	
A0A2K3D2B2	CHLRE_12g487650v5	
A0A2K3D2B3	CHLRE_12g487700v5	
A0A2K3D2B5	CHLRE_12g487402v5	
A0A2K3D2B6	CHLRE_12g487950v5	
A0A2K3D2B7	CHLRE_12g487652v5	
A0A2K3D2B8	CHLRE_12g487150v5	PF00300;
A0A2K3D2B9	CHLRE_12g487050v5	
A0A2K3D2C0	CHLRE_12g487300v5	PF07282;
A0A2K3D2C3	CHLRE_12g487750v5	
A0A2K3D2C6	CHLRE_12g487500v5	PF12638;
A0A2K3D2C7	CHLRE_12g486950v5	
A0A2K3D2C8	CHLRE_12g486851v5	
A0A2K3D2C9	CHLRE_12g486750v5	
A0A2K3D2D2	CHLRE_12g486702v5	
A0A2K3D2D3	CHLRE_12g486850v5	
A0A2K3D2D6	CHLRE_12g487101v5	
A0A2K3D2D7	CHLRE_12g486600v5	PF04193;
A0A2K3D2D9	CHLRE_12g486450v5	
A0A2K3D2E0	CHLRE_12g486400v5	PF00566;
A0A2K3D2E3	CHLRE_12g486478v5	
A0A2K3D2E4	CHLRE_12g486481v5	
A0A2K3D2E5	CHLRE_12g487000v5	
A0A2K3D2E6	CHLRE_12g486700v5	PF07004;
A0A2K3D2E7	CHLRE_12g486252v5	
A0A2K3D2E8	CHLRE_12g486208v5	
A0A2K3D2E9	CHLRE_12g486050v5	PF00397;PF00098;
A0A2K3D2F0	CHLRE_12g486550v5	PF13516;
A0A2K3D2F1	CHLRE_12g486209v5	PF00226;PF14237;PF19432;
A0A2K3D2F3	CHLRE_12g485900v5	
A0A2K3D2F4	CHLRE_12g486650v5	
A0A2K3D2F5	CHLRE_12g486000v5	PF01753;
A0A2K3D2F8	CHLRE_12g499301v5	
A0A2K3D2F9	CHLRE_12g512850v5	
A0A2K3D2G0	CHLRE_12g486207v5	
A0A2K3D2G2	CHLRE_12g512790v5	
A0A2K3D2G3	CHLRE_12g512788v5	
A0A2K3D2G4	CHLRE_12g512750v5	PF24883;PF00400;
A0A2K3D2G8	CHLRE_12g512450v5	PF04749;
A0A2K3D2H1	CHLRE_12g512400v5	PF25601;PF12801;PF00158;
A0A2K3D2H3	CHLRE_12g512350v5	
A0A2K3D2H4	CHLRE_12g512450v5	PF04749;
A0A2K3D2H6	CHLRE_12g512750v5	PF24883;PF00400;
A0A2K3D2H7	CHLRE_12g512202v5	
A0A2K3D2H9	CHLRE_12g511952v5	
A0A2K3D2I1	CHLRE_12g512650v5	
A0A2K3D2I2	CHLRE_12g512050v5	
A0A2K3D2I4	CHLRE_12g511950v5	PF00560;PF08263;
A0A2K3D2I9	CHLRE_12g512100v5	PF13604;PF14214;
A0A2K3D2J0	CHLRE_12g512200v5	PF07690;
A0A2K3D2J1	CHLRE_12g511400v5	PF02984;PF00134;PF01535;PF13041;PF17177;
A0A2K3D2J4	CHLRE_12g511550v5	
A0A2K3D2J5	CHLRE_12g511300v5	
A0A2K3D2J7	CHLRE_12g511902v5	
A0A2K3D2K2	CHLRE_12g511100v5	PF04280;
A0A2K3D2K4	CHLRE_12g510950v5	
A0A2K3D2K7	CHLRE_12g511350v5	
A0A2K3D2L0	CHLRE_12g510350v5	PF00024;PF14295;PF08016;
A0A2K3D2L4	CHLRE_12g510500v5	
A0A2K3D2L5	CHLRE_12g510550v5	
A0A2K3D2L8	CHLRE_12g510150v5	PF00400;
A0A2K3D2L9	CHLRE_12g510034v5	
A0A2K3D2M0	CHLRE_12g510750v5	
A0A2K3D2M1	CHLRE_12g510200v5	
A0A2K3D2M4	CHLRE_12g509850v5	
A0A2K3D2M6	CHLRE_12g509950v5	
A0A2K3D2M7	CHLRE_12g510752v5	
A0A2K3D2N1	CHLRE_12g509600v5	PF00383;
A0A2K3D2N3	CHLRE_12g509450v5	
A0A2K3D2N5	CHLRE_12g510000v5	PF05542;
A0A2K3D2N7	CHLRE_12g510252v5	
A0A2K3D2P1	CHLRE_12g509150v5	
A0A2K3D2P2	CHLRE_12g509500v5	PF13499;
A0A2K3D2P3	CHLRE_12g509900v5	
A0A2K3D2P8	CHLRE_12g508853v5	PF13920;
A0A2K3D2P9	CHLRE_12g508650v5	PF02010;
A0A2K3D2Q0	CHLRE_12g508852v5	PF09825;
A0A2K3D2Q2	CHLRE_12g508643v5	
A0A2K3D2Q5	CHLRE_12g509450v5	
A0A2K3D2Q7	CHLRE_12g509350v5	PF13499;
A0A2K3D2Q8	CHLRE_12g508350v5	
A0A2K3D2Q9	CHLRE_12g508250v5	PF00443;
A0A2K3D2R0	CHLRE_12g508450v5	PF00400;PF01753;
A0A2K3D2R1	CHLRE_12g508302v5	
A0A2K3D2R2	CHLRE_12g509001v5	
A0A2K3D2R3	CHLRE_12g508642v5	
A0A2K3D2R8	CHLRE_12g507950v5	PF00892;
A0A2K3D2R9	CHLRE_12g507872v5	
A0A2K3D2S1	CHLRE_12g508233v5	
A0A2K3D2S3	CHLRE_12g507800v5	
A0A2K3D2S7	CHLRE_12g507909v5	
A0A2K3D2T1	CHLRE_12g507850v5	
A0A2K3D2T2	CHLRE_12g507557v5	
A0A2K3D2T3	CHLRE_11g467715v5 CHLRE_12g507556v5	
A0A2K3D2T4	CHLRE_12g507600v5	
A0A2K3D2T8	CHLRE_12g507500v5	PF00249;
A0A2K3D2T9	CHLRE_12g507200v5	PF04564;
A0A2K3D2U2	CHLRE_12g507550v5	
A0A2K3D2U3	CHLRE_12g507350v5	
A0A2K3D2U8	CHLRE_12g507002v5	
A0A2K3D2U9	CHLRE_12g507050v5	
A0A2K3D2V0	CHLRE_12g507350v5	
A0A2K3D2V1	CHLRE_12g507100v5	
A0A2K3D2V2	CHLRE_12g507006v5	
A0A2K3D2V3	CHLRE_12g507001v5	
A0A2K3D2V4	CHLRE_12g507004v5	
A0A2K3D2V8	CHLRE_12g506750v5	PF12499;
A0A2K3D2V9	CHLRE_12g506850v5	PF13499;
A0A2K3D2W0	CHLRE_12g507000v5	
A0A2K3D2W2	CHLRE_12g506700v5	PF10294;
A0A2K3D2W3	CHLRE_12g506550v5	
A0A2K3D2W6	CHLRE_12g507150v5	
A0A2K3D2W9	CHLRE_12g506400v5	
A0A2K3D2X0	CHLRE_12g506650v5	PF07064;
A0A2K3D2X6	CHLRE_12g507007v5	
A0A2K3D2Y2	CHLRE_12g506600v5	PF04571;PF08235;
A0A2K3D2Y6	CHLRE_12g505650v5	
A0A2K3D2Y9	CHLRE_12g505000v5	
A0A2K3D2Z0	CHLRE_12g505900v5	
A0A2K3D2Z2	CHLRE_12g505300v5	PF08317;
A0A2K3D2Z3	CHLRE_12g505151v5	
A0A2K3D2Z8	CHLRE_12g505100v5	PF03851;
A0A2K3D2Z9	CHLRE_12g505400v5	PF03403;
A0A2K3D303	CHLRE_12g504300v5	
A0A2K3D307	CHLRE_12g504900v5	PF00646;
A0A2K3D314	CHLRE_12g503800v5	PF09273;
A0A2K3D315	CHLRE_12g504100v5	PF13640;
A0A2K3D317	CHLRE_12g504400v5	
A0A2K3D320	CHLRE_12g505050v5	PF00646;
A0A2K3D321	CHLRE_12g504450v5	
A0A2K3D322	CHLRE_12g504350v5	PF12146;
A0A2K3D326	CHLRE_12g503600v5	PF00560;PF23598;
A0A2K3D327	CHLRE_12g504000v5	PF03372;
A0A2K3D328	CHLRE_12g503700v5	
A0A2K3D329	CHLRE_12g503750v5	
A0A2K3D332	CHLRE_12g502900v5	
A0A2K3D333	CHLRE_12g503950v5	PF00650;PF03765;
A0A2K3D335	CHLRE_12g503200v5	
A0A2K3D336	CHLRE_12g503100v5	
A0A2K3D338	CHLRE_12g503500v5	PF00839;
A0A2K3D339	CHLRE_12g503250v5	
A0A2K3D342	CHLRE_12g502450v5	PF03016;
A0A2K3D344	CHLRE_12g502650v5	
A0A2K3D345	CHLRE_12g502400v5	PF03619;
A0A2K3D348	CHLRE_12g502400v5	PF03619;
A0A2K3D349	CHLRE_12g502700v5	PF15665;
A0A2K3D351	CHLRE_12g503050v5	
A0A2K3D353	CHLRE_12g502550v5	
A0A2K3D354	CHLRE_12g502950v5	PF01479;PF17774;
A0A2K3D355	CHLRE_12g502251v5	PF04640;
A0A2K3D358	CHLRE_12g502050v5	
A0A2K3D359	CHLRE_12g502000v5	PF25805;
A0A2K3D362	CHLRE_12g501702v5	
A0A2K3D363	CHLRE_12g502179v5	
A0A2K3D366	CHLRE_12g502500v5	PF03016;
A0A2K3D367	CHLRE_12g501703v5	
A0A2K3D368	CHLRE_12g502678v5	
A0A2K3D370	CHLRE_12g501900v5	PF00251;
A0A2K3D372	CHLRE_12g501752v5	
A0A2K3D376	CHLRE_12g501550v5	
A0A2K3D377	CHLRE_12g502250v5	PF04755;
A0A2K3D378	CHLRE_12g501150v5	PF13516;
A0A2K3D381	CHLRE_12g501750v5	
A0A2K3D382	CHLRE_12g501351v5	
A0A2K3D383	CHLRE_12g500700v5	
A0A2K3D385	CHLRE_12g501050v5	
A0A2K3D387	CHLRE_12g501850v5	PF08244;PF00251;
A0A2K3D389	CHLRE_12g500600v5	PF09446;
A0A2K3D390	CHLRE_12g501000v5	PF03151;
A0A2K3D391	CHLRE_12g501350v5	
A0A2K3D392	CHLRE_12g500750v5	
A0A2K3D393	CHLRE_12g500550v5	PF00092;
A0A2K3D394	CHLRE_12g500250v5	
A0A2K3D396	CHLRE_12g500450v5	PF03372;PF21171;
A0A2K3D397	CHLRE_12g501250v5	
A0A2K3D399	CHLRE_12g500150v5	PF00171;
A0A2K3D3A4	CHLRE_12g499800v5	
A0A2K3D3A6	CHLRE_12g500715v5	PF00501;
A0A2K3D3A7	CHLRE_12g499950v5	PF05057;
A0A2K3D3A8	CHLRE_12g500050v5	PF00397;
A0A2K3D3B2	CHLRE_12g499650v5	PF06127;
A0A2K3D3B3	CHLRE_12g500400v5	
A0A2K3D3B4	CHLRE_12g499550v5	
A0A2K3D3B5	CHLRE_12g499450v5	PF00627;PF22562;
A0A2K3D3B6	CHLRE_12g499902v5	
A0A2K3D3B7	CHLRE_12g500300v5	
A0A2K3D3B8	CHLRE_12g499600v5	PF00266;
A0A2K3D3C1	CHLRE_12g499352v5	
A0A2K3D3C2	CHLRE_12g500000v5	
A0A2K3D3C3	CHLRE_12g499200v5	
A0A2K3D3C5	CHLRE_12g499150v5	
A0A2K3D3C9	CHLRE_12g499150v5	
A0A2K3D3D0	CHLRE_12g499152v5	
A0A2K3D3D1	CHLRE_12g499100v5	PF01465;
A0A2K3D3D2	CHLRE_12g499601v5	
A0A2K3D3D3	CHLRE_12g498750v5	PF04083;
A0A2K3D3D6	CHLRE_12g499205v5	
A0A2K3D3D7	CHLRE_12g499550v5	
A0A2K3D3E1	CHLRE_12g498600v5	PF22594;PF00009;PF03144;
A0A2K3D3E3	CHLRE_12g499205v5	
A0A2K3D3E8	CHLRE_12g498150v5	PF00400;
A0A2K3D3F3	CHLRE_12g497800v5	
A0A2K3D3F4	CHLRE_12g498000v5	
A0A2K3D3F6	CHLRE_12g498800v5	PF13716;
A0A2K3D3F7	CHLRE_12g498350v5	PF09750;
A0A2K3D3F8	CHLRE_12g497800v5	
A0A2K3D3G1	CHLRE_12g497700v5	PF01370;
A0A2K3D3G3	CHLRE_12g497350v5	
A0A2K3D3G4	CHLRE_12g497900v5	
A0A2K3D3G5	CHLRE_12g497653v5	PF01370;
A0A2K3D3G6	CHLRE_12g498300v5	
A0A2K3D3G7	CHLRE_12g498400v5	
A0A2K3D3H1	CHLRE_12g497250v5	PF19016;
A0A2K3D3H2	CHLRE_12g498000v5	
A0A2K3D3H3	CHLRE_12g496900v5	PF03235;PF01844;
A0A2K3D3H4	CHLRE_12g497100v5	
A0A2K3D3H5	CHLRE_12g497950v5	
A0A2K3D3H6	CHLRE_12g497450v5	PF00560;
A0A2K3D3H8	CHLRE_12g496850v5	
A0A2K3D3H9	CHLRE_12g496800v5	PF04430;
A0A2K3D3I2	CHLRE_12g497652v5	PF01370;
A0A2K3D3I3	CHLRE_12g496402v5	
A0A2K3D3I4	CHLRE_12g496550v5	
A0A2K3D3I5	CHLRE_12g497000v5	
A0A2K3D3I6	CHLRE_12g497400v5	PF05132;
A0A2K3D3I8	CHLRE_12g496350v5	PF12349;
A0A2K3D3I9	CHLRE_12g496300v5	
A0A2K3D3J1	CHLRE_12g496302v5	
A0A2K3D3J2	CHLRE_12g497150v5	
A0A2K3D3J3	CHLRE_12g512950v5	PF02417;
A0A2K3D3J4	CHLRE_12g496150v5	PF19568;
A0A2K3D3J8	CHLRE_12g497101v5	PF13331;
A0A2K3D3J9	CHLRE_12g513100v5	
A0A2K3D3K0	CHLRE_12g496250v5	
A0A2K3D3K3	CHLRE_12g501717v5	
A0A2K3D3K6	CHLRE_12g513550v5	
A0A2K3D3K7	CHLRE_12g496400v5	
A0A2K3D3K9	CHLRE_12g496500v5	PF12499;
A0A2K3D3L4	CHLRE_12g513750v5	PF00462;
A0A2K3D3L8	CHLRE_12g507333v5	
A0A2K3D3L9	CHLRE_12g513700v5	
A0A2K3D3M4	CHLRE_12g513852v5	
A0A2K3D3M6	CHLRE_12g514550v5	
A0A2K3D3N0	CHLRE_12g513350v5	PF07699;
A0A2K3D3N3	CHLRE_12g514600v5	PF03618;
A0A2K3D3N4	CHLRE_12g514400v5	PF00249;
A0A2K3D3N6	CHLRE_12g515000v5	
A0A2K3D3N7	CHLRE_12g515050v5	PF13831;PF00856;PF13832;
A0A2K3D3N8	CHLRE_12g513900v5	
A0A2K3D3P0	CHLRE_12g513800v5	
A0A2K3D3P6	CHLRE_12g515400v5	PF08016;
A0A2K3D3P7	CHLRE_12g515426v5	
A0A2K3D3P8	CHLRE_12g514400v5	PF00249;
A0A2K3D3Q0	CHLRE_12g514700v5	PF00561;
A0A2K3D3Q2	CHLRE_12g515350v5	PF22633;PF09458;
A0A2K3D3Q3	CHLRE_12g515600v5	
A0A2K3D3Q7	CHLRE_12g515900v5	PF12738;
A0A2K3D3R1	CHLRE_12g514800v5	PF02545;
A0A2K3D3R3	CHLRE_12g515901v5	
A0A2K3D3R4	CHLRE_12g516050v5	PF00498;PF13923;
A0A2K3D3R6	CHLRE_12g516300v5	PF13229;
A0A2K3D3R7	CHLRE_12g516333v5	PF07460;
A0A2K3D3R9	CHLRE_12g515950v5	
A0A2K3D3S1	CHLRE_12g515301v5	PF13515;
A0A2K3D3S7	CHLRE_12g516717v5	
A0A2K3D3S8	CHLRE_12g516400v5	PF04146;
A0A2K3D3S9	CHLRE_12g515700v5	
A0A2K3D3T0	CHLRE_12g516000v5	PF07978;
A0A2K3D3T1	CHLRE_12g515600v5	
A0A2K3D3T2	CHLRE_12g516550v5	PF13692;PF13579;
A0A2K3D3T3	CHLRE_12g516700v5	
A0A2K3D3T8	CHLRE_12g517100v5	PF02431;
A0A2K3D3U1	CHLRE_12g516400v5	PF04146;
A0A2K3D3U3	CHLRE_12g516900v5	PF24104;PF12937;
A0A2K3D3U6	CHLRE_12g517550v5	PF06962;
A0A2K3D3U7	CHLRE_12g517200v5	
A0A2K3D3V2	CHLRE_12g517650v5	PF05869;
A0A2K3D3V4	CHLRE_12g517750v5	
A0A2K3D3V5	CHLRE_12g517925v5	
A0A2K3D3V6	CHLRE_12g517950v5	
A0A2K3D3V7	CHLRE_12g517681v5	
A0A2K3D3V8	CHLRE_12g517976v5	
A0A2K3D3W0	CHLRE_12g516851v5	
A0A2K3D3W1	CHLRE_12g517250v5	
A0A2K3D3W3	CHLRE_12g517850v5	PF12906;
A0A2K3D3W4	CHLRE_12g518050v5	
A0A2K3D3X2	CHLRE_12g518107v5	PF04182;PF24538;PF24657;PF24658;PF24101;PF23704;
A0A2K3D3X3	CHLRE_12g518550v5	PF14858;
A0A2K3D3X4	CHLRE_12g518400v5	
A0A2K3D3X7	CHLRE_12g518450v5	PF07460;
A0A2K3D3X8	CHLRE_12g518800v5	PF00092;
A0A2K3D3Y0	CHLRE_12g517800v5	PF12906;
A0A2K3D3Y1	CHLRE_12g518002v5	
A0A2K3D3Y2	CHLRE_12g518700v5	
A0A2K3D3Y5	CHLRE_12g518851v5	
A0A2K3D3Y6	CHLRE_12g518900v5	PF00248;
A0A2K3D3Y9	CHLRE_12g518100v5	
A0A2K3D3Z0	CHLRE_12g518500v5	
A0A2K3D3Z2	CHLRE_12g518150v5	
A0A2K3D3Z5	CHLRE_12g519600v5	
A0A2K3D3Z6	CHLRE_12g519550v5	
A0A2K3D3Z7	CHLRE_12g519651v5	
A0A2K3D400	CHLRE_12g518950v5	PF00300;
A0A2K3D401	CHLRE_12g518750v5	
A0A2K3D402	CHLRE_12g519450v5	PF08718;
A0A2K3D403	CHLRE_12g519700v5	PF01926;
A0A2K3D404	CHLRE_12g519900v5	PF02875;PF08245;
A0A2K3D406	CHLRE_12g519750v5	
