locus_tag	has_pfam	n_pfam_domains	pfam_domains
sync_1690	yes	1	PF08547.19
sync_1691	no	0	
sync_1692	yes	2	PF00920.28;PF24877.2
sync_1693	no	0	
sync_1694	yes	1	PF14681.13
sync_1695	no	0	
sync_1696	yes	2	PF02492.26;PF07683.20
sync_1697	no	0	
sync_1698	no	0	
sync_1699	no	0	
sync_1700	yes	1	PF02700.20
sync_1701	yes	1	PF13507.13
sync_1702	yes	2	PF02016.22;PF17676.8
sync_1703	yes	1	PF01116.27
sync_1704	yes	1	PF00274.26
sync_1705	yes	3	PF01408.29;PF02894.23;PF22725.2
sync_1706	no	0	
sync_1707	yes	2	PF01039.28;PF17848.8
sync_1709	yes	2	PF01478.24;PF06750.19
sync_1710	no	0	
sync_1711	yes	1	PF00485.25
sync_1712	yes	1	PF00180.26
sync_1713	yes	2	PF00132.31;PF04613.20
sync_1714	yes	2	PF00696.34;PF01472.27
sync_1715	yes	3	PF00702.33;PF09419.17;PF13242.13
sync_1716	yes	1	PF12527.14
sync_1717	yes	1	PF03652.21
sync_1718	no	0	
sync_1719	no	0	
sync_1720	no	0	
sync_1721	yes	1	PF12452.14
sync_1722	yes	1	PF01475.26
sync_1723	yes	1	PF00977.28
sync_1724	yes	2	PF01370.28;PF13460.13
sync_1725	yes	1	PF01066.27
sync_1726	yes	1	PF00571.34
sync_1727	no	0	
sync_1728	yes	1	PF03734.20
sync_1729	no	0	
sync_1731	no	0	
sync_1732	no	0	
sync_1734	yes	3	PF00060.33;PF00497.26;PF07885.23
sync_1735	yes	1	PF07878.18
sync_1736	yes	2	PF00462.31;PF03479.21
sync_1738	no	0	
sync_1739	no	0	
sync_1741	no	0	
sync_1742	yes	2	PF00034.27;PF13442.12
sync_1743	no	0	
sync_1745	yes	1	PF13239.12
sync_1746	no	0	
sync_1747	yes	1	PF01297.23
sync_1748	yes	1	PF00950.23
sync_1749	yes	1	PF00005.34
sync_1750	no	0	
sync_1751	yes	1	PF21537.3
sync_1752	yes	1	PF03773.20
sync_1753	yes	1	PF13442.12
sync_1754	yes	1	PF04955.19
sync_1755	yes	1	PF12518.14
sync_1756	yes	1	PF00950.23
sync_1757	yes	1	PF00005.34
sync_1758	yes	1	PF01297.23
sync_1759	yes	1	PF10013.16
sync_1760	no	0	
sync_1762	no	0	
sync_1764	no	0	
sync_1766	no	0	
sync_1767	no	0	
sync_1768	yes	1	PF06041.18
sync_1770	yes	2	PF00535.33;PF13641.13
sync_1771	yes	1	PF00080.26
sync_1772	yes	1	PF12697.14
sync_1773	no	0	
sync_1774	yes	1	PF11189.14
sync_1775	yes	1	PF06966.18
sync_1776	yes	1	PF03733.19
sync_1779	no	0	
sync_1780	yes	1	PF14250.12
sync_1781	no	0	
sync_1785	no	0	
sync_1786	yes	1	PF04248.20
sync_1787	no	0	
sync_1789	no	0	
sync_1790	no	0	
sync_1792	yes	1	PF07862.17
sync_1793	no	0	
sync_1794	yes	1	PF27796.1
sync_1795	no	0	
sync_1797	no	0	
sync_1798	yes	1	PF01145.32
sync_1799	no	0	
sync_1800	no	0	
sync_1801	no	0	
sync_1802	no	0	
sync_1803	yes	2	PF02136.27;PF09150.16
sync_1804	yes	1	PF00487.31
sync_1805	yes	1	PF18032.7
sync_1806	no	0	
sync_1807	yes	1	PF01925.26
sync_1810	no	0	
sync_1811	yes	1	PF02586.20
sync_1812	no	0	
sync_1813	yes	2	PF00583.32;PF18014.8
sync_1815	no	0	
sync_1816	yes	1	PF07681.18
sync_1817	no	0	
sync_1818	no	0	
sync_1819	no	0	
sync_1820	yes	2	PF13409.13;PF13417.13
sync_1821	yes	1	PF08865.17
sync_1823	no	0	
sync_1824	yes	1	PF12766.14
sync_1825	yes	1	PF13911.13
sync_1826	no	0	
sync_1827	no	0	
sync_1829	yes	1	PF07864.17
sync_1830	yes	1	PF05899.19
sync_1831	yes	2	PF00355.33;PF08417.19
sync_1832	yes	1	PF07386.17
sync_1833	yes	1	PF13450.13
sync_1834	yes	1	PF25539.2
sync_1835	yes	1	PF00171.28
sync_1836	yes	1	PF13460.13
sync_1837	no	0	
sync_1839	no	0	
sync_1841	no	0	
sync_1842	yes	1	PF09493.16
sync_1843	no	0	
sync_1844	yes	3	PF01266.31;PF01593.31;PF13450.13
sync_1845	yes	1	PF04402.20
sync_1846	yes	1	PF01694.29
sync_1847	no	0	
sync_1848	no	0	
sync_1849	no	0	
sync_1850	yes	1	PF00730.32
sync_1851	no	0	
sync_1852	no	0	
sync_1853	no	0	
sync_1854	yes	1	PF00294.30
sync_1857	yes	1	PF00149.34
sync_1858	yes	1	PF00124.25
sync_1860	yes	1	PF05128.18
sync_1861	yes	2	PF01545.27;PF16916.12
sync_1862	no	0	
sync_1863	yes	1	PF00579.32
sync_1864	no	0	
sync_1865	yes	1	PF10792.15
sync_1866	yes	3	PF00587.31;PF03129.26;PF07973.20
sync_1867	yes	1	PF08854.16
sync_1868	yes	1	PF02685.23
sync_1869	yes	2	PF00288.33;PF08544.19
sync_1870	yes	1	PF00361.26
sync_1871	yes	2	PF01432.27;PF19310.5
sync_1872	no	0	
sync_1873	no	0	
sync_1874	no	0	
sync_1875	no	0	
sync_1877	yes	1	PF02152.24
sync_1878	yes	1	PF00171.28
sync_1879	yes	1	PF00480.27
sync_1880	yes	1	PF04357.20
sync_1881	yes	1	PF10726.15
sync_1882	yes	1	PF14229.13
sync_1883	no	0	
sync_1884	yes	2	PF02129.25;PF08530.17
sync_1885	no	0	
sync_1886	yes	4	PF00128.32;PF02806.25;PF02922.25;PF22019.3
sync_1887	yes	1	PF01208.24
sync_1888	yes	2	PF01370.28;PF13460.13
sync_1889	yes	1	PF00127.27
sync_1890	yes	1	PF13442.12
sync_1891	yes	1	PF07862.17
sync_1892	yes	1	PF10985.14
sync_1893	no	0	
sync_1895	no	0	
sync_1896	no	0	
sync_1897	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
sync_1898	yes	1	PF01242.25
sync_1899	yes	2	PF01502.24;PF01503.23
sync_1900	no	0	
sync_1901	yes	1	PF09980.15
sync_1902	yes	2	PF04542.21;PF04545.23
sync_1903	yes	1	PF06803.18
sync_1904	no	0	
sync_1905	no	0	
sync_1906	yes	1	PF06146.18
sync_1908	yes	1	PF13442.12
sync_1909	yes	1	PF03795.21
sync_1910	yes	1	PF00290.27
sync_1911	yes	1	PF11460.14
sync_1912	yes	1	PF10716.15
sync_1914	no	0	
sync_1915	yes	1	PF05199.20
sync_1916	yes	1	PF07681.18
sync_1917	no	0	
sync_1918	yes	3	PF00106.32;PF08659.17;PF13561.13
sync_1920	yes	1	PF08450.19
sync_1921	no	0	
sync_1922	yes	1	PF01979.27
sync_1923	yes	2	PF00916.27;PF01740.27
sync_1924	yes	1	PF01699.30
sync_1925	yes	1	PF09990.15
sync_1926	yes	1	PF09990.15
sync_1927	no	0	
sync_1928	yes	1	PF00115.26
sync_1929	yes	1	PF00510.24
sync_1930	yes	1	PF05199.20
sync_1931	yes	3	PF00070.34;PF02852.29;PF07992.21
sync_1932	yes	1	PF08857.18
sync_1933	yes	3	PF00308.25;PF08299.18;PF11638.14
sync_1934	yes	3	PF00089.33;PF13180.13;PF13365.13
sync_1935	yes	1	PF09837.16
sync_1936	yes	1	PF00535.33
sync_1937	yes	3	PF00583.32;PF13508.14;PF13673.14
sync_1938	yes	1	PF12697.14
sync_1939	yes	2	PF00005.34;PF00664.29
sync_1940	yes	1	PF01634.24
sync_1941	yes	2	PF00753.34;PF16123.12
sync_1942	yes	1	PF00005.34
sync_1943	yes	1	PF01042.27
sync_1944	yes	1	PF11334.15
sync_1945	yes	2	PF00004.36;PF17866.9
sync_1946	yes	1	PF01329.25
sync_1948	no	0	
sync_1949	no	0	
sync_1950	yes	1	PF00258.31
sync_1951	yes	2	PF07992.21;PF13738.13
sync_1952	no	0	
sync_1953	yes	1	PF00111.33
sync_1957	yes	1	PF10216.15
sync_1958	yes	1	PF00361.26
sync_1959	yes	2	PF00361.26;PF00662.27
sync_1960	yes	1	PF00936.25
sync_1962	yes	1	PF03319.20
sync_1963	yes	1	PF03319.20
sync_1964	yes	3	PF08936.16;PF20686.3;PF20687.3
sync_1965	yes	1	PF12288.14
sync_1966	yes	1	PF00101.26
sync_1967	yes	2	PF00016.27;PF02788.22
sync_1968	yes	1	PF00936.25
sync_1969	yes	1	PF01725.22
sync_1970	yes	1	PF27545.1
sync_1971	no	0	
sync_1972	no	0	
sync_1973	yes	1	PF00148.25
sync_1974	yes	2	PF00148.25;PF08369.17
sync_1975	yes	3	PF00142.25;PF01656.30;PF13614.13
sync_1976	yes	1	PF00106.32
sync_1977	no	0	
sync_1978	yes	1	PF07465.19
sync_1979	yes	1	PF08847.17
sync_1980	no	0	
sync_1981	yes	1	PF01925.26
sync_1982	yes	1	PF21948.2
sync_1983	yes	1	PF02163.29
sync_1984	yes	1	PF00697.29
sync_1985	no	0	
sync_1986	yes	1	PF01227.28
sync_1987	yes	3	PF00106.32;PF08659.17;PF13561.13
sync_1988	yes	2	PF01039.28;PF03255.20
sync_1989	no	0	
sync_1990	yes	1	PF11266.16
sync_1991	yes	1	PF02633.20
sync_1993	yes	1	PF00575.30
sync_1994	yes	2	PF06485.18;PF20429.5
sync_1995	yes	1	PF02578.21
sync_1996	yes	2	PF21688.4;PF28550.1
sync_1997	no	0	
sync_1998	no	0	
sync_1999	yes	3	PF00205.29;PF02775.27;PF02776.24
sync_2000	yes	1	PF00762.25
sync_2001	yes	2	PF27132.1;PF27551.1
sync_2002	yes	5	PF01209.25;PF08241.19;PF08242.19;PF13489.13;PF13649.13
sync_2003	yes	1	PF02572.22
sync_2004	yes	1	PF00696.34
sync_2005	yes	1	PF01765.25
sync_2006	yes	2	PF01266.31;PF07992.21
sync_2007	yes	2	PF00875.25;PF03441.20
sync_2008	yes	1	PF00923.26
sync_2009	yes	2	PF00905.28;PF03717.21
sync_2010	no	0	
sync_2011	yes	1	PF02517.22
sync_2012	yes	1	PF00300.28
sync_2013	no	0	
sync_2014	yes	1	PF10502.15
sync_2015	no	0	
sync_2016	yes	1	PF03960.22
sync_2017	no	0	
sync_2018	yes	1	PF00719.25
sync_2019	no	0	
sync_2020	no	0	
sync_2021	yes	3	PF00587.31;PF03129.26;PF04073.21
sync_2022	yes	1	PF13326.12
sync_2023	yes	1	PF00709.28
sync_2024	yes	1	PF00294.30
sync_2025	yes	1	PF02571.21
sync_2026	yes	1	PF00436.32
sync_2027	no	0	
sync_2028	yes	1	PF11016.14
sync_2029	yes	1	PF00696.34
sync_2030	yes	1	PF11353.14
sync_2031	yes	4	PF00270.36;PF04851.22;PF17764.7;PF18074.7
sync_2032	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
sync_2034	no	0	
sync_2035	no	0	
sync_2036	yes	2	PF01379.26;PF03900.21
sync_2037	yes	1	PF03734.20
sync_2038	no	0	
sync_2039	yes	1	PF00719.25
sync_2040	yes	1	PF02074.22
sync_2041	yes	1	PF20522.4
sync_2042	no	0	
sync_2043	no	0	
sync_2044	yes	1	PF01329.25
sync_2045	yes	2	PF02492.26;PF07683.20
sync_2046	no	0	
sync_2048	yes	1	PF00528.28
sync_2050	yes	1	PF03706.19
sync_2051	yes	1	PF01969.23
sync_2052	no	0	
sync_2053	no	0	
sync_2054	no	0	
sync_2055	no	0	
sync_2056	yes	1	PF03372.30
sync_2057	yes	2	PF01565.29;PF02913.25
sync_2058	yes	1	PF00202.28
sync_2059	yes	1	PF04966.19
sync_2060	yes	1	PF04338.19
sync_2061	yes	1	PF04461.19
sync_2062	no	0	
sync_2063	no	0	
sync_2064	no	0	
sync_2065	no	0	
sync_2068	no	0	
sync_2069	no	0	
sync_2071	no	0	
sync_2072	no	0	
sync_2073	yes	1	PF11302.16
sync_2074	no	0	
sync_2075	no	0	
sync_2077	yes	1	PF10989.14
sync_2080	yes	1	PF00171.28
sync_2082	no	0	
sync_2084	no	0	
sync_2085	no	0	
sync_2086	yes	1	PF00590.26
sync_2087	yes	1	PF00459.31
sync_2088	yes	5	PF00013.36;PF00575.30;PF01138.28;PF03725.21;PF03726.20
sync_2089	yes	1	PF00253.28
sync_2090	yes	2	PF02163.29;PF13180.13
sync_2091	yes	2	PF00587.31;PF02403.28
sync_2092	no	0	
sync_2093	yes	1	PF00004.36
sync_2094	yes	1	PF02620.23
sync_2095	yes	1	PF02096.27
sync_2096	yes	1	PF03703.21
sync_2097	yes	1	PF00825.25
sync_2098	yes	1	PF00468.23
sync_2099	yes	1	PF10989.14
sync_2100	yes	1	PF07736.17
sync_2101	yes	1	PF01343.24
sync_2102	yes	1	PF00892.27
sync_2103	yes	2	PF00534.27;PF13692.13
sync_2104	yes	1	PF13231.13
sync_2105	yes	1	PF05258.18
sync_2106	yes	1	PF04012.18
sync_2107	yes	1	PF00085.27
sync_2108	yes	1	PF00155.28
sync_2109	yes	1	PF03099.25
sync_2110	yes	1	PF01551.30
sync_2111	yes	2	PF00072.31;PF00486.35
sync_2112	yes	1	PF00005.34
sync_2113	yes	1	PF00361.26
sync_2114	yes	3	PF01131.26;PF01751.29;PF13368.12
sync_2117	yes	1	PF09991.15
sync_2118	no	0	
sync_2119	no	0	
sync_2120	yes	1	PF00248.28
sync_2121	yes	1	PF02577.20
sync_2122	yes	1	PF00677.24
sync_2123	yes	1	PF03729.19
sync_2124	yes	1	PF14250.12
sync_2125	yes	1	PF00510.24
sync_2126	yes	1	PF00115.26
sync_2127	yes	2	PF00116.27;PF02790.21
sync_2128	yes	1	PF02628.21
sync_2129	yes	1	PF01040.24
sync_2130	yes	1	PF00005.34
sync_2131	yes	2	PF01061.30;PF12698.14
sync_2132	no	0	
sync_2133	yes	1	PF04131.21
sync_2134	no	0	
sync_2135	yes	1	PF00118.30
sync_2136	no	0	
sync_2137	yes	3	PF00106.32;PF08659.17;PF13561.13
sync_2138	yes	3	PF02080.27;PF02254.25;PF07885.23
sync_2139	no	0	
sync_2140	yes	1	PF01128.26
sync_2141	yes	2	PF02016.22;PF17676.8
sync_2142	yes	1	PF01040.24
sync_2143	yes	2	PF02541.23;PF21447.4
sync_2144	yes	1	PF13413.13
sync_2146	yes	1	PF00590.26
sync_2147	yes	1	PF01790.24
sync_2148	yes	2	PF01333.26;PF16639.11
sync_2149	yes	2	PF00355.33;PF25471.2
sync_2150	yes	1	PF11267.14
sync_2151	yes	1	PF00902.24
sync_2152	yes	1	PF05833.17
sync_2153	yes	1	PF00625.28
sync_2154	yes	1	PF01701.24
sync_2155	yes	1	PF02507.21
sync_2156	yes	1	PF00814.32
sync_2157	no	0	
sync_2158	yes	1	PF00437.27
sync_2159	yes	1	PF02350.26
sync_2160	yes	1	PF07799.18
sync_2161	no	0	
sync_2162	yes	1	PF00999.27
sync_2163	yes	2	PF00749.28;PF19269.5
sync_2166	no	0	
sync_2168	yes	1	PF01245.27
sync_2169	no	0	
sync_2170	yes	1	PF00557.30
sync_2171	no	0	
sync_2172	yes	2	PF07085.18;PF13500.13
sync_2173	no	0	
sync_2174	yes	1	PF01124.24
sync_2176	yes	1	PF11691.14
sync_2179	no	0	
sync_2180	no	0	
sync_2184	no	0	
sync_2185	no	0	
sync_2187	no	0	
sync_2188	no	0	
sync_2190	yes	1	PF00749.28
sync_2191	yes	1	PF00216.27
sync_2192	no	0	
sync_2193	yes	1	PF00128.32
sync_2195	yes	2	PF07690.22;PF13347.13
sync_2196	yes	1	PF02405.22
sync_2197	yes	1	PF11317.14
sync_2198	yes	1	PF11285.14
sync_2199	yes	1	PF02660.21
sync_2200	yes	1	PF00215.31
sync_2201	yes	1	PF08450.19
sync_2202	no	0	
sync_2203	yes	1	PF00579.32
sync_2204	yes	1	PF08855.16
sync_2205	yes	1	PF00196.26
sync_2206	no	0	
sync_2207	no	0	
sync_2208	yes	2	PF00883.27;PF02789.24
sync_2209	no	0	
sync_2210	yes	1	PF01625.29
sync_2211	yes	1	PF02684.22
sync_2212	yes	1	PF13720.12
sync_2213	yes	2	PF07977.20;PF22818.3
sync_2214	yes	1	PF03331.20
sync_2215	yes	1	PF01103.30
sync_2216	yes	1	PF01259.25
sync_2217	no	0	
sync_2218	yes	3	PF01071.25;PF02843.23;PF02844.22
sync_2219	yes	4	PF00512.32;PF00672.31;PF02518.32;PF08448.17
sync_2220	yes	1	PF06745.20
sync_2221	yes	1	PF07689.19
sync_2222	yes	2	PF07688.18;PF21714.4
sync_2223	yes	1	PF00829.27
sync_2224	yes	1	PF01016.25
sync_2226	no	0	
sync_2227	no	0	
sync_2228	no	0	
sync_2229	yes	1	PF12833.14
sync_2230	no	0	
sync_2232	yes	2	PF08242.19;PF13489.13
sync_2233	yes	1	PF01509.24
sync_2234	yes	2	PF01709.27;PF20772.3
sync_2236	yes	1	PF11746.15
sync_2237	no	0	
sync_2238	no	0	
sync_2241	yes	2	PF00583.32;PF13508.14
sync_2245	yes	3	PF01968.25;PF02538.20;PF05378.20
sync_2246	yes	1	PF01182.27
sync_2248	yes	1	PF08486.16
sync_2249	yes	2	PF12706.14;PF23023.2
sync_2250	yes	1	PF14495.12
sync_2251	yes	1	PF00427.27
sync_2252	yes	1	PF07045.18
sync_2254	yes	1	PF00111.33
sync_2255	yes	2	PF05175.21;PF06325.20
sync_2256	yes	4	PF00389.37;PF01842.32;PF02826.26;PF19304.5
sync_2257	no	0	
sync_2258	yes	2	PF01479.31;PF21278.4
sync_2260	yes	2	PF08245.19;PF21799.3
sync_2265	yes	1	PF01878.25
sync_2266	no	0	
sync_2267	yes	1	PF10929.14
sync_2268	yes	1	PF08848.18
sync_2269	no	0	
sync_2270	no	0	
sync_2271	no	0	
sync_2272	no	0	
sync_2274	yes	1	PF02941.22
sync_2275	yes	1	PF00156.34
sync_2276	yes	2	PF01676.24;PF06415.19
sync_2277	yes	1	PF03840.20
sync_2281	yes	1	PF01741.24
sync_2282	yes	1	PF00118.30
sync_2283	yes	1	PF00166.27
sync_2284	yes	3	PF00006.32;PF02874.30;PF22919.2
sync_2285	yes	1	PF02823.22
sync_2286	yes	1	PF04839.19
sync_2287	yes	1	PF00923.26
sync_2288	no	0	
sync_2289	yes	1	PF01699.30
sync_2290	yes	2	PF00557.30;PF05195.23
sync_2291	yes	1	PF01595.26
sync_2292	yes	2	PF01926.30;PF05128.18
sync_2293	no	0	
sync_2294	yes	2	PF00795.28;PF02540.24
sync_2295	yes	2	PF01262.28;PF05222.22
sync_2296	yes	1	PF00881.30
sync_2297	no	0	
sync_2298	no	0	
sync_2299	yes	1	PF06298.17
sync_2300	no	0	
sync_2304	no	0	
sync_2306	yes	1	PF00421.25
sync_2307	yes	1	PF17775.8
sync_2308	yes	1	PF11805.14
sync_2309	no	0	
sync_2310	yes	1	PF00111.33
sync_2311	yes	1	PF13759.13
sync_2312	yes	1	PF00231.25
sync_2313	yes	3	PF00006.32;PF00306.33;PF02874.30
sync_2314	yes	1	PF00213.24
sync_2315	yes	1	PF00430.24
sync_2316	yes	1	PF00430.24
sync_2317	yes	1	PF00137.27
sync_2318	yes	1	PF00119.26
sync_2319	no	0	
sync_2320	yes	5	PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
sync_2323	yes	1	PF00502.26
sync_2324	yes	1	PF00502.26
sync_2325	yes	1	PF01383.28
sync_2326	yes	1	PF01098.25
sync_2327	yes	2	PF02683.23;PF13386.13
sync_2328	yes	1	PF05140.20
sync_2329	yes	1	PF14489.12
sync_2330	no	0	
sync_2331	yes	1	PF00543.28
sync_2332	yes	1	PF01728.26
sync_2333	no	0	
sync_2334	yes	2	PF00206.26;PF10397.15
sync_2335	no	0	
sync_2336	yes	2	PF00206.26;PF10415.15
sync_2337	yes	3	PF00270.36;PF04851.22;PF08148.18
sync_2338	yes	1	PF00155.28
sync_2339	no	0	
sync_2340	yes	2	PF08242.19;PF13489.13
sync_2341	yes	1	PF13500.13
sync_2342	no	0	
sync_2343	yes	1	PF00202.28
sync_2344	yes	1	PF11341.14
sync_2345	yes	1	PF00226.37
sync_2346	yes	1	PF02527.22
sync_2347	yes	1	PF00248.28
sync_2348	yes	1	PF13370.12
sync_2349	yes	1	PF06868.17
sync_2350	yes	1	PF11211.14
sync_2351	yes	1	PF13646.13
sync_2352	no	0	
sync_2353	yes	1	PF00474.24
sync_2354	yes	1	PF04055.28
sync_2355	no	0	
sync_2356	yes	2	PF04998.23;PF05000.23
sync_2357	yes	3	PF00623.26;PF04983.24;PF04997.18
sync_2358	yes	6	PF00562.34;PF04560.26;PF04561.20;PF04563.21;PF04565.22;PF10385.15
sync_2360	yes	1	PF01026.28
sync_2361	yes	1	PF01649.24
sync_2362	yes	1	PF00815.26
sync_2363	yes	1	PF06026.21
sync_2364	yes	4	PF00089.33;PF13180.13;PF13365.13;PF17820.8
sync_2365	no	0	
sync_2366	no	0	
sync_2367	no	0	
sync_2368	yes	1	PF04055.28
sync_2369	no	0	
sync_2370	yes	1	PF02576.23
sync_2371	yes	3	PF08529.17;PF13184.13;PF26594.2
sync_2372	yes	1	PF04296.19
sync_2373	yes	5	PF00009.34;PF01926.30;PF04760.22;PF11987.14;PF22042.3
sync_2375	yes	1	PF11998.14
sync_2377	no	0	
sync_2378	no	0	
sync_2380	yes	1	PF04087.20
sync_2381	no	0	
sync_2382	yes	3	PF00106.32;PF08659.17;PF13561.13
sync_2384	yes	1	PF00124.25
sync_2385	no	0	
sync_2386	no	0	
sync_2387	no	0	
sync_2388	no	0	
sync_2389	yes	2	PF04952.21;PF24827.2
sync_2390	yes	1	PF13410.12
sync_2391	yes	1	PF10063.15
sync_2392	yes	2	PF00005.34;PF16326.11
sync_2393	yes	1	PF02672.21
sync_2394	yes	2	PF01018.29;PF01926.30
sync_2395	yes	2	PF00005.34;PF08402.17
sync_2396	yes	2	PF00488.28;PF01713.28
sync_2397	yes	1	PF00903.32
sync_2398	yes	1	PF00490.28
sync_2399	yes	2	PF00226.37;PF01556.24
sync_2400	no	0	
sync_2401	yes	2	PF00916.27;PF01740.27
sync_2403	no	0	
sync_2404	yes	1	PF07864.17
sync_2405	yes	1	PF03734.20
sync_2408	no	0	
sync_2409	yes	1	PF02195.27
sync_2410	no	0	
sync_2411	no	0	
sync_2412	no	0	
sync_2413	no	0	
sync_2416	no	0	
sync_2417	no	0	
sync_2420	no	0	
sync_2423	no	0	
sync_2424	yes	1	PF00067.28
sync_2426	yes	1	PF02069.23
sync_2430	no	0	
sync_2431	no	0	
sync_2432	no	0	
sync_2434	yes	1	PF09055.17
sync_2435	no	0	
sync_2436	no	0	
sync_2437	yes	1	PF01925.26
sync_2439	no	0	
sync_2441	yes	1	PF05656.21
sync_2442	no	0	
sync_2443	yes	1	PF02535.29
sync_2444	no	0	
sync_2446	no	0	
sync_2447	no	0	
sync_2448	no	0	
sync_2450	yes	2	PF01170.25;PF02926.23
sync_2451	yes	1	PF07332.17
sync_2452	no	0	
sync_2453	no	0	
sync_2454	yes	3	PF02463.26;PF06470.19;PF13476.13
sync_2455	no	0	
sync_2456	yes	1	PF01641.27
sync_2457	no	0	
sync_2459	yes	3	PF00289.29;PF02785.26;PF02786.23
sync_2460	yes	1	PF02325.24
sync_2461	yes	1	PF06596.17
sync_2462	yes	1	PF07444.17
sync_2463	no	0	
sync_2464	no	0	
sync_2465	no	0	
sync_2466	yes	3	PF00005.34;PF05992.18;PF06472.21
sync_2467	yes	2	PF01230.30;PF11969.14
sync_2468	yes	4	PF01078.28;PF07728.21;PF13335.13;PF13541.13
sync_2470	yes	1	PF01165.26
sync_2471	yes	1	PF12565.14
sync_2472	no	0	
sync_2473	yes	1	PF01327.27
sync_2474	yes	1	PF00326.28
sync_2475	yes	1	PF00596.28
sync_2476	yes	1	PF01008.24
sync_2478	yes	1	PF07566.18
sync_2479	yes	3	PF08241.19;PF08242.19;PF13649.13
sync_2480	yes	1	PF00266.26
sync_2481	yes	1	PF01458.24
sync_2482	yes	1	PF00005.34
sync_2483	yes	2	PF01458.24;PF19295.6
sync_2484	yes	1	PF02943.21
sync_2485	no	0	
sync_2486	no	0	
sync_2487	yes	1	PF09367.17
sync_2488	yes	1	PF00427.27
sync_2489	yes	2	PF07498.19;PF16258.12
sync_2490	no	0	
sync_2491	yes	1	PF13091.13
sync_2492	yes	1	PF05982.18
sync_2493	no	0	
sync_2494	no	0	
sync_2497	yes	2	PF03209.22;PF07690.22
sync_2499	no	0	
sync_2500	yes	4	PF02878.23;PF02879.23;PF02880.23;PF24947.2
sync_2501	no	0	
sync_2502	yes	1	PF00873.26
sync_2503	yes	1	PF25917.1
sync_2504	yes	4	PF00004.36;PF05496.19;PF12002.14;PF16193.12
sync_2505	no	0	
sync_2506	no	0	
sync_2507	no	0	
sync_2508	yes	2	PF00578.28;PF08534.17
sync_2509	yes	1	PF03309.21
sync_2510	yes	1	PF01507.26
sync_2511	yes	1	PF07992.21
sync_2512	yes	3	PF01926.30;PF13167.12;PF16360.11
sync_2513	no	0	
sync_2514	yes	1	PF02386.23
sync_2515	yes	2	PF02080.27;PF02254.25
sync_2516	yes	1	PF03702.21
sync_2517	yes	1	PF07878.18
sync_2520	no	0	
sync_2521	no	0	
sync_2522	yes	2	PF00005.34;PF12848.14
sync_2523	yes	5	PF00089.33;PF00595.30;PF13180.13;PF13365.13;PF17820.8
sync_2524	yes	1	PF11189.14
sync_2525	no	0	
sync_2527	yes	3	PF00270.36;PF00271.38;PF08482.16
sync_2528	no	0	
sync_2529	no	0	
sync_2530	yes	2	PF02601.21;PF13742.13
sync_2531	no	0	
sync_2532	yes	1	PF11196.14
sync_2533	no	0	
sync_2534	yes	1	PF03631.21
sync_2540	yes	1	PF00459.31
sync_2541	yes	1	PF02321.24
sync_2542	yes	3	PF04459.18;PF17820.8;PF19238.6
sync_2543	yes	1	PF02673.25
sync_2544	yes	1	PF11318.15
sync_2545	yes	1	PF06514.18
sync_2546	yes	1	PF00890.31
sync_2547	yes	1	PF07884.20
sync_2548	yes	3	PF00919.27;PF04055.28;PF18693.8
sync_2549	yes	2	PF05977.20;PF07690.22
sync_2551	yes	3	PF02310.25;PF04055.28;PF13282.12
sync_2552	yes	1	PF14251.13
sync_2553	yes	2	PF04339.19;PF13480.14
sync_2554	no	0	
sync_2555	yes	1	PF01872.23
sync_2556	yes	1	PF01242.25
sync_2557	yes	1	PF01202.29
sync_2558	yes	1	PF12095.14
sync_2559	yes	1	PF20670.4
sync_2560	yes	3	PF02798.27;PF13409.13;PF13417.13
sync_2561	yes	1	PF05421.17
sync_2562	yes	1	PF02033.24
sync_2563	yes	2	PF00933.28;PF18034.7
sync_2564	yes	2	PF00515.35;PF00535.33
sync_2565	yes	1	PF02602.21
sync_2566	no	0	
sync_2567	yes	2	PF03364.26;PF10604.16
sync_2568	yes	2	PF01593.31;PF13450.13
sync_2569	yes	1	PF01521.27
sync_2570	no	0	
sync_2571	no	0	
sync_2572	no	0	
sync_2573	yes	2	PF01370.28;PF08338.17
sync_2574	yes	1	PF00999.27
sync_2575	yes	1	PF11910.15
sync_2576	yes	1	PF00226.37
sync_2577	yes	1	PF00291.32
sync_2579	yes	2	PF00395.26;PF04966.19
sync_2581	yes	2	PF00395.26;PF04966.19
sync_2583	no	0	
sync_2584	no	0	
sync_2585	yes	1	PF09852.16
sync_2586	yes	1	PF00124.25
sync_2587	yes	1	PF26132.1
sync_2588	yes	1	PF00005.34
sync_2591	yes	2	PF00072.31;PF00486.35
sync_2592	yes	1	PF13177.13
sync_2593	yes	1	PF02223.24
sync_2594	yes	3	PF00122.26;PF00403.33;PF00702.33
sync_2595	no	0	
sync_2596	yes	3	PF03796.22;PF13481.13;PF18073.8
sync_2597	yes	2	PF00072.31;PF00486.35
sync_2598	yes	1	PF02504.21
sync_2599	yes	2	PF08541.17;PF08545.17
