Entry	Gene Names	Organism (ID)	Pfam	Protein names	Gene Names (ordered locus)
Q3AZ65	der engA Syncc9902_0644	316279	PF14714;PF01926;	GTPase Der (GTP-binding protein EngA)	Syncc9902_0644
Q3AZ92	rsmG Syncc9902_0617	316279	PF02527;	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	Syncc9902_0617
Q3AZA6	rpsT rps20 Syncc9902_0603	316279	PF01649;	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	Syncc9902_0603
Q3AZB4	rimP Syncc9902_0595	316279	PF02576;	Ribosome maturation factor RimP	Syncc9902_0595
Q3AZB7	infB Syncc9902_0592	316279	PF22042;PF00009;PF11987;PF04760;	Translation initiation factor IF-2	Syncc9902_0592
Q3AZF3	fabZ Syncc9902_0556	316279	PF07977;	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	Syncc9902_0556
Q3AZF6	purC Syncc9902_0553	316279	PF01259;	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	Syncc9902_0553
Q3AZG3	rplU rpl21 Syncc9902_0546	316279	PF00829;	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	Syncc9902_0546
Q3AZG4	rpmA rpl27 Syncc9902_0545	316279	PF01016;	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	Syncc9902_0545
Q3AZJ0	rpoZ Syncc9902_0519	316279	PF01192;	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	Syncc9902_0519
Q3AZK4	groES groS Syncc9902_0505	316279	PF00166;	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	Syncc9902_0505
Q3AZK6	atpC Syncc9902_0503	316279	PF00401;PF02823;	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	Syncc9902_0503
Q3AZM0	atpG atpC Syncc9902_0489	316279	PF00231;	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	Syncc9902_0489
Q3AZM2	atpH atpD Syncc9902_0487	316279	PF00213;	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	Syncc9902_0487
Q3AZM3	atpF Syncc9902_0486	316279	PF00430;	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	Syncc9902_0486
Q3AZM6	atpB atpI Syncc9902_0483	316279	PF00119;	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Syncc9902_0483
Q3AZN7	ccsB ccs1 Syncc9902_0472	316279	PF05140;	Cytochrome c biogenesis protein CcsB	Syncc9902_0472
Q3AZU8	def Syncc9902_0409	316279	PF01327;	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	Syncc9902_0409
Q3AZZ0	xseA Syncc9902_0367	316279	PF02601;PF13742;	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Syncc9902_0367
Q3AZZ9	psbU Syncc9902_0356	316279	PF06514;	Photosystem II extrinsic protein U (PSII-U) (PsbU) (Photosystem II 12 kDa extrinsic protein) (PS II complex 12 kDa extrinsic protein)	Syncc9902_0356
Q3B014	rbfA Syncc9902_0341	316279	PF02033;	Ribosome-binding factor A	Syncc9902_0341
Q3B043	tmk Syncc9902_0312	316279	PF02223;	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	Syncc9902_0312
Q3B045	ycf3 Syncc9902_0310	316279	PF13424;	Photosystem I assembly protein Ycf3	Syncc9902_0310
Q3B058	ndhM Syncc9902_0297	316279	PF10664;	NAD(P)H-quinone oxidoreductase subunit M (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M)	Syncc9902_0297
Q3B095	pyrE Syncc9902_0260	316279		Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	Syncc9902_0260
Q3B0A6	hisB Syncc9902_0247	316279	PF00475;	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	Syncc9902_0247
Q3B0C5	ycf48 Syncc9902_0228	316279	PF14870;	Photosystem II assembly lipoprotein Ycf48	Syncc9902_0228
Q3B0C8	psbL Syncc9902_0225	316279	PF02419;	Photosystem II reaction center protein L (PSII-L)	Syncc9902_0225
Q3B0C9	psbJ Syncc9902_0224	316279	PF01788;	Photosystem II reaction center protein J (PSII-J)	Syncc9902_0224
Q3B0D3	hisS Syncc9902_0220	316279	PF03129;PF13393;	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	Syncc9902_0220
Q3B0H7	rimM Syncc9902_0176	316279	PF24986;PF01782;	Ribosome maturation factor RimM	Syncc9902_0176
Q3B0I3	acpP Syncc9902_0170	316279	PF00550;	Acyl carrier protein (ACP)	Syncc9902_0170
Q3B0J2	smpB Syncc9902_0161	316279	PF01668;	SsrA-binding protein (Small protein B)	Syncc9902_0161
Q3B0L8	fluC1 crcB1 Syncc9902_0135	316279	PF02537;	Fluoride-specific ion channel FluC 1	Syncc9902_0135
Q3B0M2	infC Syncc9902_0131	316279	PF00707;PF05198;	Translation initiation factor IF-3	Syncc9902_0131
Q3B0Q0	ribH Syncc9902_0103	316279	PF00885;	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	Syncc9902_0103
Q3B0S2	mutS Syncc9902_0081	316279	PF01624;PF05188;PF05192;PF05190;PF00488;	DNA mismatch repair protein MutS	Syncc9902_0081
Q3B0U8	rpmI rpl35 Syncc9902_0055	316279	PF01632;	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	Syncc9902_0055
Q3B0U9	rplT rpl20 Syncc9902_0054	316279	PF00453;	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	Syncc9902_0054
Q3B0W2	cbiD Syncc9902_0041	316279	PF01888;	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	Syncc9902_0041
Q3B0X4	efp Syncc9902_0029	316279	PF01132;PF08207;PF09285;	Elongation factor P (EF-P)	Syncc9902_0029
Q3B0Y0	Syncc9902_0023	316279	PF02575;	Nucleoid-associated protein Syncc9902_0023	Syncc9902_0023
Q3B0Y4	grpE Syncc9902_0019	316279	PF01025;	Protein GrpE (HSP-70 cofactor)	Syncc9902_0019
Q3B0Z0	argH Syncc9902_0013	316279	PF14698;PF00206;	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	Syncc9902_0013
Q3AUX8	minE Syncc9902_1854	316279	PF03776;	Cell division topological specificity factor	Syncc9902_1854
Q3AW12	hrcA Syncc9902_2097	316279	PF01628;	Heat-inducible transcription repressor HrcA	Syncc9902_2097
Q3AW20	Syncc9902_2089	316279	PF02464;PF18146;PF00994;	CinA-like protein	Syncc9902_2089
Q3AWN7	Syncc9902_1708	316279	PF04461;	Nucleotide-binding protein Syncc9902_1708	Syncc9902_1708
Q3AWW6	Syncc9902_1589	316279	PF01809;	Putative membrane protein insertion efficiency factor	Syncc9902_1589
Q3AXF2	Syncc9902_1284	316279	PF02021;	UPF0102 protein Syncc9902_1284	Syncc9902_1284
Q3AXS1	Syncc9902_1151	316279	PF03699;	UPF0182 protein Syncc9902_1151	Syncc9902_1151
Q3AZG7	Syncc9902_0542	316279	PF20772;PF01709;	Probable transcriptional regulatory protein Syncc9902_0542	Syncc9902_0542
Q3B039	Syncc9902_0316 Syncc9902_1952a	316279	PF26132;	UPF0367 protein Syncc9902_0316	Syncc9902_0316
Q3B078	sfsA Syncc9902_0277	316279	PF03749;PF17746;	Sugar fermentation stimulation protein homolog	Syncc9902_0277
