old_locus_tag	protein_id
Syncc9902_1525	WP_011360301.1
Syncc9902_1526	WP_232179199.1
Syncc9902_1527	WP_011360303.1
Syncc9902_1528	WP_011360304.1
Syncc9902_1529	WP_011360305.1
Syncc9902_1530	WP_011360306.1
Syncc9902_1531	WP_011360307.1
Syncc9902_1532	WP_011360308.1
Syncc9902_1533	WP_041425474.1
Syncc9902_1534	WP_011360310.1
Syncc9902_1535	WP_011360311.1
Syncc9902_1536	WP_049749489.1
Syncc9902_1537	WP_011360313.1
Syncc9902_1538	WP_011360314.1
Syncc9902_1539	WP_011360315.1
Syncc9902_1540	WP_011360316.1
Syncc9902_1541	WP_011360317.1
Syncc9902_1542	WP_011360318.1
Syncc9902_1543	WP_232179201.1
Syncc9902_1544	WP_011360320.1
Syncc9902_1545	WP_011360321.1
Syncc9902_1546	WP_011360322.1
Syncc9902_1547	WP_011360323.1
Syncc9902_1548	WP_011360324.1
Syncc9902_1549	WP_011360325.1
Syncc9902_1550	WP_011360326.1
Syncc9902_1551	WP_011360327.1
Syncc9902_1552	WP_011360328.1
Syncc9902_1553	WP_041425122.1
Syncc9902_1554	WP_011360330.1
Syncc9902_1555	WP_011360331.1
Syncc9902_1556	WP_156771107.1
Syncc9902_1557	WP_232179202.1
Syncc9902_1558	WP_011360334.1
Syncc9902_1559	WP_011360335.1
Syncc9902_1560	WP_232179203.1
Syncc9902_1561	WP_011360337.1
Syncc9902_1562	WP_232179204.1
Syncc9902_1563	WP_011360339.1
Syncc9902_1564	WP_011360340.1
Syncc9902_1565	WP_011360341.1
Syncc9902_1566	WP_011360342.1
Syncc9902_1567	WP_011360343.1
Syncc9902_1568	WP_011360344.1
Syncc9902_1569	WP_011360345.1
Syncc9902_1570	WP_011360346.1
Syncc9902_1571	WP_011360347.1
Syncc9902_1572	WP_009789358.1
Syncc9902_1573	WP_011360348.1
Syncc9902_1574	WP_011360349.1
Syncc9902_1575	WP_011360350.1
Syncc9902_1576	WP_049749446.1
Syncc9902_1577	WP_011360352.1
Syncc9902_1578	WP_011360353.1
Syncc9902_1579	WP_011360354.1
Syncc9902_1580	WP_011360355.1
Syncc9902_1581	WP_011360356.1
Syncc9902_1582	WP_011360357.1
Syncc9902_1583	WP_011360358.1
Syncc9902_1584	WP_011360359.1
Syncc9902_1585	WP_011360360.1
Syncc9902_1586	WP_049749490.1
Syncc9902_1587	WP_011360362.1
Syncc9902_1588	WP_011360363.1
Syncc9902_1589	WP_041425480.1
Syncc9902_1590	WP_009789340.1
Syncc9902_1591	WP_011360365.1
Syncc9902_1592	WP_011360366.1
Syncc9902_1593	WP_011360367.1
Syncc9902_1594	WP_041425132.1
Syncc9902_1595	WP_011360369.1
Syncc9902_1596	WP_011360370.1
Syncc9902_1597	WP_041425484.1
Syncc9902_1599	WP_011360373.1
Syncc9902_1600	WP_232179205.1
Syncc9902_1601	WP_011360375.1
Syncc9902_1602	WP_011360376.1
Syncc9902_1603	WP_011360377.1
Syncc9902_1604	WP_041425138.1
Syncc9902_1605	WP_011360379.1
Syncc9902_1606	WP_011360380.1
Syncc9902_1607	WP_011360381.1
Syncc9902_1608	WP_011360382.1
Syncc9902_1609	WP_009789303.1
Syncc9902_1610	WP_011360383.1
Syncc9902_1611	WP_011360384.1
Syncc9902_1612	WP_011360385.1
Syncc9902_1613	WP_006853347.1
Syncc9902_1614	WP_009789299.1
Syncc9902_1615	WP_006169870.1
Syncc9902_1616	WP_011360386.1
Syncc9902_1617	WP_011360387.1
Syncc9902_1618	WP_011360388.1
Syncc9902_1619	WP_037988787.1
Syncc9902_1620	WP_011360389.1
Syncc9902_1621	WP_041425143.1
Syncc9902_1622	WP_198001733.1
Syncc9902_1623	WP_011360392.1
Syncc9902_1624	WP_011360393.1
Syncc9902_1625	WP_009789291.1
Syncc9902_1626	WP_011360395.1
Syncc9902_1627	WP_011360396.1
Syncc9902_1628	WP_232179206.1
Syncc9902_1629	WP_011360398.1
Syncc9902_1630	WP_011360399.1
Syncc9902_1631	WP_011360400.1
Syncc9902_1632	WP_011360401.1
Syncc9902_1633	WP_011360402.1
Syncc9902_1634	WP_011360403.1
Syncc9902_1635	WP_011360404.1
Syncc9902_1636	WP_011360405.1
Syncc9902_1637	WP_011360406.1
Syncc9902_1638	WP_011360407.1
Syncc9902_1639	WP_011360408.1
Syncc9902_1640	WP_011360409.1
Syncc9902_1641	WP_011360410.1
Syncc9902_1642	WP_011360411.1
Syncc9902_1643	WP_011360412.1
Syncc9902_1644	WP_011360413.1
Syncc9902_1645	WP_011360414.1
Syncc9902_1646	WP_011360415.1
Syncc9902_1647	WP_011360416.1
Syncc9902_1648	WP_011360417.1
Syncc9902_1649	WP_011360418.1
Syncc9902_1650	WP_011360419.1
Syncc9902_1651	WP_011360420.1
Syncc9902_1652	WP_011360421.1
Syncc9902_1653	WP_011360422.1
Syncc9902_1654	WP_011360423.1
Syncc9902_1655	WP_011360424.1
Syncc9902_1656	WP_011360425.1
Syncc9902_1657	WP_011360426.1
Syncc9902_1658	WP_011360427.1
Syncc9902_1659	WP_011360428.1
Syncc9902_1660	WP_011360429.1
Syncc9902_1661	WP_011360430.1
Syncc9902_1662	WP_041425496.1
Syncc9902_1663	WP_011360432.1
Syncc9902_1664	WP_011360433.1
Syncc9902_1665	WP_011360434.1
Syncc9902_1666	WP_011360435.1
Syncc9902_1667	WP_011360436.1
Syncc9902_1668	WP_011360437.1
Syncc9902_1669	WP_011360438.1
Syncc9902_1670	WP_011360439.1
Syncc9902_1671	WP_011360440.1
Syncc9902_1672	WP_041425500.1
Syncc9902_1673	WP_011360442.1
Syncc9902_1674	WP_011360443.1
Syncc9902_1675	WP_011360444.1
Syncc9902_1676	WP_011360445.1
Syncc9902_1677	WP_041425502.1
Syncc9902_1678	WP_011360447.1
Syncc9902_1679	WP_011360448.1
Syncc9902_1680	WP_011360449.1
Syncc9902_1681	WP_011360450.1
Syncc9902_1682	WP_232179208.1
Syncc9902_1683	WP_011360452.1
Syncc9902_1684	WP_011360453.1
Syncc9902_1685	WP_011360454.1
Syncc9902_1686	WP_011360455.1
Syncc9902_1687	WP_011360456.1
Syncc9902_1688	WP_011360457.1
Syncc9902_1689	WP_041425504.1
Syncc9902_1690	WP_011360459.1
Syncc9902_1691	WP_006169860.1
Syncc9902_1692	WP_011360460.1
Syncc9902_1693	WP_011360461.1
Syncc9902_1694	WP_011360462.1
Syncc9902_1695	WP_011360463.1
Syncc9902_1696	WP_011360464.1
Syncc9902_1697	WP_011360465.1
Syncc9902_1698	WP_011360466.1
Syncc9902_1699	WP_011360467.1
Syncc9902_1700	WP_011360468.1
Syncc9902_1701	WP_011360469.1
Syncc9902_1702	WP_011360470.1
Syncc9902_1703	WP_011360471.1
Syncc9902_1704	WP_011360472.1
Syncc9902_1705	WP_011360473.1
Syncc9902_1706	WP_156771192.1
Syncc9902_1707	WP_011360475.1
Syncc9902_1708	WP_011360476.1
Syncc9902_1709	WP_011360477.1
Syncc9902_1710	WP_009789206.1
Syncc9902_1711	WP_011360478.1
Syncc9902_1712	WP_156771114.1
Syncc9902_1713	WP_011360480.1
Syncc9902_1714	WP_041425155.1
Syncc9902_1715	WP_011360482.1
Syncc9902_1716	WP_011360483.1
Syncc9902_1717	WP_006043540.1
Syncc9902_1719	WP_011360485.1
Syncc9902_1720	WP_011360486.1
Syncc9902_1721	WP_041425508.1
Syncc9902_1722	WP_232179209.1
Syncc9902_1723	WP_011360489.1
Syncc9902_1726	WP_011360491.1
Syncc9902_1727	WP_011360492.1
Syncc9902_1728	WP_011360493.1
Syncc9902_1729	WP_009789189.1
Syncc9902_1730	WP_041425511.1
Syncc9902_1731	WP_041425161.1
Syncc9902_1732	WP_041425513.1
Syncc9902_1733	WP_011360497.1
Syncc9902_1734	WP_011360498.1
Syncc9902_1735	WP_011360499.1
Syncc9902_1736	WP_011360500.1
Syncc9902_1737	WP_011360501.1
Syncc9902_1738	WP_011360502.1
Syncc9902_1739	WP_041425166.1
Syncc9902_1740	WP_011360504.1
Syncc9902_1741	WP_011360505.1
Syncc9902_1742	WP_011360506.1
Syncc9902_1743	WP_011360507.1
Syncc9902_1744	WP_011360508.1
Syncc9902_1745	WP_011360509.1
Syncc9902_1746	WP_011360510.1
Syncc9902_1747	WP_011360511.1
Syncc9902_1748	WP_011360512.1
Syncc9902_1749	WP_011360513.1
Syncc9902_1750	WP_011360514.1
Syncc9902_1751	WP_011360515.1
Syncc9902_1752	WP_011360516.1
Syncc9902_1753	WP_041425170.1
Syncc9902_1754	WP_011360518.1
Syncc9902_1755	WP_011360519.1
Syncc9902_1756	WP_011360520.1
Syncc9902_1757	WP_011360521.1
Syncc9902_1758	WP_011360522.1
Syncc9902_1759	WP_011360523.1
Syncc9902_1760	WP_011360524.1
Syncc9902_1761	WP_011360525.1
Syncc9902_1762	WP_041425171.1
Syncc9902_1763	WP_011360527.1
Syncc9902_1764	WP_011360528.1
Syncc9902_1765	WP_011360529.1
Syncc9902_1766	WP_011360530.1
Syncc9902_1767	WP_011360531.1
Syncc9902_1768	WP_156771115.1
Syncc9902_1769	WP_041425172.1
Syncc9902_1770	WP_011360534.1
Syncc9902_1771	WP_011360535.1
Syncc9902_1772	WP_041425173.1
Syncc9902_1773	WP_041425517.1
Syncc9902_1774	WP_011360538.1
Syncc9902_1775	WP_041425174.1
Syncc9902_1776	WP_011360540.1
Syncc9902_1777	WP_011360541.1
Syncc9902_1778	WP_041425175.1
Syncc9902_1779	WP_011360543.1
Syncc9902_1780	WP_041425176.1
Syncc9902_1781	WP_011360545.1
Syncc9902_1782	WP_011360546.1
Syncc9902_1783	WP_011360547.1
Syncc9902_1784	WP_011360548.1
Syncc9902_1785	WP_011360549.1
Syncc9902_1786	WP_009789136.1
Syncc9902_1787	WP_011360550.1
Syncc9902_1788	WP_011360551.1
Syncc9902_1789	WP_011360552.1
Syncc9902_1790	WP_011360553.1
Syncc9902_1791	WP_011360554.1
Syncc9902_1792	WP_011360555.1
Syncc9902_1793	WP_011360556.1
Syncc9902_1794	WP_011360557.1
Syncc9902_1795	WP_011360558.1
Syncc9902_1796	WP_041425177.1
Syncc9902_1797	WP_041425519.1
Syncc9902_1798	WP_011360561.1
Syncc9902_1799	WP_011360562.1
Syncc9902_1800	WP_011360563.1
Syncc9902_1802	WP_011360565.1
Syncc9902_1803	WP_041425521.1
Syncc9902_1805	WP_369776185.1
Syncc9902_1806	WP_041425523.1
Syncc9902_1807	WP_011360570.1
Syncc9902_1808	WP_011360571.1
Syncc9902_1809	WP_232179211.1
Syncc9902_1810	WP_011360573.1
Syncc9902_1811	WP_011360574.1
Syncc9902_1812	WP_011360575.1
Syncc9902_1813	WP_011360576.1
Syncc9902_1814	WP_009788850.1
Syncc9902_1815	WP_011360577.1
Syncc9902_1816	WP_011360578.1
Syncc9902_1817	WP_009788850.1
Syncc9902_1818	WP_011360579.1
Syncc9902_1819	WP_011360580.1
Syncc9902_1820	WP_041425529.1
Syncc9902_1821	WP_011360582.1
Syncc9902_1822	WP_011360583.1
Syncc9902_1823	WP_011360584.1
Syncc9902_1824	WP_011360585.1
Syncc9902_1825	WP_011360586.1
Syncc9902_1826	WP_011360587.1
Syncc9902_1827	WP_041425532.1
Syncc9902_1828	WP_011360589.1
Syncc9902_1829	WP_011360590.1
Syncc9902_1830	WP_011360591.1
Syncc9902_1831	WP_011360592.1
Syncc9902_1832	WP_011360593.1
Syncc9902_1833	WP_011360594.1
Syncc9902_1834	WP_011360595.1
Syncc9902_1835	WP_011360596.1
Syncc9902_1836	WP_011360597.1
Syncc9902_1837	WP_011360598.1
Syncc9902_1838	WP_369776186.1
Syncc9902_1839	WP_011360600.1
Syncc9902_1840	WP_011360601.1
Syncc9902_1841	WP_369776187.1
Syncc9902_1842	WP_011360603.1
Syncc9902_1843	WP_011360604.1
Syncc9902_1844	WP_011360605.1
Syncc9902_1845	WP_011360606.1
Syncc9902_1846	WP_011360607.1
Syncc9902_1847	WP_011360608.1
Syncc9902_1848	WP_011360609.1
Syncc9902_1849	WP_009789041.1
Syncc9902_1850	WP_011360610.1
Syncc9902_1851	WP_011360611.1
Syncc9902_1852	WP_011360612.1
Syncc9902_1853	WP_011360613.1
Syncc9902_1854	WP_011360614.1
Syncc9902_1855	WP_011360615.1
Syncc9902_1856	WP_011360616.1
Syncc9902_1857	WP_011360617.1
Syncc9902_1858	WP_011360618.1
Syncc9902_1859	WP_011360619.1
Syncc9902_1860	WP_011360620.1
Syncc9902_1861	WP_011360621.1
Syncc9902_1862	WP_009789028.1
Syncc9902_1863	WP_041425536.1
Syncc9902_1864	WP_011360623.1
Syncc9902_1865	WP_011360624.1
Syncc9902_1866	WP_011360625.1
Syncc9902_1867	WP_011360626.1
Syncc9902_1868	WP_011360627.1
Syncc9902_1869	WP_011360628.1
Syncc9902_1870	WP_011360629.1
Syncc9902_1871	WP_011360630.1
Syncc9902_1872	WP_011360631.1
Syncc9902_1873	WP_232179213.1
Syncc9902_1876	WP_011360635.1
Syncc9902_1877	WP_011360636.1
Syncc9902_1878	WP_011360637.1
Syncc9902_1879	WP_011360638.1
Syncc9902_1880	WP_011360639.1
Syncc9902_1881	WP_011360640.1
Syncc9902_1882	WP_011360641.1
Syncc9902_1883	WP_011360642.1
Syncc9902_1884	WP_011360643.1
Syncc9902_1885	WP_011360644.1
Syncc9902_1886	WP_011360645.1
Syncc9902_1887	WP_011360646.1
Syncc9902_1888	WP_011360647.1
Syncc9902_1889	WP_011360648.1
Syncc9902_1890	WP_041425183.1
Syncc9902_1891	WP_011360650.1
Syncc9902_1892	WP_011360651.1
Syncc9902_1893	WP_011360652.1
Syncc9902_1894	WP_011360653.1
Syncc9902_1895	WP_011360654.1
Syncc9902_1896	WP_011360655.1
Syncc9902_1897	WP_011360656.1
Syncc9902_1898	WP_232179215.1
Syncc9902_1899	WP_011360658.1
Syncc9902_1900	WP_011360659.1
Syncc9902_1901	WP_011360660.1
Syncc9902_1902	WP_011360661.1
Syncc9902_1903	WP_011360662.1
Syncc9902_1904	WP_011360663.1
Syncc9902_1905	WP_011360664.1
Syncc9902_1906	WP_011360665.1
Syncc9902_1907	WP_011360666.1
Syncc9902_1908	WP_011360667.1
Syncc9902_1909	WP_011360668.1
Syncc9902_1910	WP_011360669.1
Syncc9902_1911	WP_011360670.1
Syncc9902_1912	WP_011360671.1
Syncc9902_1913	WP_011360672.1
Syncc9902_1914	WP_232179300.1
Syncc9902_1915	WP_041425540.1
Syncc9902_1916	WP_011360675.1
Syncc9902_1917	WP_011360676.1
Syncc9902_1918	WP_011360677.1
Syncc9902_1919	WP_011360678.1
Syncc9902_1920	WP_011360679.1
Syncc9902_1921	WP_011360680.1
Syncc9902_1922	WP_011360681.1
Syncc9902_1923	WP_232179216.1
Syncc9902_1924	WP_011360683.1
Syncc9902_1925	WP_011360684.1
Syncc9902_1926	WP_011360685.1
Syncc9902_1927	WP_011360686.1
Syncc9902_1928	WP_011360687.1
Syncc9902_1929	WP_011360688.1
Syncc9902_1930	WP_011360689.1
Syncc9902_1931	WP_011360690.1
Syncc9902_1932	WP_011360691.1
Syncc9902_1933	WP_011360692.1
Syncc9902_1934	WP_011360693.1
Syncc9902_1935	WP_071818416.1
Syncc9902_1936	WP_011360695.1
Syncc9902_1937	WP_011360696.1
Syncc9902_1938	WP_011360697.1
Syncc9902_1939	WP_011360698.1
Syncc9902_1940	WP_011360699.1
Syncc9902_1941	WP_232179217.1
Syncc9902_1942	WP_011360701.1
Syncc9902_1943	WP_011360702.1
Syncc9902_1944	WP_041425186.1
Syncc9902_1945	WP_011360704.1
Syncc9902_1946	WP_011360705.1
Syncc9902_1947	WP_011360706.1
Syncc9902_1948	WP_011360707.1
Syncc9902_1949	WP_011360708.1
Syncc9902_1950	WP_011360709.1
Syncc9902_1951	WP_011360710.1
Syncc9902_1952	WP_011360711.1
Syncc9902_1952a	WP_011359146.1
Syncc9902_1953	WP_041425548.1
Syncc9902_1955	WP_011360714.1
Syncc9902_1956	WP_011360715.1
Syncc9902_1957	WP_009788932.1
Syncc9902_1958	WP_011360716.1
Syncc9902_1959	WP_009788930.1
Syncc9902_1960	WP_011360717.1
Syncc9902_1961	WP_011360718.1
Syncc9902_1962	WP_011360719.1
Syncc9902_1963	WP_011360720.1
Syncc9902_1964	WP_006169854.1
Syncc9902_1965	WP_006169852.1
Syncc9902_1966	WP_006169851.1
Syncc9902_1967	WP_011360721.1
Syncc9902_1968	WP_011360722.1
Syncc9902_1969	WP_011360723.1
Syncc9902_1970	WP_011360724.1
Syncc9902_1971	WP_011360725.1
Syncc9902_1972	WP_011360726.1
Syncc9902_1973	WP_011360727.1
Syncc9902_1974	WP_011360728.1
Syncc9902_1975	WP_006173336.1
Syncc9902_1976	WP_011360729.1
Syncc9902_1977	WP_011360730.1
Syncc9902_1978	WP_011360731.1
Syncc9902_1979	WP_009788913.1
Syncc9902_1980	WP_011360732.1
Syncc9902_1981	WP_011360733.1
Syncc9902_1982	WP_009788910.1
Syncc9902_1983	WP_011360734.1
Syncc9902_1984	WP_011360735.1
Syncc9902_1985	WP_041425187.1
Syncc9902_1986	WP_011360737.1
Syncc9902_1987	WP_011360738.1
Syncc9902_1988	WP_011360739.1
Syncc9902_1989	WP_011360740.1
Syncc9902_1990	WP_011360741.1
Syncc9902_1991	WP_009788901.1
Syncc9902_1992	WP_009788900.1
Syncc9902_1993	WP_011360742.1
Syncc9902_1994	WP_011360743.1
Syncc9902_1995	WP_011360744.1
Syncc9902_1996	WP_041425188.1
Syncc9902_1997	WP_232179218.1
Syncc9902_1998	WP_011360747.1
Syncc9902_1999	WP_011360748.1
Syncc9902_2000	WP_083756844.1
Syncc9902_2001	WP_011360750.1
Syncc9902_2002	WP_041425192.1
Syncc9902_2003	WP_011360752.1
Syncc9902_2004	WP_071818417.1
Syncc9902_2005	WP_011360754.1
Syncc9902_2006	WP_011360755.1
Syncc9902_2007	WP_011360756.1
Syncc9902_2009	WP_156771124.1
Syncc9902_2010	WP_037988725.1
Syncc9902_2011	WP_232179220.1
Syncc9902_2012	WP_011360761.1
Syncc9902_2013	WP_011360762.1
Syncc9902_2014	WP_041425196.1
Syncc9902_2015	WP_011360764.1
Syncc9902_2016	WP_041425197.1
Syncc9902_2017	WP_041425551.1
Syncc9902_2018	WP_041425198.1
Syncc9902_2019	WP_011360768.1
Syncc9902_2020	WP_009788869.1
Syncc9902_2021	WP_011360769.1
Syncc9902_2022	WP_011360770.1
Syncc9902_2023	WP_009788866.1
Syncc9902_2024	WP_041425199.1
Syncc9902_2025	WP_011360772.1
Syncc9902_2026	WP_011360773.1
Syncc9902_2027	WP_041425200.1
Syncc9902_2028	WP_011360775.1
Syncc9902_2029	WP_011360776.1
Syncc9902_2030	WP_011360777.1
Syncc9902_2031	WP_011360778.1
Syncc9902_2032	WP_011360779.1
Syncc9902_2033	WP_011360780.1
Syncc9902_2034	WP_011360781.1
Syncc9902_2035	WP_041425201.1
Syncc9902_2036	WP_009788850.1
Syncc9902_2037	WP_011360783.1
Syncc9902_2038	WP_011360784.1
Syncc9902_2039	WP_011360785.1
Syncc9902_2040	WP_011360786.1
Syncc9902_2041	WP_011360787.1
Syncc9902_2042	WP_232179221.1
Syncc9902_2043	WP_011360789.1
Syncc9902_2044	WP_011360790.1
Syncc9902_2045	WP_011360791.1
Syncc9902_2046	WP_156771206.1
Syncc9902_2047	WP_049749493.1
Syncc9902_2048	WP_006850779.1
Syncc9902_2049	WP_011360794.1
Syncc9902_2050	WP_011360795.1
Syncc9902_2051	WP_011360796.1
Syncc9902_2052	WP_011360797.1
Syncc9902_2053	WP_156771126.1
Syncc9902_2054	WP_011360799.1
Syncc9902_2055	WP_011360800.1
Syncc9902_2056	WP_011360801.1
Syncc9902_2057	WP_011360802.1
Syncc9902_2058	WP_041425558.1
Syncc9902_2059	WP_011360804.1
Syncc9902_2060	WP_011360805.1
Syncc9902_2061	WP_011360806.1
Syncc9902_2062	WP_011360807.1
Syncc9902_2063	WP_011360808.1
Syncc9902_2064	WP_011360809.1
Syncc9902_2065	WP_011360810.1
Syncc9902_2066	WP_011360811.1
Syncc9902_2067	WP_011360812.1
Syncc9902_2068	WP_011360813.1
Syncc9902_2069	WP_011360814.1
Syncc9902_2070	WP_011360815.1
Syncc9902_2071	WP_011360816.1
Syncc9902_2072	WP_011360817.1
Syncc9902_2073	WP_011360818.1
Syncc9902_2074	WP_011360819.1
Syncc9902_2075	WP_041425204.1
Syncc9902_2076	WP_011360821.1
Syncc9902_2077	WP_011360822.1
Syncc9902_2078	WP_009788807.1
Syncc9902_2079	WP_041425205.1
Syncc9902_2080	WP_011360824.1
Syncc9902_2081	WP_006849996.1
Syncc9902_2082	WP_011360825.1
Syncc9902_2083	WP_011360826.1
Syncc9902_2084	WP_006042333.1
Syncc9902_2085	WP_011360827.1
Syncc9902_2086	WP_011360828.1
Syncc9902_2087	WP_011360829.1
Syncc9902_2088	WP_011360830.1
Syncc9902_2089	WP_011360831.1
Syncc9902_2090	WP_041425561.1
Syncc9902_2091	WP_011360833.1
Syncc9902_2092	WP_011360834.1
Syncc9902_2093	WP_011360835.1
Syncc9902_2094	WP_011360836.1
Syncc9902_2095	WP_011360837.1
Syncc9902_2096	WP_011360838.1
Syncc9902_2097	WP_011360839.1
Syncc9902_2098	WP_011360840.1
Syncc9902_2099	WP_041425563.1
Syncc9902_2100	WP_041425207.1
Syncc9902_2101	WP_011360843.1
Syncc9902_2102	WP_011360844.1
Syncc9902_2103	WP_011360845.1
Syncc9902_2104	WP_011360846.1
Syncc9902_2105	WP_011360847.1
Syncc9902_2106	WP_011360848.1
Syncc9902_2107	WP_011360849.1
Syncc9902_2108	WP_011360850.1
Syncc9902_2109	WP_011360851.1
Syncc9902_2110	WP_011360852.1
Syncc9902_2111	WP_011360853.1
Syncc9902_2112	WP_011360854.1
Syncc9902_2113	WP_011360855.1
Syncc9902_2114	WP_011360856.1
Syncc9902_2115	WP_011360857.1
Syncc9902_2116	WP_011360858.1
Syncc9902_2117	WP_011360859.1
Syncc9902_2118	WP_011360860.1
Syncc9902_2119	WP_011360861.1
Syncc9902_2120	WP_011360862.1
Syncc9902_2121	WP_011360863.1
Syncc9902_2122	WP_011360864.1
Syncc9902_2124	WP_156771127.1
Syncc9902_2125	WP_009788763.1
Syncc9902_2126	WP_011360866.1
Syncc9902_2127	WP_011360867.1
Syncc9902_2128	WP_011360868.1
Syncc9902_2129	WP_011360869.1
Syncc9902_2130	WP_049749457.1
Syncc9902_2131	WP_011360871.1
Syncc9902_2132	WP_011360872.1
Syncc9902_2133	WP_011360873.1
Syncc9902_2134	WP_011360874.1
Syncc9902_2135	WP_011360875.1
Syncc9902_2136	WP_011360876.1
Syncc9902_2137	WP_011360877.1
Syncc9902_2138	WP_011360878.1
Syncc9902_2139	WP_011360879.1
Syncc9902_2140	WP_011360880.1
Syncc9902_2141	WP_011360881.1
Syncc9902_2142	WP_011360882.1
Syncc9902_2143	WP_011360883.1
Syncc9902_2144	WP_011360884.1
Syncc9902_2145	WP_011360885.1
Syncc9902_2146	WP_011360886.1
Syncc9902_2147	WP_011360887.1
Syncc9902_2148	WP_011360888.1
Syncc9902_2150	WP_011360890.1
Syncc9902_2151	WP_011360891.1
Syncc9902_2152	WP_198001740.1
Syncc9902_2153	WP_011360893.1
Syncc9902_2154	WP_011360894.1
Syncc9902_2155	WP_011360895.1
Syncc9902_2156	WP_009788713.1
Syncc9902_2157	WP_011360896.1
Syncc9902_2158	WP_041425574.1
Syncc9902_2159	WP_011360898.1
Syncc9902_2160	WP_011360899.1
Syncc9902_2161	WP_011360900.1
Syncc9902_2162	WP_011360901.1
Syncc9902_2163	WP_011360902.1
Syncc9902_2164	WP_232179225.1
Syncc9902_2165	WP_011360904.1
Syncc9902_2166	WP_011360905.1
Syncc9902_2167	WP_011360906.1
Syncc9902_2168	WP_011360907.1
Syncc9902_2169	WP_011360908.1
Syncc9902_2170	WP_011360909.1
Syncc9902_2171	WP_009788698.1
Syncc9902_2172	WP_083756838.1
Syncc9902_2173	WP_041425582.1
Syncc9902_2174	WP_011360912.1
Syncc9902_2175	WP_011360913.1
Syncc9902_2176	WP_011360914.1
Syncc9902_2177	WP_011360915.1
Syncc9902_2178	WP_011360916.1
Syncc9902_2179	WP_041425584.1
Syncc9902_2180	WP_011360918.1
Syncc9902_2181	WP_156771129.1
Syncc9902_2182	WP_156771130.1
Syncc9902_2183	WP_011360921.1
Syncc9902_2184	WP_041425218.1
Syncc9902_2185	WP_011360923.1
Syncc9902_2186	WP_009788685.1
Syncc9902_2187	WP_011360924.1
Syncc9902_2188	WP_011360925.1
Syncc9902_2189	WP_009788682.1
Syncc9902_2190	WP_198001782.1
Syncc9902_2191	WP_011360927.1
Syncc9902_2192	WP_011360928.1
Syncc9902_2193	WP_011360929.1
Syncc9902_2194	WP_011360930.1
Syncc9902_2195	WP_011360931.1
Syncc9902_2196	WP_011360932.1
Syncc9902_2197	WP_011360933.1
Syncc9902_2198	WP_232179226.1
Syncc9902_2199	WP_011360935.1
Syncc9902_2200	WP_011360936.1
Syncc9902_2201	WP_011360937.1
Syncc9902_2202	WP_011360938.1
Syncc9902_2203	WP_011360939.1
Syncc9902_2204	WP_011360940.1
Syncc9902_2205	WP_011360941.1
Syncc9902_2206	WP_011360942.1
Syncc9902_2207	WP_011360943.1
Syncc9902_2208	WP_011360944.1
Syncc9902_2209	WP_011360945.1
Syncc9902_2210	WP_011360946.1
Syncc9902_2211	WP_041425588.1
Syncc9902_2212	WP_011360948.1
Syncc9902_2213	WP_041425590.1
Syncc9902_2214	WP_011360950.1
Syncc9902_2215	WP_011360951.1
Syncc9902_2216	WP_011360952.1
Syncc9902_2217	WP_011360953.1
Syncc9902_2218	WP_006173546.1
Syncc9902_2219	WP_011360955.1
Syncc9902_2220	WP_011360956.1
Syncc9902_2221	WP_011360957.1
Syncc9902_2222	WP_009788649.1
Syncc9902_2223	WP_041425225.1
Syncc9902_2224	WP_041425227.1
Syncc9902_2226	WP_011360961.1
Syncc9902_2227	WP_011360962.1
Syncc9902_2228	WP_011360963.1
Syncc9902_2229	WP_011360964.1
Syncc9902_2230	WP_011360965.1
Syncc9902_2232	WP_011360967.1
Syncc9902_2233	WP_011360968.1
Syncc9902_2234	WP_011360969.1
Syncc9902_2235	WP_011360970.1
Syncc9902_2236	WP_011360971.1
Syncc9902_2237	WP_011360972.1
Syncc9902_2238	WP_011360973.1
Syncc9902_2239	WP_011360974.1
Syncc9902_2240	WP_011360975.1
Syncc9902_2241	WP_011360976.1
Syncc9902_2242	WP_011360977.1
Syncc9902_2243	WP_011360978.1
Syncc9902_2244	WP_011360979.1
Syncc9902_2245	WP_011360980.1
Syncc9902_2246	WP_011360981.1
Syncc9902_2247	WP_011360982.1
Syncc9902_2248	WP_011360983.1
Syncc9902_2249	WP_011360984.1
Syncc9902_2250	WP_011360985.1
Syncc9902_2251	WP_011360986.1
Syncc9902_2252	WP_011360987.1
Syncc9902_2253	WP_011360988.1
Syncc9902_2254	WP_041425232.1
Syncc9902_2255	WP_009788618.1
Syncc9902_2256	WP_011360990.1
Syncc9902_2257	WP_011360991.1
Syncc9902_2258	WP_011360992.1
Syncc9902_2259	WP_232179228.1
Syncc9902_2260	WP_011360994.1
Syncc9902_2261	WP_041425233.1
Syncc9902_2263	WP_011360997.1
Syncc9902_2264	WP_011360998.1
Syncc9902_2265	WP_011360999.1
Syncc9902_2266	WP_011361000.1
Syncc9902_2267	WP_011361001.1
Syncc9902_2268	WP_011361002.1
Syncc9902_2269	WP_011361003.1
Syncc9902_2270	WP_071818442.1
Syncc9902_2271	WP_011361005.1
Syncc9902_2272	WP_011361006.1
Syncc9902_2273	WP_041425594.1
Syncc9902_2274	WP_011361008.1
