locus_tag	has_pfam	n_pfam_domains	pfam_domains
Syncc9902_1248	yes	3	PF00535.33;PF10111.15;PF13641.13
Syncc9902_1249	no	0	
Syncc9902_1250	yes	1	PF00005.34
Syncc9902_1251	yes	1	PF02687.28
Syncc9902_1252	no	0	
Syncc9902_1253	yes	1	PF05996.18
Syncc9902_1254	yes	2	PF00675.26;PF05193.27
Syncc9902_1255	yes	1	PF05193.27
Syncc9902_1256	yes	1	PF11347.15
Syncc9902_1257	yes	1	PF02632.20
Syncc9902_1258	yes	1	PF01252.24
Syncc9902_1259	yes	4	PF00498.32;PF00905.28;PF00912.29;PF16697.11
Syncc9902_1260	yes	3	PF01926.30;PF02421.25;PF05128.18
Syncc9902_1261	yes	1	PF00282.26
Syncc9902_1262	yes	2	PF00383.30;PF14437.13
Syncc9902_1263	yes	1	PF00266.26
Syncc9902_1264	yes	1	PF00502.26
Syncc9902_1265	yes	2	PF00120.30;PF03951.25
Syncc9902_1266	yes	5	PF01209.25;PF08241.19;PF08242.19;PF13649.13;PF13847.13
Syncc9902_1267	no	0	
Syncc9902_1268	no	0	
Syncc9902_1269	yes	1	PF20035.5
Syncc9902_1270	yes	1	PF13581.13
Syncc9902_1271	yes	1	PF05419.18
Syncc9902_1272	yes	2	PF00581.26;PF26341.1
Syncc9902_1273	yes	1	PF03912.20
Syncc9902_1274	yes	1	PF01594.23
Syncc9902_1275	yes	1	PF01594.23
Syncc9902_1276	no	0	
Syncc9902_1277	no	0	
Syncc9902_1278	yes	1	PF02355.23
Syncc9902_1279	yes	4	PF02355.23;PF03176.22;PF21760.4;PF22599.3
Syncc9902_1280	yes	2	PF02779.30;PF02780.26
Syncc9902_1281	yes	1	PF11282.14
Syncc9902_1282	yes	1	PF00288.33
Syncc9902_1283	yes	1	PF00398.27
Syncc9902_1284	yes	1	PF02021.24
Syncc9902_1285	yes	1	PF00805.29
Syncc9902_1286	no	0	
Syncc9902_1287	yes	1	PF02590.23
Syncc9902_1288	no	0	
Syncc9902_1289	no	0	
Syncc9902_1290	no	0	
Syncc9902_1291	yes	1	PF00717.29
Syncc9902_1292	yes	3	PF00817.26;PF11799.14;PF13438.12
Syncc9902_1293	no	0	
Syncc9902_1294	no	0	
Syncc9902_1295	yes	6	PF01751.29;PF01807.26;PF08275.18;PF10410.15;PF13155.13;PF13662.13
Syncc9902_1296	yes	1	PF00892.27
Syncc9902_1297	no	0	
Syncc9902_1298	yes	2	PF01330.28;PF14520.13
Syncc9902_1299	yes	1	PF00312.28
Syncc9902_1300	yes	1	PF11947.14
Syncc9902_1301	yes	5	PF01336.32;PF02811.27;PF07733.19;PF14579.13;PF17657.7
Syncc9902_1302	yes	1	PF01425.27
Syncc9902_1303	yes	1	PF08846.16
Syncc9902_1304	yes	2	PF00588.25;PF08032.18
Syncc9902_1305	yes	1	PF00636.32
Syncc9902_1306	yes	2	PF01740.27;PF13466.13
Syncc9902_1307	yes	2	PF00117.35;PF00988.29
Syncc9902_1308	yes	2	PF00591.28;PF02885.23
Syncc9902_1309	yes	2	PF00005.34;PF00664.29
Syncc9902_1310	no	0	
Syncc9902_1311	yes	1	PF01625.29
Syncc9902_1312	no	0	
Syncc9902_1313	yes	1	PF12849.13
Syncc9902_1314	no	0	
Syncc9902_1315	yes	1	PF00929.32
Syncc9902_1316	yes	2	PF00578.28;PF08534.17
Syncc9902_1317	yes	1	PF07082.18
Syncc9902_1318	yes	3	PF00501.35;PF13193.13;PF16177.12
Syncc9902_1319	yes	2	PF00702.33;PF13419.13
Syncc9902_1320	yes	1	PF00348.23
Syncc9902_1321	yes	1	PF01177.28
Syncc9902_1322	yes	1	PF01520.24
Syncc9902_1323	yes	1	PF00795.28
Syncc9902_1324	yes	1	PF04029.20
Syncc9902_1325	yes	3	PF01977.23;PF20695.3;PF20696.3
Syncc9902_1326	yes	1	PF00275.26
Syncc9902_1327	yes	1	PF05430.18
Syncc9902_1328	yes	3	PF00132.31;PF00483.30;PF12804.14
Syncc9902_1329	yes	2	PF02875.27;PF08245.19
Syncc9902_1330	no	0	
Syncc9902_1331	yes	5	PF00534.27;PF08323.18;PF13439.13;PF13579.13;PF13692.13
Syncc9902_1332	yes	1	PF03734.20
Syncc9902_1333	yes	2	PF00378.26;PF16113.11
Syncc9902_1334	yes	2	PF02775.27;PF02776.24
Syncc9902_1335	yes	1	PF10502.15
Syncc9902_1336	yes	1	PF05542.17
Syncc9902_1337	yes	1	PF04452.20
Syncc9902_1338	yes	1	PF14234.12
Syncc9902_1339	yes	3	PF00195.26;PF02797.22;PF08392.19
Syncc9902_1340	yes	1	PF01494.26
Syncc9902_1341	yes	3	PF08241.19;PF08242.19;PF13649.13
Syncc9902_1342	no	0	
Syncc9902_1343	yes	1	PF12850.13
Syncc9902_1344	no	0	
Syncc9902_1345	yes	1	PF01656.30
Syncc9902_1346	yes	1	PF01593.31
Syncc9902_1347	yes	1	PF12518.14
Syncc9902_1348	no	0	
Syncc9902_1349	no	0	
Syncc9902_1350	no	0	
Syncc9902_1351	yes	1	PF03330.25
Syncc9902_1352	yes	3	PF00106.32;PF08659.17;PF13561.13
Syncc9902_1353	yes	1	PF04214.19
Syncc9902_1354	no	0	
Syncc9902_1355	no	0	
Syncc9902_1356	yes	1	PF01329.25
Syncc9902_1357	no	0	
Syncc9902_1358	yes	3	PF01968.25;PF02538.20;PF05378.20
Syncc9902_1359	yes	1	PF03773.20
Syncc9902_1360	yes	1	PF21537.3
Syncc9902_1361	no	0	
Syncc9902_1362	no	0	
Syncc9902_1363	no	0	
Syncc9902_1364	yes	1	PF01297.23
Syncc9902_1365	yes	1	PF00005.34
Syncc9902_1366	yes	1	PF00950.23
Syncc9902_1367	yes	2	PF00534.27;PF13692.13
Syncc9902_1368	yes	2	PF00685.34;PF13469.13
Syncc9902_1369	no	0	
Syncc9902_1370	yes	1	PF02638.22
Syncc9902_1371	yes	3	PF00156.34;PF13793.13;PF14572.13
Syncc9902_1372	no	0	
Syncc9902_1373	yes	1	PF03816.20
Syncc9902_1374	yes	3	PF01370.28;PF05368.20;PF13460.13
Syncc9902_1375	yes	1	PF02446.24
Syncc9902_1376	yes	1	PF13413.13
Syncc9902_1377	yes	2	PF00849.28;PF01479.31
Syncc9902_1378	no	0	
Syncc9902_1379	yes	1	PF03109.23
Syncc9902_1380	yes	2	PF01276.27;PF03711.21
Syncc9902_1381	yes	1	PF05114.21
Syncc9902_1382	yes	1	PF09836.15
Syncc9902_1383	yes	1	PF07690.22
Syncc9902_1384	yes	1	PF07731.21
Syncc9902_1385	yes	1	PF01148.26
Syncc9902_1386	yes	1	PF11209.14
Syncc9902_1387	yes	3	PF00561.27;PF12146.16;PF12697.14
Syncc9902_1388	yes	2	PF00465.26;PF13685.13
Syncc9902_1389	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
Syncc9902_1390	yes	4	PF00583.32;PF08445.17;PF13508.14;PF13673.14
Syncc9902_1391	yes	2	PF00278.29;PF02784.23
Syncc9902_1392	yes	1	PF02457.22
Syncc9902_1393	yes	1	PF01255.25
Syncc9902_1394	yes	2	PF04055.28;PF06968.19
Syncc9902_1395	yes	1	PF17773.8
Syncc9902_1396	yes	3	PF06108.19;PF13409.13;PF13417.13
Syncc9902_1397	no	0	
Syncc9902_1398	yes	1	PF04055.28
Syncc9902_1399	yes	3	PF13662.13;PF21175.3;PF21176.4
Syncc9902_1400	yes	1	PF01789.23
Syncc9902_1401	yes	1	PF00999.27
Syncc9902_1402	yes	2	PF00005.34;PF00664.29
Syncc9902_1403	no	0	
Syncc9902_1404	yes	1	PF00076.29
Syncc9902_1405	no	0	
Syncc9902_1406	no	0	
Syncc9902_1407	yes	3	PF00270.36;PF00271.38;PF03880.22
Syncc9902_1408	yes	1	PF01050.25
Syncc9902_1409	yes	3	PF13245.13;PF13538.13;PF13604.13
Syncc9902_1410	yes	2	PF00580.28;PF13361.13
Syncc9902_1411	yes	3	PF04257.21;PF17946.8;PF27451.1
Syncc9902_1412	no	0	
Syncc9902_1413	yes	1	PF10674.15
Syncc9902_1414	yes	1	PF03740.20
Syncc9902_1415	yes	1	PF01553.27
Syncc9902_1416	no	0	
Syncc9902_1417	yes	1	PF01722.24
Syncc9902_1418	yes	1	PF00462.31
Syncc9902_1419	yes	1	PF20547.4
Syncc9902_1420	yes	2	PF00072.31;PF00486.35
Syncc9902_1421	no	0	
Syncc9902_1422	no	0	
Syncc9902_1423	yes	2	PF01593.31;PF13450.13
Syncc9902_1424	no	0	
Syncc9902_1425	yes	1	PF01134.29
Syncc9902_1427	no	0	
Syncc9902_1428	no	0	
Syncc9902_1429	no	0	
Syncc9902_1430	no	0	
Syncc9902_1431	yes	1	PF05272.18
Syncc9902_1433	no	0	
Syncc9902_1434	no	0	
Syncc9902_1435	no	0	
Syncc9902_1436	yes	2	PF01844.30;PF14279.13
Syncc9902_1437	no	0	
Syncc9902_1438	no	0	
Syncc9902_1439	no	0	
Syncc9902_1440	yes	1	PF11196.14
Syncc9902_1441	yes	1	PF02427.24
Syncc9902_1442	yes	1	PF08548.18
Syncc9902_1443	no	0	
Syncc9902_1444	no	0	
Syncc9902_1445	no	0	
Syncc9902_1447	no	0	
Syncc9902_1448	no	0	
Syncc9902_1450	no	0	
Syncc9902_1455	yes	1	PF02696.20
Syncc9902_1456	no	0	
Syncc9902_1457	no	0	
Syncc9902_1458	yes	1	PF12766.14
Syncc9902_1459	yes	1	PF00850.25
Syncc9902_1460	no	0	
Syncc9902_1463	yes	1	PF14250.12
Syncc9902_1464	yes	3	PF04632.19;PF06081.18;PF13515.13
Syncc9902_1465	yes	1	PF11746.15
Syncc9902_1466	no	0	
Syncc9902_1467	no	0	
Syncc9902_1468	yes	1	PF03992.23
Syncc9902_1469	no	0	
Syncc9902_1470	yes	1	PF01187.24
Syncc9902_1471	no	0	
Syncc9902_1472	no	0	
Syncc9902_1473	no	0	
Syncc9902_1474	no	0	
Syncc9902_1475	no	0	
Syncc9902_1476	no	0	
Syncc9902_1481	yes	2	PF00717.29;PF01726.23
Syncc9902_1482	yes	2	PF00185.31;PF02729.27
Syncc9902_1483	yes	4	PF00004.36;PF01434.25;PF06480.21;PF17862.8
Syncc9902_1484	yes	1	PF02586.20
Syncc9902_1485	yes	1	PF07885.23
Syncc9902_1486	yes	2	PF00383.30;PF01872.23
Syncc9902_1487	yes	1	PF11320.14
Syncc9902_1488	yes	1	PF12833.14
Syncc9902_1489	yes	2	PF04685.20;PF12215.15
Syncc9902_1490	no	0	
Syncc9902_1491	yes	1	PF13469.13
Syncc9902_1492	yes	1	PF00590.26
Syncc9902_1493	yes	1	PF02643.21
Syncc9902_1494	yes	1	PF00486.35
Syncc9902_1495	yes	2	PF01513.27;PF20143.5
Syncc9902_1496	no	0	
Syncc9902_1497	no	0	
Syncc9902_1498	yes	2	PF01409.26;PF02912.24
Syncc9902_1499	yes	1	PF01975.24
Syncc9902_1500	yes	1	PF12263.14
Syncc9902_1501	yes	2	PF01687.24;PF06574.19
Syncc9902_1502	yes	2	PF02581.24;PF17792.7
Syncc9902_1503	yes	1	PF02597.27
Syncc9902_1504	yes	1	PF07466.17
Syncc9902_1505	no	0	
Syncc9902_1506	yes	1	PF00731.27
Syncc9902_1507	no	0	
Syncc9902_1508	yes	2	PF01746.27;PF02542.22
Syncc9902_1509	no	0	
Syncc9902_1510	yes	1	PF05721.20
Syncc9902_1511	yes	3	PF01926.30;PF02421.25;PF07650.24
Syncc9902_1512	yes	1	PF03306.19
Syncc9902_1513	yes	1	PF27721.1
Syncc9902_1514	yes	1	PF01027.27
Syncc9902_1515	yes	1	PF02562.23
Syncc9902_1516	yes	1	PF00886.25
Syncc9902_1517	yes	3	PF00448.29;PF02881.25;PF02978.27
Syncc9902_1518	yes	3	PF13355.13;PF23468.2;PF25515.2
Syncc9902_1519	yes	1	PF00676.26
Syncc9902_1520	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
Syncc9902_1521	yes	3	PF03054.23;PF20258.5;PF20259.4
Syncc9902_1522	no	0	
Syncc9902_1523	no	0	
Syncc9902_1524	yes	1	PF00254.35
Syncc9902_1525	yes	1	PF09055.17
Syncc9902_1526	no	0	
Syncc9902_1527	yes	1	PF01699.30
Syncc9902_1528	no	0	
Syncc9902_1529	yes	1	PF00218.28
Syncc9902_1530	yes	3	PF00070.34;PF02852.29;PF07992.21
Syncc9902_1531	yes	2	PF00588.25;PF22435.2
Syncc9902_1532	no	0	
Syncc9902_1533	yes	1	PF00275.26
Syncc9902_1534	yes	1	PF00202.28
Syncc9902_1535	yes	1	PF27239.1
Syncc9902_1536	no	0	
Syncc9902_1537	yes	1	PF01565.29
Syncc9902_1538	yes	1	PF07969.18
Syncc9902_1539	yes	1	PF14271.12
Syncc9902_1540	yes	3	PF00919.27;PF01938.27;PF04055.28
Syncc9902_1541	yes	3	PF01820.28;PF02222.28;PF07478.19
Syncc9902_1542	no	0	
Syncc9902_1543	yes	1	PF08478.16
Syncc9902_1544	yes	2	PF00091.32;PF12327.14
Syncc9902_1545	yes	1	PF02548.22
Syncc9902_1546	yes	1	PF04055.28
Syncc9902_1547	yes	1	PF27675.1
Syncc9902_1548	yes	1	PF00574.29
Syncc9902_1549	yes	1	PF00574.29
Syncc9902_1550	yes	2	PF01450.26;PF07991.19
Syncc9902_1551	yes	1	PF03186.19
Syncc9902_1552	yes	1	PF02397.23
Syncc9902_1553	yes	3	PF00534.27;PF13439.13;PF13692.13
Syncc9902_1554	no	0	
Syncc9902_1555	no	0	
Syncc9902_1556	no	0	
Syncc9902_1557	no	0	
Syncc9902_1558	yes	1	PF03350.22
Syncc9902_1559	yes	2	PF01590.33;PF13185.13
Syncc9902_1560	yes	1	PF03772.22
Syncc9902_1561	yes	1	PF02091.21
Syncc9902_1562	no	0	
Syncc9902_1563	no	0	
Syncc9902_1564	yes	1	PF09996.15
Syncc9902_1565	no	0	
Syncc9902_1566	no	0	
Syncc9902_1567	yes	1	PF12833.14
Syncc9902_1568	no	0	
Syncc9902_1569	no	0	
Syncc9902_1570	yes	6	PF01209.25;PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
Syncc9902_1571	yes	1	PF00977.28
Syncc9902_1572	yes	1	PF11061.15
Syncc9902_1573	yes	1	PF01040.24
Syncc9902_1574	yes	2	PF00905.28;PF00912.29
Syncc9902_1575	yes	3	PF01029.24;PF01189.24;PF22458.2
Syncc9902_1576	yes	1	PF01035.27
Syncc9902_1577	yes	2	PF00588.25;PF12105.14
Syncc9902_1578	no	0	
Syncc9902_1579	yes	1	PF00528.28
Syncc9902_1580	yes	2	PF00512.32;PF02518.32
Syncc9902_1581	no	0	
Syncc9902_1582	yes	4	PF00009.34;PF00679.31;PF03144.32;PF06421.18
Syncc9902_1583	yes	1	PF00893.26
Syncc9902_1584	yes	2	PF01266.31;PF06039.22
Syncc9902_1585	yes	1	PF01106.23
Syncc9902_1586	yes	1	PF00266.26
Syncc9902_1587	yes	2	PF02875.27;PF08245.19
Syncc9902_1588	yes	1	PF05768.21
Syncc9902_1589	yes	1	PF01809.24
Syncc9902_1590	yes	2	PF00163.25;PF01479.31
Syncc9902_1591	no	0	
Syncc9902_1592	yes	1	PF13301.12
Syncc9902_1593	yes	1	PF00924.25
Syncc9902_1594	yes	1	PF02545.20
Syncc9902_1595	yes	1	PF28240.1
Syncc9902_1596	yes	3	PF01656.30;PF07685.21;PF13500.13
Syncc9902_1597	yes	1	PF00111.33
Syncc9902_1599	yes	1	PF12204.15
Syncc9902_1600	yes	1	PF00196.26
Syncc9902_1601	yes	1	PF01757.29
Syncc9902_1602	yes	1	PF00654.26
Syncc9902_1603	yes	2	PF00004.36;PF17866.9
Syncc9902_1604	yes	1	PF01329.25
Syncc9902_1605	yes	1	PF10216.15
Syncc9902_1606	yes	1	PF00361.26
Syncc9902_1607	yes	2	PF00361.26;PF00662.27
Syncc9902_1608	yes	1	PF00936.25
Syncc9902_1609	yes	1	PF03319.20
Syncc9902_1610	yes	1	PF03319.20
Syncc9902_1611	yes	3	PF08936.16;PF20686.3;PF20687.3
Syncc9902_1612	yes	1	PF12288.14
Syncc9902_1613	yes	1	PF00101.26
Syncc9902_1614	yes	2	PF00016.27;PF02788.22
Syncc9902_1615	yes	1	PF00936.25
Syncc9902_1616	yes	1	PF01725.22
Syncc9902_1617	yes	1	PF27545.1
Syncc9902_1618	no	0	
Syncc9902_1619	yes	1	PF00148.25
Syncc9902_1620	yes	2	PF00148.25;PF08369.17
Syncc9902_1621	yes	3	PF00142.25;PF01656.30;PF13614.13
Syncc9902_1622	no	0	
Syncc9902_1623	yes	1	PF00106.32
Syncc9902_1624	no	0	
Syncc9902_1625	yes	1	PF07465.19
Syncc9902_1626	yes	1	PF08847.17
Syncc9902_1627	yes	1	PF01925.26
Syncc9902_1628	yes	1	PF21948.2
Syncc9902_1629	yes	1	PF02163.29
Syncc9902_1630	yes	1	PF00697.29
Syncc9902_1631	yes	1	PF01227.28
Syncc9902_1632	yes	3	PF00106.32;PF08659.17;PF13561.13
Syncc9902_1633	yes	2	PF01039.28;PF03255.20
Syncc9902_1634	no	0	
Syncc9902_1635	yes	1	PF11266.16
Syncc9902_1636	yes	1	PF02633.20
Syncc9902_1637	yes	1	PF00575.30
Syncc9902_1638	yes	2	PF06485.18;PF20429.5
Syncc9902_1639	yes	1	PF02578.21
Syncc9902_1640	yes	2	PF21688.4;PF28550.1
Syncc9902_1641	no	0	
Syncc9902_1642	yes	3	PF00205.29;PF02775.27;PF02776.24
Syncc9902_1643	yes	1	PF00762.25
Syncc9902_1644	yes	2	PF27132.1;PF27551.1
Syncc9902_1645	yes	5	PF01209.25;PF08241.19;PF08242.19;PF13489.13;PF13649.13
Syncc9902_1646	yes	1	PF02572.22
Syncc9902_1647	no	0	
Syncc9902_1648	yes	1	PF00696.34
Syncc9902_1649	yes	1	PF01765.25
Syncc9902_1650	yes	1	PF00890.31
Syncc9902_1651	yes	2	PF00875.25;PF03441.20
Syncc9902_1652	yes	2	PF03209.22;PF07690.22
Syncc9902_1653	yes	1	PF00923.26
Syncc9902_1654	yes	1	PF00905.28
Syncc9902_1655	no	0	
Syncc9902_1656	yes	1	PF02517.22
Syncc9902_1657	yes	1	PF00300.28
Syncc9902_1658	no	0	
Syncc9902_1659	yes	1	PF10502.15
Syncc9902_1660	no	0	
Syncc9902_1661	yes	1	PF03960.22
Syncc9902_1662	no	0	
Syncc9902_1663	yes	1	PF00719.25
Syncc9902_1664	no	0	
Syncc9902_1665	yes	2	PF00587.31;PF03129.26
Syncc9902_1666	yes	1	PF13326.12
Syncc9902_1667	yes	1	PF00709.28
Syncc9902_1668	yes	1	PF00294.30
Syncc9902_1669	yes	1	PF03091.21
Syncc9902_1670	yes	1	PF02571.21
Syncc9902_1671	yes	1	PF00436.32
Syncc9902_1672	no	0	
Syncc9902_1673	yes	1	PF11016.14
Syncc9902_1674	yes	1	PF00696.34
Syncc9902_1675	no	0	
Syncc9902_1676	yes	1	PF11353.14
Syncc9902_1677	yes	3	PF00270.36;PF04851.22;PF18074.7
Syncc9902_1678	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
Syncc9902_1679	no	0	
Syncc9902_1680	yes	2	PF01379.26;PF03900.21
Syncc9902_1681	no	0	
Syncc9902_1682	yes	1	PF03734.20
Syncc9902_1683	no	0	
Syncc9902_1684	yes	1	PF00719.25
Syncc9902_1685	yes	1	PF02074.22
Syncc9902_1686	yes	1	PF07681.18
Syncc9902_1687	yes	1	PF04134.18
Syncc9902_1688	yes	1	PF01894.23
Syncc9902_1689	yes	1	PF01329.25
Syncc9902_1690	yes	2	PF02492.26;PF07683.20
Syncc9902_1691	no	0	
Syncc9902_1692	yes	1	PF00528.28
Syncc9902_1693	yes	1	PF03706.19
Syncc9902_1694	yes	1	PF01969.23
Syncc9902_1695	no	0	
Syncc9902_1696	no	0	
Syncc9902_1697	no	0	
Syncc9902_1698	no	0	
Syncc9902_1699	yes	1	PF03372.30
Syncc9902_1700	yes	2	PF01565.29;PF02913.25
Syncc9902_1701	yes	1	PF00202.28
Syncc9902_1702	no	0	
Syncc9902_1703	yes	1	PF05014.22
Syncc9902_1704	no	0	
Syncc9902_1705	no	0	
Syncc9902_1706	no	0	
Syncc9902_1707	no	0	
Syncc9902_1708	yes	1	PF04461.19
Syncc9902_1709	yes	1	PF01124.24
Syncc9902_1710	no	0	
Syncc9902_1711	yes	2	PF07085.18;PF13500.13
Syncc9902_1712	yes	1	PF28241.1
Syncc9902_1713	no	0	
Syncc9902_1714	yes	1	PF00557.30
Syncc9902_1715	no	0	
Syncc9902_1716	yes	1	PF01245.27
Syncc9902_1717	no	0	
Syncc9902_1719	yes	2	PF00749.28;PF19269.5
Syncc9902_1720	yes	1	PF00999.27
Syncc9902_1721	no	0	
Syncc9902_1722	yes	1	PF07799.18
Syncc9902_1723	yes	1	PF02350.26
Syncc9902_1726	no	0	
Syncc9902_1727	yes	1	PF00814.32
Syncc9902_1728	yes	1	PF02507.21
Syncc9902_1729	yes	1	PF01701.24
Syncc9902_1730	yes	1	PF00625.28
Syncc9902_1731	yes	2	PF05670.19;PF05833.17
Syncc9902_1732	yes	1	PF00902.24
Syncc9902_1733	yes	1	PF11267.14
Syncc9902_1734	yes	2	PF00355.33;PF25471.2
Syncc9902_1735	yes	2	PF01333.26;PF16639.11
Syncc9902_1736	yes	1	PF01790.24
Syncc9902_1737	yes	1	PF00590.26
Syncc9902_1738	yes	1	PF13413.13
Syncc9902_1739	yes	2	PF02541.23;PF21447.4
Syncc9902_1740	yes	1	PF01040.24
Syncc9902_1741	yes	2	PF02016.22;PF17676.8
Syncc9902_1742	yes	2	PF01128.26;PF12804.14
Syncc9902_1743	no	0	
Syncc9902_1744	yes	3	PF02080.27;PF02254.25;PF07885.23
Syncc9902_1745	yes	3	PF00106.32;PF08659.17;PF13561.13
Syncc9902_1746	no	0	
Syncc9902_1747	yes	1	PF00118.30
Syncc9902_1748	yes	1	PF04131.21
Syncc9902_1749	no	0	
Syncc9902_1750	yes	2	PF01061.30;PF12698.14
Syncc9902_1751	yes	1	PF00005.34
Syncc9902_1752	yes	1	PF01040.24
Syncc9902_1753	yes	1	PF02628.21
Syncc9902_1754	yes	2	PF00116.27;PF02790.21
Syncc9902_1755	yes	1	PF00115.26
Syncc9902_1756	yes	1	PF00510.24
Syncc9902_1757	yes	1	PF14250.12
Syncc9902_1758	yes	1	PF00677.24
Syncc9902_1759	yes	1	PF02577.20
Syncc9902_1760	yes	1	PF00248.28
Syncc9902_1761	no	0	
Syncc9902_1762	no	0	
Syncc9902_1763	yes	1	PF09991.15
Syncc9902_1764	no	0	
Syncc9902_1765	yes	3	PF01131.26;PF01751.29;PF13368.12
Syncc9902_1766	yes	1	PF00361.26
Syncc9902_1767	yes	1	PF00005.34
Syncc9902_1768	yes	1	PF00072.31
Syncc9902_1769	yes	2	PF00512.32;PF02518.32
Syncc9902_1770	no	0	
Syncc9902_1771	yes	2	PF00072.31;PF00486.35
Syncc9902_1772	yes	1	PF01551.30
Syncc9902_1773	yes	1	PF03099.25
Syncc9902_1774	yes	1	PF00155.28
Syncc9902_1775	yes	1	PF00085.27
Syncc9902_1776	yes	1	PF04012.18
Syncc9902_1777	yes	1	PF05258.18
Syncc9902_1778	yes	1	PF13231.13
Syncc9902_1779	yes	2	PF00534.27;PF13692.13
Syncc9902_1780	yes	1	PF00892.27
Syncc9902_1781	yes	1	PF01343.24
Syncc9902_1782	yes	1	PF07736.17
Syncc9902_1783	yes	1	PF10989.14
Syncc9902_1784	yes	1	PF00468.23
Syncc9902_1785	yes	1	PF00825.25
Syncc9902_1786	yes	1	PF03703.21
Syncc9902_1787	yes	1	PF02096.27
Syncc9902_1788	yes	1	PF02620.23
Syncc9902_1789	yes	1	PF00004.36
Syncc9902_1790	no	0	
Syncc9902_1791	yes	2	PF00587.31;PF02403.28
Syncc9902_1792	yes	2	PF02163.29;PF13180.13
Syncc9902_1793	yes	1	PF00253.28
Syncc9902_1794	yes	5	PF00013.36;PF00575.30;PF01138.28;PF03725.21;PF03726.20
Syncc9902_1795	yes	1	PF00459.31
Syncc9902_1796	yes	1	PF00590.26
Syncc9902_1797	no	0	
Syncc9902_1798	no	0	
Syncc9902_1799	yes	1	PF11746.15
Syncc9902_1800	no	0	
Syncc9902_1802	yes	1	PF07864.17
Syncc9902_1803	no	0	
Syncc9902_1805	no	0	
Syncc9902_1806	no	0	
Syncc9902_1807	no	0	
Syncc9902_1808	no	0	
Syncc9902_1809	no	0	
Syncc9902_1810	yes	1	PF01145.32
Syncc9902_1811	yes	1	PF04087.20
Syncc9902_1812	yes	1	PF01679.23
Syncc9902_1813	yes	1	PF00294.30
Syncc9902_1815	yes	2	PF00044.31;PF02800.26
Syncc9902_1816	yes	3	PF00583.32;PF13508.14;PF18014.8
Syncc9902_1818	no	0	
Syncc9902_1819	yes	2	PF04952.21;PF24827.2
Syncc9902_1820	yes	2	PF00043.31;PF13410.12
Syncc9902_1821	yes	1	PF10063.15
Syncc9902_1822	yes	3	PF00005.34;PF12848.14;PF16326.11
Syncc9902_1823	yes	1	PF02672.21
Syncc9902_1824	yes	2	PF01018.29;PF01926.30
Syncc9902_1825	yes	1	PF00005.34
Syncc9902_1826	yes	2	PF00488.28;PF01713.28
Syncc9902_1827	yes	1	PF00903.32
Syncc9902_1828	yes	1	PF00490.28
Syncc9902_1829	yes	2	PF00226.37;PF01556.24
Syncc9902_1830	no	0	
Syncc9902_1831	yes	2	PF00916.27;PF01740.27
Syncc9902_1832	yes	1	PF06175.18
Syncc9902_1833	yes	1	PF01220.25
Syncc9902_1834	yes	1	PF00128.32
Syncc9902_1835	yes	2	PF00370.28;PF02782.23
Syncc9902_1836	yes	2	PF01266.31;PF16901.11
Syncc9902_1837	yes	2	PF00128.32;PF16657.12
Syncc9902_1838	yes	1	PF00171.28
Syncc9902_1839	yes	1	PF01476.27
Syncc9902_1840	yes	2	PF00270.36;PF00271.38
Syncc9902_1841	no	0	
Syncc9902_1842	yes	1	PF02427.24
Syncc9902_1843	yes	3	PF01149.30;PF06827.21;PF06831.20
Syncc9902_1844	yes	1	PF01008.24
Syncc9902_1845	yes	1	PF00596.28
Syncc9902_1846	yes	1	PF00702.33
Syncc9902_1847	yes	1	PF12899.14
Syncc9902_1848	yes	1	PF00032.23
Syncc9902_1849	yes	2	PF00033.25;PF13631.12
Syncc9902_1850	yes	1	PF03572.24
Syncc9902_1851	yes	1	PF01966.29
Syncc9902_1852	yes	1	PF03775.23
Syncc9902_1853	yes	5	PF01656.30;PF06564.19;PF09140.18;PF10609.16;PF13614.13
Syncc9902_1854	yes	1	PF03776.20
Syncc9902_1855	yes	1	PF00196.26
Syncc9902_1856	no	0	
Syncc9902_1857	yes	1	PF01300.25
Syncc9902_1858	yes	1	PF05175.21
Syncc9902_1859	yes	1	PF02481.22
Syncc9902_1860	yes	1	PF13279.13
Syncc9902_1861	yes	1	PF00582.33
Syncc9902_1862	yes	1	PF05151.18
Syncc9902_1863	no	0	
Syncc9902_1864	yes	1	PF00421.25
Syncc9902_1865	yes	1	PF01405.24
Syncc9902_1866	yes	2	PF03477.22;PF22811.3
Syncc9902_1867	yes	1	PF00575.30
Syncc9902_1868	yes	2	PF00702.33;PF13419.13
Syncc9902_1869	yes	3	PF00438.26;PF02772.22;PF02773.22
Syncc9902_1870	yes	1	PF02782.23
Syncc9902_1871	yes	1	PF00427.27
Syncc9902_1872	yes	1	PF10615.15
Syncc9902_1873	no	0	
Syncc9902_1876	no	0	
Syncc9902_1877	no	0	
Syncc9902_1878	yes	1	PF09335.17
Syncc9902_1879	no	0	
Syncc9902_1880	yes	1	PF00502.26
