Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9902	dN/dS 70_70	dN/dS PAML
Syncc9902_1165	Magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase	0.04	0.017	0.41	99.72	100.0	14.54	0.042	0.04	0.0303100885489666
Syncc9902_1166	putative modulator of DNA gyrase; TldD	0.054	0.02	0.375	100.0	100.0	17.656	0.054	0.054	0.0332856847214742
Syncc9902_1167	possible modulator of DNA gyrase	0.061	0.022	0.361	100.0	100.0	21.975	0.061	0.063	0.0669694568695805
Syncc9902_1168	Methionyl-tRNA formyltransferase	0.198	0.047	0.237	100.0	100.0	19.273	0.198	0.221	0.154380447566947
Syncc9902_1169	hypothetical protein	0.165	0.033	0.202	100.0	100.0	17.329	0.165	0.168	0.085162956348161
Syncc9902_1170	hypothetical protein	0.15	0.033	0.217	100.0	100.0	17.791	0.161	0.157	0.251434340710533
Syncc9902_1171	TerC family protein	0.127	0.039	0.307	100.0	100.0	19.978	0.131	0.127	0.268229657649699
Syncc9902_1172	hypothetical protein	0.204	0.06	0.293	100.0	100.0	16.883	0.202	0.204	0.244664741423662
Syncc9902_1173	hypothetical protein	0.184	0.026	0.14	100.0	100.0	14.493	0.184	0.184	0.283210673184536
Syncc9902_1174	hypothetical protein	2.933	0.2	0.068	100.0	100.0	22.313	2.933	2.76	6.11668393778932
Syncc9902_1175	hypothetical protein	0.17	0.018	0.104	100.0	100.0	10.062	0.2	0.17	0.603441245430594
Syncc9902_1176	Transcription-repair coupling factor	0.05	0.017	0.329	97.6	100.0	17.851	0.052	0.053	0.0401806270206543
Syncc9902_1177	hypothetical protein	0.053	0.025	0.464	100.0	100.0	18.494	0.053	0.053	0.0846510044581132
Syncc9902_1178	Peptidase S41A, C-terminal protease (EC:3.4.21.102 )	0.122	0.041	0.338	100.0	100.0	19.635	0.115	0.131	0.14020343673971
Syncc9902_1179	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC:1.17.4.3 )	0.046	0.015	0.322	99.92	100.0	13.769	0.047	0.046	0.0699588443214069
Syncc9902_1180	Phage SPO1 DNA polymerase-related protein	0.196	0.032	0.161	60.11	99.11	6.188	0.211	0.196	0.390902129314125
Syncc9902_1181	hypothetical protein	0.249	0.052	0.208	85.32	100.0	9.174	0.222	0.249	1.457728523073
Syncc9902_1182	aminotransferase class-I	0.107	0.025	0.233	94.59	100.0	9.938	0.114	0.109	0.112702072074375
Syncc9902_1183	Phosphonate-binding periplasmic protein	0.136	0.032	0.238	100.0	100.0	15.693	0.136	0.161	0.189640437216087
Syncc9902_1184	ATPase	0.15	0.031	0.21	100.0	100.0	12.227	0.161	0.15	0.125740822913757
Syncc9902_1185	putative phosphonate ABC transporter	0.114	0.023	0.2	86.34	100.0	8.099	0.12	0.114	0.141199224935319
Syncc9902_1186	hypothetical protein	0.12	0.038	0.318	90.77	100.0	19.095	0.118	0.117	0.249758013238317
Syncc9902_1187	hypothetical protein	0.018	0.003	0.15	100.0	100.0	11.577	0.018	0.018	0.110854503464203
Syncc9902_1188	hypothetical protein	0.428	0.051	0.118	93.46	100.0	8.912	0.441	0.428	NaN
Syncc9902_1189	putative type III sigma factor	0.309	0.071	0.231	100.0	100.0	14.48	0.322	0.301	0.506503983161547
Syncc9902_1190	hypothetical protein	0.217	0.048	0.222	99.74	100.0	14.924	0.212	0.215	0.17284639514922
Syncc9902_1191	hypothetical protein	0.274	0.055	0.2	100.0	100.0	14.917	0.253	0.274	0.32022056367805
Syncc9902_1192	hypothetical protein	0.297	0.073	0.248	100.0	100.0	15.06	0.294	0.294	0.360610907844225
Syncc9902_1193	hypothetical protein	0.103	0.02	0.192	100.0	100.0	9.438	0.1	0.103	0.487371051357754
Syncc9902_1194	ATPase	0.168	0.041	0.242	100.0	100.0	11.534	0.168	0.168	0.141535273496039
Syncc9902_1195	possible 33kD chaperonin, heat shock protein HSP33	0.093	0.026	0.281	87.04	100.0	14.322	0.087	0.112	0.0860388603983687
Syncc9902_1196	hypothetical protein	0.114	0.034	0.299	100.0	100.0	13.932	0.111	0.118	0.363187828314137
Syncc9902_1197	hypothetical protein	0.224	0.065	0.288	100.0	100.0	13.597	0.236	0.228	0.0315238903025163
Syncc9902_1198	peptide chain release factor 3	0.042	0.012	0.292	100.0	100.0	13.417	0.041	0.042	0.0473032062526589
Syncc9902_1199	hypothetical protein	0.212	0.049	0.229	100.0	100.0	12.307	0.204	0.212	0.413787792624438
Syncc9902_1200	ribonucleotide reductase (class II)	0.06	0.018	0.305	97.49	100.0	13.383	0.065	0.06	0.0657972158229148
Syncc9902_1201	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.922	NaN	NaN	NaN
Syncc9902_1202	hypothetical protein	0.075	0.01	0.135	48.19	100.0	5.112	0.077	0.12	0.0
Syncc9902_1203	hypothetical protein	0.201	0.065	0.322	100.0	100.0	16.315	0.204	0.191	0.0964143460246099
Syncc9902_1204	hypothetical protein	0.13	0.016	0.122	100.0	100.0	11.732	0.13	0.13	0.00148118029739777
Syncc9902_1205	hypothetical protein	0.278	0.042	0.152	100.0	100.0	13.534	0.258	0.278	0.20465826157607
Syncc9902_1206	hypothetical protein	0.384	0.09	0.233	100.0	100.0	27.908	0.385	0.41	0.368022950054417
Syncc9902_1207	hypothetical protein	0.272	0.055	0.2	100.0	100.0	20.998	0.268	0.277	0.581409127852079
Syncc9902_1208	hypothetical protein	0.177	0.034	0.192	100.0	100.0	15.497	0.177	0.177	0.148058360235396
Syncc9902_1209	hypothetical protein	0.043	0.012	0.277	100.0	100.0	47.481	0.043	0.042	0.00519419952575485
Syncc9902_1210	hypothetical protein	0.333	0.095	0.285	100.0	100.0	29.486	0.326	0.327	0.355615823585787
Syncc9902_1211	hypothetical protein	0.198	0.04	0.203	100.0	100.0	18.895	0.188	0.198	0.248019655837263
Syncc9902_1212	hypothetical protein	0.263	0.074	0.28	100.0	100.0	31.324	0.275	0.256	0.567291468528581
Syncc9902_1213	putative short-chain dehydrogenase family protein	0.152	0.051	0.335	100.0	100.0	31.239	0.151	0.15	0.114822639072913
Syncc9902_1214	hypothetical protein	0.239	0.055	0.228	100.0	100.0	22.342	0.24	0.232	0.457428028845341
Syncc9902_1215	conserved hypothetical inner membrane protein	0.364	0.068	0.186	100.0	100.0	12.719	0.368	0.364	0.420733912153495
Syncc9902_1216	possible light-dependent protochlorophyllide oxido-reductase	0.229	0.056	0.246	100.0	100.0	15.926	0.235	0.229	0.187004197028693
Syncc9902_1217	hypothetical protein	0.144	0.033	0.227	100.0	100.0	15.846	0.145	0.144	0.168802137657465
Syncc9902_1218	putative cobalamin synthesis protein	0.112	0.026	0.235	99.19	100.0	11.72	0.113	0.116	0.098225064944921
Syncc9902_1219	hypothetical protein	0.068	0.015	0.226	100.0	100.0	12.437	0.069	0.068	0.34075247796268
Syncc9902_1220	putative uracil phosphoribosyltransferase	0.156	0.034	0.219	100.0	100.0	13.914	0.151	0.156	0.223641706228618
Syncc9902_1221	hypothetical protein	0.141	0.028	0.201	100.0	100.0	14.541	0.156	0.141	0.0841452611051525
Syncc9902_1222	dihydroxy-acid dehydratase (EC:4.2.1.9 )	0.06	0.015	0.25	100.0	100.0	15.237	0.06	0.06	0.0448015936063893
Syncc9902_1223	hypothetical protein	0.071	0.019	0.268	100.0	100.0	10.899	0.071	0.096	0.772028786369441
Syncc9902_1224	hypothetical protein	0.078	0.024	0.311	100.0	100.0	21.75	0.08	0.078	0.14867943904861
Syncc9902_1225	6-phosphogluconolactonase	0.124	0.03	0.239	100.0	100.0	16.691	0.125	0.124	0.201586313793928
Syncc9902_1226	6-phosphogluconate dehydrogenase	0.051	0.015	0.3	100.0	100.0	20.371	0.051	0.051	0.0500740095680317
Syncc9902_1227	glucose-1-phosphate adenylyltransferase (EC:2.7.7.27 )	0.03	0.011	0.358	100.0	100.0	17.366	0.034	0.03	0.0567525202464817
Syncc9902_1228	glutamyl-tRNA reductase	0.05	0.016	0.323	100.0	100.0	19.749	0.05	0.05	0.0411395419811278
Syncc9902_1229	GlpX	0.042	0.013	0.324	100.0	100.0	26.907	0.042	0.042	0.0942651654596364
Syncc9902_1230	ribulose-phosphate 3-epimerase (EC:5.1.3.1 )	0.047	0.023	0.492	100.0	100.0	19.716	0.046	0.05	0.0117992860725815
Syncc9902_1231	possible heme transporter	0.061	0.03	0.488	100.0	100.0	38.157	0.058	0.064	0.0668810777461437
Syncc9902_1232	possible permease	0.09	0.043	0.477	100.0	100.0	40.485	0.088	0.103	0.10000952350444
Syncc9902_1233	ATPase	0.085	0.034	0.399	100.0	100.0	27.697	0.087	0.085	0.0791409706697325
Syncc9902_1234	hypothetical protein	0.164	0.065	0.395	100.0	100.0	33.141	0.168	0.163	0.142147068568333
Syncc9902_1235	hypothetical protein	0.163	0.062	0.38	100.0	100.0	27.934	0.177	0.171	0.119673914212419
Syncc9902_1236	GTP-binding protein TypA	0.029	0.007	0.234	99.89	100.0	13.074	0.03	0.028	0.0221273195677674
Syncc9902_1237	putative peptidase U32 family protein	0.199	0.026	0.131	59.74	100.0	5.847	0.197	0.199	0.156246874925033
Syncc9902_1238	putative carboxypeptidase	0.111	0.021	0.192	100.0	100.0	12.353	0.121	0.111	0.213253371107846
Syncc9902_1239	Geranylgeranyl reductase	0.033	0.008	0.258	100.0	100.0	13.272	0.033	0.032	0.02332792273622
Syncc9902_1240	hypothetical protein	0.277	0.028	0.102	100.0	100.0	6.57	0.319	0.236	2.14819831228898
Syncc9902_1241	Glycyl-tRNA synthetase, beta subunit (EC:6.1.1.14 )	0.137	0.026	0.191	70.87	100.0	6.722	0.146	0.147	0.269009815906369
Syncc9902_1242	Sulfite reductase, ferredoxin dependent	0.052	0.011	0.218	84.17	100.0	8.026	0.058	0.064	0.0604670110663342
Syncc9902_1243	D-ala-D-ala dipeptidase	0.236	0.051	0.215	95.08	100.0	8.759	0.247	0.236	0.563042965962605
Syncc9902_1244	ATP-dependent DNA helicase RecG	0.1	0.017	0.173	85.94	98.94	9.664	0.107	0.102	0.251803649241484
Syncc9902_1245	hypothetical protein	0.23	0.045	0.195	93.75	100.0	12.943	0.231	0.253	0.523621170968326
Syncc9902_1246	elongation factor Ts	0.038	0.01	0.25	99.85	100.0	11.233	0.034	0.038	0.0936223332736907
Syncc9902_1247	30S ribosomal protein S2	0.014	0.003	0.227	100.0	100.0	13.771	0.014	0.014	0.226568822850636
Syncc9902_1248	possible glycosyltransferase	0.074	0.017	0.228	100.0	100.0	11.3	0.069	0.073	0.0482201695189236
Syncc9902_1249	hypothetical protein	0.0	0.0	0.369	100.0	100.0	11.91	0.0	0.0	1.12611221095997
Syncc9902_1250	ATPase	0.116	0.03	0.259	100.0	100.0	13.14	0.117	0.116	0.135780158897507
Syncc9902_1251	DevC protein	0.046	0.007	0.162	82.65	100.0	7.097	0.056	0.046	0.163195124250673
Syncc9902_1252	possible ABC transporter component	0.154	0.025	0.159	74.32	100.0	6.358	0.153	0.154	0.262320937260289
Syncc9902_1253	phycocyanobilin:ferredoxin oxidoreductase	0.241	0.039	0.163	24.29	100.0	3.543	0.23	0.198	0.398127933555393
Syncc9902_1254	possible Zn-dependent peptidase	0.067	0.012	0.183	41.73	92.74	3.861	0.074	0.063	0.0386156802628487
Syncc9902_1255	possible Zn-dependent peptidase	0.176	0.026	0.148	39.79	100.0	4.274	0.161	0.176	0.198602916432542
Syncc9902_1256	hypothetical protein	0.067	0.004	0.063	38.25	100.0	3.432	0.067	0.067	NaN
Syncc9902_1257	BioY protein	0.125	0.022	0.177	72.63	100.0	6.479	0.108	0.14	0.184065191262529
Syncc9902_1258	Peptidase A8, signal peptidase II	0.272	0.028	0.102	71.07	100.0	5.763	0.194	0.252	0.500086464312774
Syncc9902_1259	Peptidoglycan glycosyltransferase (EC:2.4.1.129 )	0.175	0.02	0.115	15.35	98.96	2.885	0.189	0.175	0.127750137883042
Syncc9902_1260	hypothetical protein	0.144	0.025	0.172	66.29	99.25	6.05	0.152	0.144	0.196215957958631
Syncc9902_1261	pyridoxal-dependent decarboxylase family protein	0.167	0.026	0.157	57.37	100.0	5.007	0.18	0.167	0.183385144498343
Syncc9902_1262	cytidine/deoxycytidylate deaminase family protein	0.094	0.019	0.201	91.44	100.0	6.514	0.077	0.094	0.0570033127534006
Syncc9902_1263	serine:pyruvate/alanine:glyoxylate aminotransferase	0.054	0.011	0.197	77.55	100.0	6.198	0.065	0.062	0.0164536527278251
Syncc9902_1264	phycobilisome core component-allophycocyanin beta-18 subunit	0.058	0.012	0.202	77.33	100.0	10.124	0.052	0.058	0.157155524521705
Syncc9902_1265	Glutamine synthetase type I (EC:6.3.1.2 )	0.014	0.003	0.198	79.54	100.0	7.733	0.014	0.014	0.0210422627576241
Syncc9902_1266	generic methyl-transferase	0.069	0.016	0.231	80.73	100.0	7.454	0.07	0.075	0.109655217563672
Syncc9902_1267	hypothetical protein	0.081	0.017	0.215	57.41	100.0	5.318	0.082	0.081	0.0851199099160133
Syncc9902_1268	hypothetical protein	0.513	0.068	0.133	48.57	100.0	4.375	0.343	0.513	0.290736318786817
Syncc9902_1269	hypothetical protein	0.07	0.012	0.171	77.65	100.0	5.914	0.064	0.07	0.102755284941928
Syncc9902_1270	putative anti-sigma regulatory factor (serine/threonine protein kinase)	0.11	0.016	0.148	100.0	100.0	6.498	0.097	0.11	0.173615739712163
Syncc9902_1271	hypothetical protein	0.069	0.013	0.186	55.42	94.17	4.667	0.084	0.069	0.155249810486555
Syncc9902_1272	Rhodanese-like	0.122	0.024	0.195	99.62	100.0	10.174	0.135	0.122	0.105701679364914
Syncc9902_1273	putative photosystem II reaction center Psb28 protein	0.069	0.012	0.176	94.95	100.0	8.601	0.069	0.069	0.0117308335146751
Syncc9902_1274	hypothetical protein	0.102	0.021	0.201	89.63	100.0	8.583	0.109	0.102	0.173020469745933
Syncc9902_1275	hypothetical protein	0.043	0.01	0.246	99.29	100.0	12.42	0.047	0.042	0.0823713987067984
Syncc9902_1276	hypothetical protein	0.193	0.053	0.273	100.0	100.0	21.518	0.2	0.193	0.188028871305953
Syncc9902_1277	hypothetical protein	0.238	0.066	0.277	100.0	100.0	29.018	0.236	0.238	1.47584885382292
Syncc9902_1278	SecF protein	0.097	0.025	0.262	100.0	100.0	23.512	0.095	0.097	0.130266835661238
Syncc9902_1279	SecD export membrane protein	0.068	0.018	0.263	100.0	100.0	21.18	0.066	0.069	0.0915126250806667
Syncc9902_1280	pyruvate dehydrogenase E1 beta subunit	0.03	0.006	0.185	100.0	100.0	13.06	0.033	0.029	0.169350888362492
Syncc9902_1281	hypothetical protein	0.16	0.026	0.164	100.0	100.0	11.863	0.161	0.16	0.277081776612293
Syncc9902_1282	4-diphosphocytidyl-2C-methyl-D-erythritol kinase (EC:2.7.1.148 )	0.203	0.042	0.207	100.0	100.0	18.618	0.208	0.203	0.271299936830024
Syncc9902_1283	16S rRNA dimethylase	0.144	0.031	0.212	100.0	100.0	21.716	0.154	0.142	0.299933085176071
Syncc9902_1284	hypothetical protein	0.296	0.051	0.173	100.0	100.0	15.279	0.316	0.296	0.199917233199608
Syncc9902_1285	hypothetical protein	0.093	0.019	0.203	100.0	100.0	18.337	0.093	0.095	0.0985384551203062
Syncc9902_1286	hypothetical protein	0.13	0.027	0.21	93.43	100.0	13.148	0.148	0.174	0.159666564472552
Syncc9902_1287	hypothetical protein	0.099	0.016	0.165	100.0	100.0	17.034	0.099	0.105	0.091847910717821
Syncc9902_1288	hypothetical protein	0.188	0.06	0.321	14.92	44.52	1.838	0.199	0.263	0.16039499385768
Syncc9902_1289	hypothetical protein	0.192	0.043	0.226	50.0	100.0	4.348	0.193	0.24	0.0748292685010171
Syncc9902_1290	hypothetical protein	0.317	0.066	0.208	100.0	100.0	17.089	0.322	0.351	0.305124566212337
Syncc9902_1291	putative SOS mutagenesis protein UmuD	0.095	0.023	0.236	73.87	100.0	5.698	0.093	0.095	0.0726854974762614
Syncc9902_1292	DNA-directed DNA polymerase (EC:2.7.7.7 )	0.083	0.012	0.148	100.0	100.0	12.935	0.08	0.083	0.067255393388637
Syncc9902_1293	hypothetical protein	0.129	0.03	0.232	100.0	100.0	15.734	0.127	0.133	0.0843051085535418
Syncc9902_1294	hypothetical protein	0.103	0.025	0.244	100.0	100.0	12.083	0.094	0.097	1.38696199665189
Syncc9902_1295	DNA primase	0.039	0.006	0.159	94.37	100.0	10.93	0.043	0.038	0.0558030035574579
Syncc9902_1296	hypothetical protein	0.146	0.027	0.182	91.75	100.0	6.161	0.159	0.148	0.172676150026517
Syncc9902_1297	hypothetical protein	0.121	0.028	0.233	90.1	100.0	8.905	0.122	0.121	0.478972539093215
Syncc9902_1298	DNA recombination protein, RuvA	0.064	0.011	0.17	100.0	100.0	10.676	0.064	0.064	0.0290401915870692
Syncc9902_1299	Ribosomal protein S15	0.06	0.014	0.226	100.0	100.0	9.196	0.083	0.06	0.00840196752475221
Syncc9902_1300	hypothetical protein	0.146	0.031	0.211	100.0	100.0	8.121	0.14	0.146	0.120276751642335
Syncc9902_1301	DNA polymerase III subunit alpha (EC:2.7.7.7 )	0.056	0.012	0.208	86.87	100.0	8.417	0.056	0.056	0.070611474410113
Syncc9902_1302	Glutamyl-tRNA(Gln) amidotransferase A subunit (EC:3.5.1.4 )	0.046	0.007	0.146	52.3	100.0	5.028	0.056	0.063	0.0487031680736137
Syncc9902_1303	hypothetical protein	0.146	0.023	0.16	44.81	100.0	4.533	0.147	0.146	NaN
Syncc9902_1304	RNA methyltransferase TrmH, group 3	0.04	0.004	0.113	16.03	92.5	3.271	0.037	0.169	0.314430434844112
Syncc9902_1305	hypothetical protein	0.123	0.012	0.096	47.22	100.0	4.356	0.123	0.123	0.0954912351992792
Syncc9902_1306	anti-anti-sigma regulatory factor, SpoIIAA	0.087	0.017	0.198	80.36	100.0	5.724	0.084	0.105	0.0537868654182038
Syncc9902_1307	carbamoyl-phosphate synthase small subunit	0.2	0.026	0.132	36.26	100.0	4.261	0.192	0.144	0.14813163776356
Syncc9902_1308	Anthranilate phosphoribosyl transferase (EC:2.4.2.18 )	0.049	0.005	0.102	27.65	100.0	3.513	0.045	0.049	0.227251351142976
Syncc9902_1309	ATPase	0.077	0.011	0.149	88.26	100.0	7.037	0.071	0.077	0.0860402169353703
Syncc9902_1310	putative regulator	0.053	0.004	0.068	100.0	100.0	6.898	0.053	0.053	0.0
Syncc9902_1311	Methionine sulfoxide reductase A (EC:1.8.4.6 )	0.108	0.024	0.217	95.24	100.0	11.924	0.105	0.108	0.0880344745251677
Syncc9902_1312	hypothetical protein	0.161	0.017	0.104	84.66	100.0	7.324	0.158	0.161	0.0776723758873204
Syncc9902_1313	Periplasmic phosphate binding protein	0.129	0.021	0.164	66.77	100.0	5.911	0.134	0.127	0.128203789038077
Syncc9902_1314	hypothetical protein	0.266	0.03	0.113	100.0	100.0	11.343	0.266	0.336	0.0630279285738673
Syncc9902_1315	Exonuclease	0.128	0.015	0.119	90.58	100.0	6.105	0.133	0.128	0.156981042898335
Syncc9902_1316	putative bacterioferritin comigratory protein	0.221	0.031	0.142	38.82	92.32	4.272	0.238	0.221	0.278176347762572
Syncc9902_1317	hypothetical protein	0.086	0.01	0.122	43.25	100.0	4.182	0.107	0.086	0.196541317983402
Syncc9902_1318	Acetate--CoA ligase	0.019	0.002	0.125	18.6	96.74	2.647	0.019	0.019	0.284311331241499
Syncc9902_1319	HAD-superfamily hydrolase subfamily IA, variant 3	0.189	0.023	0.123	27.12	88.33	3.441	0.197	0.189	0.321177930641035
Syncc9902_1320	Trans-hexaprenyltranstransferase (EC:2.5.1.30 )	0.079	0.021	0.264	25.1	100.0	3.682	0.086	0.079	0.266867242888514
Syncc9902_1321	Glutamate racemase (EC:5.1.1.3 )	0.202	0.022	0.107	22.43	95.44	2.929	0.131	0.202	0.414729675838888
Syncc9902_1322	N-acetylmuramoyl-L-alanine amidase (EC:3.5.1.28 )	0.0	0.0	0.064	13.79	84.29	2.22	0.055	0.0	0.0113484646194927
Syncc9902_1323	possible nitrilase	0.026	0.004	0.173	25.79	98.05	3.182	0.025	0.026	0.00414423808104163
Syncc9902_1324	2-phosphosulfolactate phosphatas (EC:3.1.3.71 )	NaN	0.0	0.0	0.0	60.93	1.105	NaN	NaN	1.92284739939245
Syncc9902_1325	Carboxylyase-related protein	0.076	0.022	0.283	17.72	92.19	2.396	0.075	0.076	0.0502352074478673
Syncc9902_1326	3-phosphoshikimate 1-carboxyvinyltransferase	0.109	0.018	0.161	22.22	91.63	3.613	0.103	0.109	0.077063950065326
Syncc9902_1327	hypothetical protein	NaN	0.0	0.0	0.2	100.0	2.4	NaN	NaN	0.339185635840323
Syncc9902_1328	UDP-N-acetylglucosamine pyrophosphorylase (EC:2.7.7.23 )	0.082	0.012	0.148	25.13	100.0	3.354	0.078	0.082	0.052785488498484
Syncc9902_1329	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase	0.174	0.028	0.161	13.56	97.85	2.561	0.19	0.174	0.22216852159699
Syncc9902_1330	hypothetical protein	0.1	0.031	0.312	4.12	99.87	2.793	0.178	0.1	0.52486050078999
Syncc9902_1331	glycogen synthase	0.047	0.008	0.173	39.82	100.0	4.767	0.046	0.047	0.0399766847401508
Syncc9902_1332	hypothetical protein	0.067	0.011	0.172	7.33	69.78	1.888	0.058	0.067	0.420490232916301
Syncc9902_1333	Naphthoate synthase	0.049	0.004	0.092	11.95	98.16	2.661	0.049	0.049	0.0318704177795751
Syncc9902_1334	Menaquinone biosynthesis protein (EC:2.5.1.64 )	0.111	0.017	0.155	33.74	78.03	3.607	0.11	0.111	0.242445922489752
Syncc9902_1335	Peptidase S26A, signal peptidase I (EC:3.4.21.89 )	0.11	0.021	0.19	54.28	90.83	4.254	0.111	0.11	0.0769086254808075
Syncc9902_1336	hypothetical protein	0.052	0.011	0.202	100.0	100.0	8.228	0.043	0.052	0.0570225394774616
Syncc9902_1337	hypothetical protein	0.25	0.049	0.197	97.67	100.0	7.996	0.252	0.252	0.574049144338854
Syncc9902_1338	hypothetical protein	0.172	0.032	0.183	91.52	100.0	10.493	0.167	0.171	0.231457761937875
Syncc9902_1339	Naringenin-chalcone synthase (EC:2.3.1.74 )	0.23	0.052	0.224	92.4	100.0	10.308	0.233	0.231	0.336466752433975
Syncc9902_1340	hypothetical protein	0.181	0.04	0.219	100.0	100.0	12.12	0.176	0.174	0.245395604523355
Syncc9902_1341	hypothetical protein	0.154	0.03	0.196	100.0	100.0	11.086	0.16	0.154	0.43994262833911
Syncc9902_1342	hypothetical protein	0.214	0.028	0.131	84.8	100.0	7.452	0.216	0.269	0.373348285825401
Syncc9902_1343	hypothetical protein	0.092	0.037	0.402	100.0	100.0	15.755	0.094	0.099	0.0796414858358774
Syncc9902_1344	hypothetical protein	0.234	0.057	0.243	92.16	100.0	12.762	0.263	0.23	0.168480755081186
Syncc9902_1345	hypothetical protein	0.073	0.023	0.308	100.0	100.0	16.023	0.076	0.074	0.102468121048446
Syncc9902_1346	zeta-carotene desaturase-like	0.157	0.036	0.23	100.0	100.0	15.117	0.153	0.158	0.254409204856335
Syncc9902_1347	hypothetical protein	0.408	0.073	0.179	87.27	100.0	11.188	0.394	0.55	1.14540191625281
Syncc9902_1348	hypothetical protein	0.144	0.04	0.278	100.0	100.0	24.243	0.136	0.141	0.154219993445601
Syncc9902_1349	hypothetical protein	0.206	0.062	0.299	100.0	100.0	19.923	0.227	0.206	0.179267550456455
Syncc9902_1350	hypothetical protein	0.235	0.03	0.128	100.0	100.0	10.554	0.234	0.217	2.2525129454767
Syncc9902_1351	Rare lipoprotein A	0.387	0.084	0.218	100.0	100.0	22.121	0.394	0.399	0.318269284778387
Syncc9902_1352	oxidoreductase	0.097	0.028	0.283	100.0	100.0	28.434	0.095	0.101	0.359607596282323
Syncc9902_1353	metal-binding protein-like	0.35	0.095	0.272	100.0	100.0	26.191	0.365	0.412	0.520890204203894
Syncc9902_1354	hypothetical protein	0.142	0.034	0.242	100.0	100.0	18.226	0.142	0.138	0.0696517412935323
Syncc9902_1355	hypothetical protein	0.146	0.03	0.208	100.0	100.0	22.222	0.154	0.146	0.192638200737623
Syncc9902_1356	pterin-4-alpha-carbinolamine dehydratase	0.114	0.024	0.208	100.0	100.0	17.815	0.119	0.121	0.0980435506577044
Syncc9902_1357	hypothetical protein	0.419	0.021	0.049	100.0	100.0	13.349	0.42	0.447	0.946372827660588
Syncc9902_1358	5-oxoprolinase (ATP-hydrolyzing) (EC:3.5.2.9 )	0.203	0.046	0.225	94.89	100.0	12.705	0.199	0.218	0.308444093859925
Syncc9902_1359	possible permease	0.097	0.029	0.295	93.72	100.0	14.852	0.101	0.105	0.165653112211684
Syncc9902_1360	hypothetical protein	0.13	0.033	0.25	73.7	91.74	8.281	0.145	0.13	0.177982536798478
Syncc9902_1361	hypothetical protein	0.195	0.029	0.15	87.8	100.0	7.424	0.208	0.195	0.258892237707826
Syncc9902_1362	hypothetical protein	0.326	0.028	0.086	28.76	100.0	4.143	0.313	0.277	0.270502012201664
Syncc9902_1363	hypothetical protein	0.11	0.044	0.398	91.48	100.0	11.169	0.114	0.124	0.271295627715915
Syncc9902_1364	ABC transporter, substrate binding protein, possibly Mn	0.136	0.048	0.354	100.0	100.0	20.51	0.133	0.136	0.216487248154149
Syncc9902_1365	ATPase	0.141	0.057	0.406	100.0	100.0	22.852	0.129	0.141	0.0941374606855254
Syncc9902_1366	ABC transporter component, possibly Mn transport	0.091	0.032	0.349	98.97	100.0	16.758	0.096	0.097	0.0732000414229013
Syncc9902_1367	Glycosyltransferase-like	0.228	0.065	0.285	83.57	98.92	11.729	0.225	0.249	0.23005887555748
Syncc9902_1368	hypothetical protein	0.182	0.066	0.363	87.83	100.0	11.069	0.191	0.194	0.182616918146049
Syncc9902_1369	hypothetical protein	0.169	0.079	0.469	100.0	100.0	15.848	0.168	0.168	0.723452061784715
Syncc9902_1370	hypothetical protein	0.189	0.057	0.302	100.0	100.0	24.106	0.186	0.189	0.102894440503205
Syncc9902_1371	ribose-phosphate pyrophosphokinase (EC:2.7.6.1 )	0.022	0.006	0.282	100.0	100.0	16.736	0.027	0.022	0.360508081522858
Syncc9902_1372	hypothetical protein	0.221	0.05	0.226	100.0	100.0	18.775	0.23	0.221	0.196123757535729
Syncc9902_1373	Cell envelope-related transcriptional attenuator	0.255	0.052	0.203	100.0	100.0	11.322	0.255	0.267	0.428705080656722
Syncc9902_1374	hypothetical protein	0.094	0.025	0.263	100.0	100.0	20.68	0.099	0.094	0.0940217003497873
Syncc9902_1375	Glycoside hydrolase, family 77 (EC:2.4.1.25 )	0.145	0.036	0.251	100.0	100.0	16.773	0.158	0.149	0.175810174071343
Syncc9902_1376	hypothetical protein	0.28	0.087	0.309	100.0	100.0	20.302	0.275	0.284	0.33324125606506
Syncc9902_1377	Pseudouridine synthase, Rsu	0.246	0.063	0.257	100.0	100.0	19.759	0.223	0.249	0.193455898239389
Syncc9902_1378	hypothetical protein	0.029	0.009	0.306	99.76	100.0	12.412	0.029	0.028	0.314451313904631
Syncc9902_1379	possible kinase	0.05	0.019	0.381	100.0	100.0	20.144	0.052	0.05	0.0761260693450494
Syncc9902_1380	Arginine decarboxylase (EC:4.1.1.19 )	0.187	0.025	0.134	87.85	100.0	6.276	0.18	0.203	0.313998877662024
Syncc9902_1381	hypothetical protein	0.101	0.016	0.163	80.29	100.0	6.492	0.1	0.096	0.0733962475910163
Syncc9902_1382	hypothetical protein	0.183	0.02	0.111	47.3	100.0	4.878	0.186	0.183	0.172506154492899
Syncc9902_1383	Arabinose efflux permease-like	0.12	0.019	0.16	20.33	73.85	2.196	0.158	0.12	0.142225503789098
