old_locus_tag	protein_id
sync_2136	WP_167897215.1
sync_2137	WP_011620051.1
sync_2138	WP_011620052.1
sync_2139	WP_041426658.1
sync_2140	WP_011620054.1
sync_2141	WP_011620055.1
sync_2142	WP_011620056.1
sync_2143	WP_011620057.1
sync_2144	WP_011620058.1
sync_2146	WP_041426659.1
sync_2147	WP_011620060.1
sync_2148	WP_011620061.1
sync_2149	WP_011620062.1
sync_2150	WP_011620063.1
sync_2151	WP_041427078.1
sync_2152	WP_011620065.1
sync_2153	WP_011620066.1
sync_2154	WP_011620067.1
sync_2155	WP_011620068.1
sync_2156	WP_011620069.1
sync_2157	WP_041426660.1
sync_2158	WP_011620071.1
sync_2159	WP_011620072.1
sync_2160	WP_237699207.1
sync_2161	WP_011620074.1
sync_2162	WP_011620075.1
sync_2163	WP_011620076.1
sync_2166	WP_006043540.1
sync_2168	WP_011620079.1
sync_2169	WP_011620080.1
sync_2170	WP_041426661.1
sync_2171	WP_011620082.1
sync_2172	WP_011620083.1
sync_2173	WP_011620084.1
sync_2174	WP_011620085.1
sync_2176	WP_041426662.1
sync_2179	WP_255321984.1
sync_2180	WP_011620091.1
sync_2184	WP_041426663.1
sync_2185	WP_041426664.1
sync_2187	WP_041427079.1
sync_2188	WP_167897217.1
sync_2190	WP_041427080.1
sync_2191	WP_011620102.1
sync_2192	WP_041426666.1
sync_2193	WP_011620104.1
sync_2195	WP_041426667.1
sync_2196	WP_255322044.1
sync_2197	WP_041427081.1
sync_2198	WP_011620108.1
sync_2199	WP_011620109.1
sync_2200	WP_369791611.1
sync_2201	WP_011620111.1
sync_2202	WP_071813717.1
sync_2203	WP_011620113.1
sync_2204	WP_006853572.1
sync_2205	WP_011620115.1
sync_2206	WP_011620116.1
sync_2207	WP_041426670.1
sync_2208	WP_011620118.1
sync_2209	WP_011620119.1
sync_2210	WP_041426671.1
sync_2211	WP_041426672.1
sync_2212	WP_041427082.1
sync_2213	WP_041427083.1
sync_2214	WP_041426673.1
sync_2215	WP_041426674.1
sync_2216	WP_011620126.1
sync_2217	WP_011620127.1
sync_2218	WP_011620128.1
sync_2219	WP_011620129.1
sync_2220	WP_011620130.1
sync_2221	WP_011620131.1
sync_2222	WP_041427084.1
sync_2223	WP_011620133.1
sync_2224	WP_011620134.1
sync_2226	WP_011620136.1
sync_2227	WP_011620137.1
sync_2228	WP_041426675.1
sync_2229	WP_011620139.1
sync_2230	WP_011620140.1
sync_2232	WP_011620142.1
sync_2233	WP_011620143.1
sync_2234	WP_011620144.1
sync_2236	WP_011620146.1
sync_2237	WP_011620147.1
sync_2238	WP_237699208.1
sync_2241	WP_011620151.1
sync_2245	WP_041427086.1
sync_2246	WP_011620156.1
sync_2248	WP_011620158.1
sync_2249	WP_011620159.1
sync_2250	WP_041426681.1
sync_2251	WP_011620161.1
sync_2252	WP_011620162.1
sync_2254	WP_006043345.1
sync_2255	WP_041426682.1
sync_2256	WP_011620166.1
sync_2257	WP_011620167.1
sync_2258	WP_011620168.1
sync_2260	WP_011620169.1
sync_2265	WP_011620174.1
sync_2266	WP_011620175.1
sync_2267	WP_011620176.1
sync_2268	WP_011620177.1
sync_2269	WP_011620178.1
sync_2270	WP_011620179.1
sync_2271	WP_041427089.1
sync_2272	WP_011620181.1
sync_2274	WP_011620183.1
sync_2275	WP_011620184.1
sync_2276	WP_011620185.1
sync_2277	WP_011620186.1
sync_2281	WP_041427090.1
sync_2282	WP_011620191.1
sync_2283	WP_011620192.1
sync_2284	WP_011620193.1
sync_2285	WP_011620194.1
sync_2286	WP_041426683.1
sync_2287	WP_041426684.1
sync_2288	WP_011620197.1
sync_2289	WP_041426685.1
sync_2290	WP_011620199.1
sync_2291	WP_011620200.1
sync_2292	WP_011620201.1
sync_2293	WP_011620202.1
sync_2294	WP_011620203.1
sync_2295	WP_041427092.1
sync_2296	WP_011620205.1
sync_2297	WP_167897219.1
sync_2298	WP_011620207.1
sync_2299	WP_011620208.1
sync_2300	WP_167897221.1
sync_2304	WP_011620213.1
sync_2306	WP_011620215.1
sync_2307	WP_011620216.1
sync_2308	WP_041427093.1
sync_2309	WP_011620218.1
sync_2310	WP_011620219.1
sync_2311	WP_011620220.1
sync_2312	WP_011620221.1
sync_2313	WP_011620222.1
sync_2314	WP_011620223.1
sync_2315	WP_011620224.1
sync_2316	WP_011620225.1
sync_2317	WP_006854325.1
sync_2318	WP_011620226.1
sync_2319	WP_041427095.1
sync_2320	WP_011620228.1
sync_2323	WP_011620231.1
sync_2324	WP_011620232.1
sync_2325	WP_011620233.1
sync_2326	WP_011620234.1
sync_2327	WP_193328855.1
sync_2328	WP_011620236.1
sync_2329	WP_011620237.1
sync_2330	WP_011620238.1
sync_2331	WP_011620239.1
sync_2332	WP_011620240.1
sync_2333	WP_011620241.1
sync_2334	WP_011620242.1
sync_2335	WP_011620243.1
sync_2336	WP_011620244.1
sync_2337	WP_041426693.1
sync_2338	WP_011620246.1
sync_2339	WP_011620247.1
sync_2340	WP_011620248.1
sync_2341	WP_011620249.1
sync_2342	WP_011620250.1
sync_2343	WP_011620251.1
sync_2344	WP_049750355.1
sync_2345	WP_011620253.1
sync_2346	WP_011620254.1
sync_2347	WP_041426695.1
sync_2348	WP_049750356.1
sync_2349	WP_011620257.1
sync_2350	WP_041426696.1
sync_2351	WP_011620259.1
sync_2352	WP_255321986.1
sync_2353	WP_011620261.1
sync_2354	WP_011620262.1
sync_2355	WP_006854361.1
sync_2356	WP_011620263.1
sync_2357	WP_011620264.1
sync_2358	WP_011620265.1
sync_2360	WP_011620267.1
sync_2361	WP_011620268.1
sync_2362	WP_011620269.1
sync_2363	WP_011620270.1
sync_2364	WP_011620271.1
sync_2365	WP_011620272.1
sync_2366	WP_011620273.1
sync_2367	WP_011620274.1
sync_2368	WP_011620275.1
sync_2369	WP_011620276.1
sync_2370	WP_041426698.1
sync_2371	WP_011620278.1
sync_2372	WP_011620279.1
sync_2373	WP_011620280.1
sync_2375	WP_071813692.1
sync_2377	WP_083756076.1
sync_2378	WP_011620284.1
sync_2380	WP_049750358.1
sync_2381	WP_049750407.1
sync_2382	WP_011620288.1
sync_2384	WP_011618340.1
sync_2385	WP_167897223.1
sync_2386	WP_011620291.1
sync_2387	WP_049750359.1
sync_2388	WP_011620293.1
sync_2389	WP_041426701.1
sync_2390	WP_011620295.1
sync_2391	WP_011620296.1
sync_2392	WP_011620297.1
sync_2393	WP_041426702.1
sync_2394	WP_011620299.1
sync_2395	WP_041427102.1
sync_2396	WP_011620301.1
sync_2397	WP_011620302.1
sync_2398	WP_011620303.1
sync_2399	WP_011620304.1
sync_2400	WP_011620305.1
sync_2401	WP_011620306.1
sync_2403	WP_011620308.1
sync_2404	WP_011620309.1
sync_2405	WP_011620310.1
sync_2408	WP_011620313.1
sync_2409	WP_011620314.1
sync_2410	WP_041426705.1
sync_2411	WP_148201997.1
sync_2412	WP_083756096.1
sync_2413	WP_167897110.1
sync_2416	WP_011620321.1
sync_2417	WP_011620322.1
sync_2420	WP_237699211.1
sync_2423	WP_237699212.1
sync_2424	WP_049750360.1
sync_2426	WP_011620331.1
sync_2430	WP_011620335.1
sync_2431	WP_148201903.1
sync_2432	WP_255321987.1
sync_2434	WP_011620339.1
sync_2435	WP_011620340.1
sync_2436	WP_041427107.1
sync_2437	WP_011620342.1
sync_2439	WP_011620344.1
sync_2441	WP_011620346.1
sync_2442	WP_011620347.1
sync_2443	WP_011620348.1
sync_2444	WP_011620349.1
sync_2446	WP_148201905.1
sync_2447	WP_011620352.1
sync_2448	WP_011620353.1
sync_2450	WP_237699214.1
sync_2451	WP_011620355.1
sync_2452	WP_041426721.1
sync_2453	WP_011620357.1
sync_2454	WP_237699215.1
sync_2455	WP_011620359.1
sync_2456	WP_011620360.1
sync_2457	WP_011620361.1
sync_2459	WP_011620362.1
sync_2460	WP_011620363.1
sync_2461	WP_011620364.1
sync_2462	WP_011620365.1
sync_2463	WP_011620366.1
sync_2464	WP_011620367.1
sync_2465	WP_011620368.1
sync_2466	WP_049750410.1
sync_2467	WP_011620370.1
sync_2468	WP_011620371.1
sync_2470	WP_006043142.1
sync_2471	WP_011620373.1
sync_2472	WP_041426722.1
sync_2473	WP_011620375.1
sync_2474	WP_011620376.1
sync_2475	WP_011620377.1
sync_2476	WP_011620378.1
sync_2478	WP_011620380.1
sync_2479	WP_041426723.1
sync_2480	WP_011620382.1
sync_2481	WP_011620383.1
sync_2482	WP_011620384.1
sync_2483	WP_011620385.1
sync_2484	WP_041426724.1
sync_2485	WP_011620387.1
sync_2486	WP_011620388.1
sync_2487	WP_011620389.1
sync_2488	WP_011620390.1
sync_2489	WP_011620391.1
sync_2490	WP_167897229.1
sync_2491	WP_011620393.1
sync_2492	WP_011620394.1
sync_2493	WP_193328831.1
sync_2494	WP_237699217.1
sync_2496	WP_011620398.1
sync_2497	WP_041426725.1
sync_2499	WP_011620398.1
sync_2500	WP_041426726.1
sync_2501	WP_011620401.1
sync_2502	WP_011620402.1
sync_2503	WP_011620403.1
sync_2504	WP_011620404.1
sync_2505	WP_167897231.1
sync_2506	WP_011620406.1
sync_2507	WP_237699218.1
sync_2508	WP_011620408.1
sync_2509	WP_011620409.1
sync_2510	WP_041426727.1
sync_2511	WP_041426728.1
sync_2512	WP_011620412.1
sync_2513	WP_011620413.1
sync_2514	WP_011620414.1
sync_2515	WP_011620415.1
sync_2516	WP_011620416.1
sync_2517	WP_041427115.1
sync_2520	WP_011620420.1
sync_2521	WP_369791612.1
sync_2522	WP_011620422.1
sync_2523	WP_011620423.1
sync_2524	WP_041427118.1
sync_2525	WP_006854531.1
sync_2527	WP_011620426.1
sync_2528	WP_041426731.1
sync_2529	WP_011620428.1
sync_2530	WP_011620429.1
sync_2531	WP_011620430.1
sync_2532	WP_011620431.1
sync_2533	WP_011620432.1
sync_2534	WP_011620433.1
sync_2540	WP_083756098.1
sync_2541	WP_148201907.1
sync_2542	WP_041426733.1
sync_2543	WP_011620437.1
sync_2544	WP_237699219.1
sync_2545	WP_011620439.1
sync_2546	WP_011620440.1
sync_2547	WP_011620441.1
sync_2548	WP_041426734.1
sync_2549	WP_011620443.1
sync_2551	WP_041426735.1
sync_2552	WP_011620446.1
sync_2553	WP_041426737.1
sync_2554	WP_011620448.1
sync_2555	WP_011620449.1
sync_2556	WP_011620450.1
sync_2557	WP_041427120.1
sync_2558	WP_041426738.1
sync_2559	WP_041426739.1
sync_2560	WP_011620454.1
sync_2561	WP_041427121.1
sync_2562	WP_011620456.1
sync_2563	WP_011620457.1
sync_2564	WP_011620458.1
sync_2565	WP_011620459.1
sync_2566	WP_237699220.1
sync_2567	WP_041426740.1
sync_2568	WP_011620462.1
sync_2569	WP_011620463.1
sync_2570	WP_011620464.1
sync_2571	WP_011620465.1
sync_2572	WP_011620466.1
sync_2573	WP_011620467.1
sync_2574	WP_011620468.1
sync_2575	WP_011620469.1
sync_2576	WP_011620470.1
sync_2577	WP_011620471.1
sync_2579	WP_011620473.1
sync_2581	WP_011620475.1
sync_2583	WP_041426741.1
sync_2584	WP_041426743.1
sync_2585	WP_011620479.1
sync_2586	WP_011618836.1
sync_2587	WP_041426744.1
sync_2588	WP_041426745.1
sync_2591	WP_011620483.1
sync_2592	WP_041426747.1
sync_2593	WP_237699221.1
sync_2594	WP_041426748.1
sync_2595	WP_369791613.1
sync_2596	WP_011620488.1
sync_2597	WP_011620489.1
sync_2598	WP_011620490.1
sync_2599	WP_041427123.1
sync_2600	WP_011620492.1
sync_2601	WP_011620493.1
sync_2602	WP_011620494.1
sync_2603	WP_011620495.1
sync_2604	WP_041426749.1
sync_2605	WP_011620497.1
sync_2606	WP_011620498.1
sync_2607	WP_011620499.1
sync_2608	WP_011620500.1
sync_2609	WP_011620501.1
sync_2610	WP_011620502.1
sync_2611	WP_011620503.1
sync_2612	WP_011620504.1
sync_2613	WP_011620505.1
sync_2614	WP_011620506.1
sync_2615	WP_011620507.1
sync_2616	WP_011620508.1
sync_2617	WP_011620509.1
sync_2618	WP_011620510.1
sync_2619	WP_369791619.1
sync_2620	WP_041426752.1
sync_2621	WP_011620513.1
sync_2622	WP_006854001.1
sync_2623	WP_011620515.1
sync_2624	WP_011620516.1
sync_2625	WP_011620517.1
sync_2626	WP_011620518.1
sync_2627	WP_011620519.1
sync_2628	WP_011620520.1
sync_2629	WP_041427126.1
sync_2630	WP_041427127.1
sync_2631	WP_237699222.1
sync_2632	WP_011620524.1
sync_2633	WP_011620525.1
sync_2634	WP_011620526.1
sync_2635	WP_011620527.1
sync_2636	WP_041427128.1
sync_2637	WP_041426756.1
sync_2638	WP_041427129.1
sync_2639	WP_011620531.1
sync_2640	WP_011620532.1
sync_2641	WP_011620533.1
sync_2642	WP_011620534.1
sync_2643	WP_237699223.1
sync_2644	WP_041426757.1
sync_2645	WP_011620537.1
sync_2646	WP_011620538.1
sync_2647	WP_011620539.1
sync_2648	WP_011620540.1
sync_2649	WP_011620541.1
sync_2650	WP_011620542.1
sync_2651	WP_148201911.1
sync_2652	WP_011620544.1
sync_2653	WP_011620545.1
sync_2654	WP_041426758.1
sync_2655	WP_011620547.1
sync_2656	WP_041427132.1
sync_2657	WP_011620549.1
sync_2658	WP_011620550.1
sync_2659	WP_011620551.1
sync_2660	WP_011620552.1
sync_2661	WP_011620553.1
sync_2662	WP_011620554.1
sync_2663	WP_011620555.1
sync_2664	WP_041426760.1
sync_2665	WP_237699225.1
sync_2666	WP_011620558.1
sync_2667	WP_011620559.1
sync_2668	WP_237699226.1
sync_2669	WP_011620561.1
sync_2670	WP_041426761.1
sync_2671	WP_041426763.1
sync_2672	WP_167897233.1
sync_2673	WP_011620565.1
sync_2674	WP_011620566.1
sync_2675	WP_237699227.1
sync_2676	WP_237699228.1
sync_2677	WP_011620569.1
sync_2678	WP_011620570.1
sync_2679	WP_011620571.1
sync_2681	WP_011620573.1
sync_2682	WP_011620574.1
sync_2683	WP_011620575.1
sync_2684	WP_011620576.1
sync_2685	WP_083756079.1
sync_2686	WP_148201912.1
sync_2687	WP_167897237.1
sync_2689	WP_167897239.1
sync_2691	WP_011620583.1
sync_2692	WP_049750413.1
sync_2693	WP_202795157.1
sync_2696	WP_011620588.1
sync_2697	WP_167897241.1
sync_2698	WP_011620590.1
sync_2699	WP_011620591.1
sync_2700	WP_011620592.1
sync_2701	WP_083756100.1
sync_2702	WP_011620594.1
sync_2703	WP_011620595.1
sync_2705	WP_041426771.1
sync_2706	WP_041426772.1
sync_2707	WP_011620599.1
sync_2708	WP_011620600.1
sync_2709	WP_011620601.1
sync_2710	WP_011620602.1
sync_2712	WP_049750366.1
sync_2713	WP_011620605.1
sync_2714	WP_011620606.1
sync_2715	WP_011620607.1
sync_2716	WP_041426774.1
sync_2717	WP_237699230.1
sync_2718	WP_011620610.1
sync_2719	WP_011620611.1
sync_2720	WP_041426775.1
sync_2721	WP_011620613.1
sync_2722	WP_011620614.1
sync_2723	WP_041427140.1
sync_2724	WP_011620616.1
sync_2725	WP_011620617.1
sync_2726	WP_011620618.1
sync_2727	WP_011620619.1
sync_2728	WP_041426776.1
sync_2729	WP_011620621.1
sync_2730	WP_011620622.1
sync_2731	WP_041427141.1
sync_2732	WP_011620624.1
sync_2733	WP_011620625.1
sync_2734	WP_011620626.1
sync_2735	WP_011620627.1
sync_2736	WP_011620628.1
sync_2737	WP_049750367.1
sync_2738	WP_237699231.1
sync_2739	WP_011620631.1
sync_2740	WP_041427144.1
sync_2741	WP_011620633.1
sync_2742	WP_011620634.1
sync_2743	WP_011620635.1
sync_2744	WP_011620636.1
sync_2745	WP_011620637.1
sync_2748	WP_011620640.1
sync_2749	WP_167897243.1
sync_2757	WP_237699232.1
sync_2759	WP_011620651.1
sync_2764	WP_237699232.1
sync_2765	WP_011620654.1
sync_2766	WP_041426783.1
sync_2767	WP_011620656.1
sync_2768	WP_011620657.1
sync_2769	WP_011620658.1
sync_2770	WP_011620659.1
sync_2771	WP_011620660.1
sync_2772	WP_011620661.1
sync_2773	WP_011620662.1
sync_2775	WP_011620664.1
sync_2776	WP_011620665.1
sync_2777	WP_011620666.1
sync_2778	WP_202795158.1
sync_2779	WP_011620668.1
sync_2780	WP_011620669.1
sync_2781	WP_011620670.1
sync_2782	WP_369791620.1
sync_2783	WP_148201917.1
sync_2784	WP_011620673.1
sync_2786	WP_011620675.1
sync_2787	WP_011620676.1
sync_2788	WP_041426786.1
sync_2789	WP_011620678.1
sync_2790	WP_041426787.1
sync_2791	WP_369791621.1
sync_2792	WP_011620681.1
sync_2793	WP_011620682.1
sync_2794	WP_011620683.1
sync_2795	WP_011620684.1
sync_2796	WP_011620685.1
sync_2797	WP_011620686.1
sync_2798	WP_011620687.1
sync_2801	WP_369791622.1
sync_2802	WP_011620690.1
sync_2803	WP_011620691.1
sync_2804	WP_011620692.1
sync_2805	WP_011620693.1
sync_2806	WP_011620694.1
sync_2807	WP_011620695.1
sync_2808	WP_011620696.1
sync_2809	WP_011620697.1
sync_2811	WP_071813720.1
sync_2812	WP_011620700.1
sync_2813	WP_011620701.1
sync_2814	WP_011620702.1
sync_2815	WP_041426790.1
sync_2816	WP_041426792.1
sync_2817	WP_148201919.1
sync_2818	WP_237699233.1
sync_2819	WP_011620707.1
sync_2820	WP_148201920.1
sync_2824	WP_041426796.1
sync_2825	WP_011620713.1
sync_2826	WP_237699234.1
sync_2827	WP_011620715.1
sync_2828	WP_041426797.1
sync_2829	WP_011620717.1
sync_2830	WP_011620718.1
sync_2831	WP_011620719.1
sync_2832	WP_011620720.1
sync_2833	WP_167897247.1
sync_2835	WP_011620723.1
sync_2838	WP_011620726.1
sync_2839	WP_041426799.1
sync_2841	WP_041427149.1
sync_2842	WP_011620730.1
sync_2843	WP_167897248.1
sync_2845	WP_011620732.1
sync_2846	WP_011620733.1
sync_2847	WP_011620734.1
sync_2848	WP_041426802.1
sync_2849	WP_167897249.1
sync_2850	WP_011620737.1
sync_2851	WP_011620738.1
sync_2853	WP_011620740.1
sync_2854	WP_041426803.1
sync_2855	WP_011620742.1
sync_2856	WP_011620743.1
sync_2857	WP_011620744.1
sync_2858	WP_011620745.1
sync_2859	WP_011620746.1
sync_2860	WP_049750371.1
sync_2861	WP_011620748.1
sync_2862	WP_011620749.1
sync_2863	WP_011620750.1
sync_2864	WP_041427151.1
sync_2865	WP_011620752.1
sync_2866	WP_011620753.1
sync_2867	WP_011620754.1
sync_2868	WP_011620755.1
sync_2869	WP_011620756.1
sync_2870	WP_041426806.1
sync_2871	WP_011620758.1
sync_2872	WP_041427153.1
sync_2873	WP_011620760.1
sync_2874	WP_011620761.1
sync_2875	WP_011620762.1
sync_2876	WP_011620763.1
sync_2877	WP_011620764.1
sync_2878	WP_011620765.1
sync_2879	WP_011620766.1
sync_2880	WP_011620767.1
sync_2881	WP_011620768.1
sync_2882	WP_011620769.1
sync_2883	WP_011620770.1
sync_2884	WP_011620771.1
sync_2885	WP_041426807.1
sync_2886	WP_011620773.1
sync_2887	WP_011620774.1
sync_2888	WP_011620775.1
sync_2889	WP_011620776.1
sync_2890	WP_011620777.1
sync_2891	WP_011620778.1
sync_2892	WP_011620779.1
sync_2893	WP_193328834.1
sync_2894	WP_041427155.1
sync_2896	WP_011620783.1
sync_2897	WP_011620784.1
sync_2898	WP_041426810.1
sync_2899	WP_011620786.1
sync_2900	WP_011620787.1
sync_2901	WP_011620788.1
sync_2904	WP_011620791.1
sync_2905	WP_011620792.1
sync_2906	WP_041427157.1
sync_2907	WP_011620794.1
sync_2908	WP_049750372.1
sync_2909	WP_011620796.1
sync_2910	WP_011620797.1
sync_2911	WP_011620798.1
sync_2914	WP_011620801.1
sync_2915	WP_011620802.1
sync_2916	WP_011620803.1
sync_2917	WP_011620804.1
sync_2918	WP_011620805.1
sync_2919	WP_011620806.1
sync_2920	WP_041427160.1
sync_2921	WP_148201927.1
sync_2922	WP_011620809.1
sync_2923	WP_011620810.1
sync_2924	WP_011620811.1
sync_2925	WP_011620812.1
sync_2926	WP_011620813.1
sync_2927	WP_011620814.1
sync_2928	WP_011620815.1
sync_2929	WP_237699318.1
sync_2930	WP_006854943.1
sync_2931	WP_011620817.1
sync_2932	WP_041426812.1
sync_2933	WP_011620819.1
sync_2934	WP_006854947.1
sync_2935	WP_041426813.1
sync_2936	WP_041427162.1
sync_2938	WP_011620823.1
sync_2939	WP_011620824.1
sync_2940	WP_011620825.1
sync_2941	WP_193328860.1
sync_2942	WP_011620827.1
sync_2943	WP_011620828.1
