protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002291079.1	THAPSDRAFT_6204	no	0	none
XP_002291080.1	THAPSDRAFT_41038	yes	1	IPR001048
XP_002291081.1	THAPSDRAFT_6207	no	0	none
XP_002291082.1	THAPSDRAFT_6209	yes	1	IPR006992
XP_002291083.1	THAPSDRAFT_6211	yes	2	IPR004367,IPR006671
XP_002291084.1	THAPSDRAFT_41045	yes	1	IPR001509
XP_002291085.1	THAPSDRAFT_262874	yes	1	IPR007723
XP_002291086.1	THAPSDRAFT_23127	yes	1	IPR006571
XP_002291087.1	THAPSDRAFT_262877	yes	1	IPR005322
XP_002291088.1	THAPSDRAFT_35094	yes	1	IPR006140
XP_002291089.1	THAPSDRAFT_23130	no	0	none
XP_002291090.1	THAPSDRAFT_262879	yes	1	IPR000794
XP_002291091.1	THAPSDRAFT_35017	no	0	none
XP_002291092.1	THAPSDRAFT_34590	no	0	none
XP_002291093.1	THAPSDRAFT_35022	no	0	none
XP_002291094.1	THAPSDRAFT_34876	yes	3	IPR001680,IPR006692,IPR010714
XP_002291095.1	THAPSDRAFT_6234	no	0	none
XP_002291096.1	THAPSDRAFT_6236	no	0	none
XP_002291097.1	THAPSDRAFT_28651	yes	1	IPR002155
XP_002291098.1	THAPSDRAFT_6243	yes	1	IPR002589
XP_002291099.1	THAPSDRAFT_262891	yes	1	IPR007230
XP_002291100.1	THAPSDRAFT_23142	yes	1	IPR002422
XP_002291101.1	THAPSDRAFT_6252	no	0	none
XP_002291102.1	THAPSDRAFT_34773	yes	1	IPR007873
XP_002291103.1	THAPSDRAFT_23143	yes	2	IPR004367,IPR006671
XP_002291104.1	THAPSDRAFT_6255	no	0	none
XP_002291105.1	THAPSDRAFT_23144	no	0	none
XP_002291106.1	THAPSDRAFT_35135	yes	1	IPR000719
XP_002291107.1	THAPSDRAFT_41068	yes	1	IPR004000
XP_002291108.1	THAPSDRAFT_23147	yes	1	IPR001478
XP_002291109.1	THAPSDRAFT_6265	no	0	none
XP_002291110.1	THAPSDRAFT_269114	yes	1	IPR002085
XP_002291111.1	THAPSDRAFT_34826	no	0	none
XP_002291112.1	THAPSDRAFT_269115	no	0	none
XP_002291113.1	THAPSDRAFT_28667	yes	1	IPR000511
XP_002291114.1	THAPSDRAFT_23160	no	0	none
XP_002291115.1	THAPSDRAFT_262907	yes	1	IPR002557
XP_002291116.1	THAPSDRAFT_23162	no	0	none
XP_002291117.1	THAPSDRAFT_6284	no	0	none
XP_002291118.1	THAPSDRAFT_6285	yes	2	IPR001404,IPR003594
XP_002291119.1	THAPSDRAFT_6287	no	0	none
XP_002291120.1	THAPSDRAFT_6288	no	0	none
XP_002291121.1	THAPSDRAFT_6290	yes	1	IPR001564
XP_002291122.1	THAPSDRAFT_6292	no	0	none
XP_002291123.1	THAPSDRAFT_6294	no	0	none
XP_002291124.1	THAPSDRAFT_6295	no	0	none
XP_002291125.1	THAPSDRAFT_269123	yes	1	IPR001208
XP_002291126.1	THAPSDRAFT_35036	yes	1	IPR007599
XP_002291127.1	THAPSDRAFT_23169	yes	1	IPR001680
XP_002291128.1	THAPSDRAFT_23170	no	0	none
XP_002291129.1	THAPSDRAFT_28682	yes	1	IPR002423
XP_002291130.1	THAPSDRAFT_262924	no	0	none
XP_002291131.1	THAPSDRAFT_6307	no	0	none
XP_002291132.1	THAPSDRAFT_262926	yes	2	IPR002319,IPR005121
XP_002291133.1	THAPSDRAFT_35126	yes	1	IPR000719
XP_002291134.1	THAPSDRAFT_262934	no	0	none
XP_002291135.1	THAPSDRAFT_23177	yes	1	IPR008374
XP_002291136.1	THAPSDRAFT_23179	yes	2	IPR000640,IPR000795
XP_002291137.1	THAPSDRAFT_262936	no	0	none
XP_002291138.1	THAPSDRAFT_269135	no	0	none
XP_002291139.1	THAPSDRAFT_28704	yes	1	IPR004686
XP_002291140.1	THAPSDRAFT_262941	yes	1	IPR000232
XP_002291141.1	THAPSDRAFT_23187	yes	1	IPR007949
XP_002291142.1	THAPSDRAFT_23191	no	0	none
XP_002291143.1	THAPSDRAFT_6330	no	0	none
XP_002291144.1	THAPSDRAFT_262946	yes	2	IPR005101,IPR006050
XP_002291145.1	THAPSDRAFT_23196	yes	1	IPR000504
XP_002291146.1	THAPSDRAFT_6339	no	0	none
XP_002291147.1	THAPSDRAFT_6341	no	0	none
XP_002291148.1	THAPSDRAFT_23198	no	0	none
XP_002291149.1	THAPSDRAFT_6344	no	0	none
XP_002291150.1	THAPSDRAFT_34714	yes	1	IPR002125
XP_002291151.1	THAPSDRAFT_41117	yes	2	IPR001440,IPR010491
XP_002291152.1	THAPSDRAFT_6348	yes	1	IPR009288
XP_002291153.1	THAPSDRAFT_41122	yes	1	IPR000555
XP_002291154.1	THAPSDRAFT_35055	yes	1	IPR002891
XP_002291155.1	THAPSDRAFT_6356	no	0	none
XP_002291156.1	THAPSDRAFT_6357	yes	1	IPR002921
XP_002291157.1	THAPSDRAFT_6360	no	0	none
XP_002291158.1	THAPSDRAFT_23208	yes	1	IPR001092
XP_002291159.1	THAPSDRAFT_6365	no	0	none
XP_002291160.1	THAPSDRAFT_6368	no	0	none
XP_002291161.1	THAPSDRAFT_6370	yes	1	IPR001537
XP_002291162.1	THAPSDRAFT_6376	no	0	none
XP_002291163.1	THAPSDRAFT_6378	no	0	none
XP_002291164.1	THAPSDRAFT_6380	no	0	none
XP_002291165.1	THAPSDRAFT_6383	yes	1	IPR005576
XP_002291166.1	THAPSDRAFT_23216	no	0	none
XP_002291167.1	THAPSDRAFT_23217	no	0	none
XP_002291168.1	THAPSDRAFT_6389	yes	1	IPR007320
XP_002291169.1	THAPSDRAFT_269148	yes	4	IPR000640,IPR000795,IPR004161,IPR005517
XP_002291170.1	THAPSDRAFT_6395	yes	1	IPR000733
XP_002291171.1	THAPSDRAFT_6396	no	0	none
XP_002291172.1	THAPSDRAFT_269151	no	0	none
XP_002291173.1	THAPSDRAFT_23223	no	0	none
XP_002291174.1	THAPSDRAFT_6401	no	0	none
XP_002291175.1	THAPSDRAFT_6402	no	0	none
XP_002291176.1	THAPSDRAFT_23225	no	0	none
XP_002291177.1	THAPSDRAFT_23226	yes	1	IPR007005
XP_002291178.1	THAPSDRAFT_34735	yes	1	IPR007197
XP_002291179.1	THAPSDRAFT_34681	yes	1	IPR006683
XP_002291180.1	THAPSDRAFT_23230	no	0	none
XP_002291181.1	THAPSDRAFT_6416	no	0	none
XP_002291182.1	THAPSDRAFT_19639	yes	1	IPR007305
XP_002291183.1	THAPSDRAFT_6422	no	0	none
XP_002291184.1	THAPSDRAFT_35087	yes	1	IPR004792
XP_002291185.1	THAPSDRAFT_18613	yes	1	IPR001907
XP_002291186.1	THAPSDRAFT_262980	yes	3	IPR001650,IPR007502,IPR011545
XP_002291187.1	THAPSDRAFT_6431	no	0	none
XP_002291188.1	THAPSDRAFT_6434	no	0	none
XP_002291189.1	THAPSDRAFT_23242	yes	1	IPR001763
XP_002291190.1	THAPSDRAFT_269163	no	0	none
XP_002291191.1	THAPSDRAFT_23246	no	0	none
XP_002291192.1	THAPSDRAFT_6441	no	0	none
XP_002291193.1	THAPSDRAFT_6442	no	0	none
XP_002291194.1	THAPSDRAFT_23247	yes	2	IPR003961,IPR006970
XP_002291195.1	THAPSDRAFT_6446	no	0	none
XP_002291196.1	THAPSDRAFT_34996	yes	1	IPR004918
XP_002291197.1	THAPSDRAFT_6451	no	0	none
XP_002291198.1	THAPSDRAFT_6452	no	0	none
XP_002291199.1	THAPSDRAFT_34851	yes	1	IPR002504
XP_002291200.1	THAPSDRAFT_6456	no	0	none
XP_002291201.1	THAPSDRAFT_6459	yes	1	IPR007259
XP_002291202.1	THAPSDRAFT_35129	yes	3	IPR000330,IPR001650,IPR006935
XP_002291203.1	THAPSDRAFT_23253	no	0	none
XP_002291204.1	THAPSDRAFT_34738	no	0	none
XP_002291205.1	THAPSDRAFT_269169	yes	1	IPR000409
XP_002291206.1	THAPSDRAFT_35116	yes	1	IPR009846
XP_002291207.1	THAPSDRAFT_6468	no	0	none
XP_002291208.1	THAPSDRAFT_263000	yes	1	IPR000504
XP_002291209.1	THAPSDRAFT_6473	no	0	none
XP_002291210.1	THAPSDRAFT_23263	no	0	none
XP_002291211.1	THAPSDRAFT_6478	no	0	none
XP_002291212.1	THAPSDRAFT_6480	yes	1	IPR005123
XP_002291213.1	THAPSDRAFT_263002	no	0	none
XP_002291214.1	THAPSDRAFT_6483	yes	1	IPR008775
XP_002291215.1	THAPSDRAFT_15977	yes	2	IPR000756,IPR001206
XP_002291216.1	THAPSDRAFT_23270	no	0	none
XP_002291217.1	THAPSDRAFT_6491	no	0	none
XP_002291218.1	THAPSDRAFT_23273	no	0	none
XP_002291219.1	THAPSDRAFT_23275	yes	1	IPR000304
XP_002291220.1	THAPSDRAFT_23277	yes	1	IPR005135
XP_002291221.1	THAPSDRAFT_13909	no	0	none
XP_002291222.1	THAPSDRAFT_263010	no	0	none
XP_002291223.1	THAPSDRAFT_23279	no	0	none
XP_002291224.1	THAPSDRAFT_6505	no	0	none
XP_002291225.1	THAPSDRAFT_270210	no	0	none
XP_002291226.1	THAPSDRAFT_23284	no	0	none
XP_002291227.1	THAPSDRAFT_23285	yes	1	IPR001440
XP_002291228.1	THAPSDRAFT_14384	yes	1	IPR002130
XP_002291229.1	THAPSDRAFT_6517	yes	1	IPR006571
XP_002291230.1	THAPSDRAFT_6519	yes	1	IPR001611
XP_002291231.1	THAPSDRAFT_6522	yes	1	IPR001163
XP_002291232.1	THAPSDRAFT_41211	yes	1	IPR001705
XP_002291233.1	THAPSDRAFT_23292	yes	1	IPR005804
XP_002291234.1	THAPSDRAFT_41216	yes	1	IPR001308
XP_002291235.1	THAPSDRAFT_6529	no	0	none
XP_002291236.1	THAPSDRAFT_23295	no	0	none
XP_002291237.1	THAPSDRAFT_6532	no	0	none
XP_002291238.1	THAPSDRAFT_6533	yes	1	IPR009600
XP_002291239.1	THAPSDRAFT_6536	no	0	none
XP_002291240.1	THAPSDRAFT_6539	no	0	none
XP_002291241.1	THAPSDRAFT_6541	no	0	none
XP_002291242.1	THAPSDRAFT_28816	yes	5	IPR000722,IPR007066,IPR007080,IPR007081,IPR007083
XP_002291243.1	THAPSDRAFT_269183	no	0	none
XP_002291244.1	THAPSDRAFT_23304	no	0	none
XP_002291245.1	THAPSDRAFT_35133	yes	1	IPR004693
XP_002291246.1	THAPSDRAFT_23306	no	0	none
XP_002291247.1	THAPSDRAFT_35207	no	0	none
XP_002291248.1	THAPSDRAFT_19465	no	0	none
XP_002291249.1	THAPSDRAFT_23308	no	0	none
XP_002291250.1	THAPSDRAFT_6562	no	0	none
XP_002291251.1	THAPSDRAFT_6564	yes	1	IPR004307
XP_002291252.1	THAPSDRAFT_23310	no	0	none
XP_002291253.1	THAPSDRAFT_23311	yes	1	IPR007234
XP_002291254.1	THAPSDRAFT_6568	no	0	none
XP_002291255.1	THAPSDRAFT_23315	yes	1	IPR000408
XP_002291256.1	THAPSDRAFT_23316	yes	1	IPR002877
XP_002291257.1	THAPSDRAFT_6576	no	0	none
XP_002291258.1	THAPSDRAFT_34701	yes	1	IPR007242
XP_002291259.1	THAPSDRAFT_6580	no	0	none
XP_002291260.1	THAPSDRAFT_269188	yes	1	IPR001680
XP_002291261.1	THAPSDRAFT_6586	no	0	none
XP_002291262.1	THAPSDRAFT_34881	yes	2	IPR001357,IPR010613
XP_002291263.1	THAPSDRAFT_263033	yes	1	IPR001098
XP_002291264.1	THAPSDRAFT_6591	yes	1	IPR003961
XP_002291265.1	THAPSDRAFT_6592	no	0	none
XP_002291266.1	THAPSDRAFT_6594	no	0	none
XP_002291267.1	THAPSDRAFT_34729	yes	1	IPR002917
XP_002291268.1	THAPSDRAFT_263036	yes	1	IPR001345
XP_002291269.1	THAPSDRAFT_6600	yes	1	IPR001163
XP_002291270.1	THAPSDRAFT_28842	no	0	none
XP_002291271.1	THAPSDRAFT_6603	no	0	none
XP_002291272.1	THAPSDRAFT_6604	no	0	none
XP_002291273.1	THAPSDRAFT_6605	no	0	none
XP_002291274.1	THAPSDRAFT_6607	yes	1	IPR001537
XP_002291275.1	THAPSDRAFT_23327	no	0	none
XP_002291276.1	THAPSDRAFT_6612	no	0	none
XP_002291277.1	THAPSDRAFT_6615	no	0	none
XP_002291278.1	THAPSDRAFT_6616	no	0	none
XP_002291279.1	THAPSDRAFT_6617	no	0	none
XP_002291280.1	THAPSDRAFT_34785	yes	2	IPR000352,IPR005139
XP_002291281.1	THAPSDRAFT_5848	no	0	none
XP_002291282.1	THAPSDRAFT_5851	yes	2	IPR006652,IPR011498
XP_002291283.1	THAPSDRAFT_5852	no	0	none
XP_002291284.1	THAPSDRAFT_35194	no	0	none
XP_002291285.1	THAPSDRAFT_5854	no	0	none
XP_002291286.1	THAPSDRAFT_5855	no	0	none
XP_002291287.1	THAPSDRAFT_5856	yes	1	IPR004837
XP_002291288.1	THAPSDRAFT_5857	yes	1	IPR002557
XP_002291289.1	THAPSDRAFT_5859	no	0	none
XP_002291290.1	THAPSDRAFT_34838	yes	1	IPR000608
XP_002291291.1	THAPSDRAFT_40871	yes	1	IPR007807
XP_002291292.1	THAPSDRAFT_5865	no	0	none
XP_002291293.1	THAPSDRAFT_5867	no	0	none
XP_002291294.1	THAPSDRAFT_5868	no	0	none
XP_002291295.1	THAPSDRAFT_5869	no	0	none
XP_002291296.1	THAPSDRAFT_5871	no	0	none
XP_002291297.1	THAPSDRAFT_22951	yes	1	IPR007867
XP_002291298.1	THAPSDRAFT_5875	no	0	none
XP_002291299.1	THAPSDRAFT_5878	no	0	none
XP_002291300.1	THAPSDRAFT_22954	no	0	none
XP_002291301.1	THAPSDRAFT_5880	no	0	none
XP_002291302.1	THAPSDRAFT_5881	no	0	none
XP_002291303.1	THAPSDRAFT_34925	no	0	none
XP_002291304.1	THAPSDRAFT_34571	yes	1	IPR000330
XP_002291305.1	THAPSDRAFT_19623	yes	1	IPR007201
XP_002291306.1	THAPSDRAFT_22957	no	0	none
XP_002291307.1	THAPSDRAFT_22958	no	0	none
XP_002291308.1	THAPSDRAFT_22959	no	0	none
XP_002291309.1	THAPSDRAFT_5891	no	0	none
XP_002291310.1	THAPSDRAFT_22961	yes	1	IPR004136
XP_002291311.1	THAPSDRAFT_34620	yes	1	IPR001683
XP_002291312.1	THAPSDRAFT_5897	no	0	none
XP_002291313.1	THAPSDRAFT_5899	no	0	none
XP_002291314.1	THAPSDRAFT_5902	no	0	none
XP_002291315.1	THAPSDRAFT_5904	yes	1	IPR006153
XP_002291316.1	THAPSDRAFT_268986	yes	1	IPR002773
XP_002291317.1	THAPSDRAFT_5907	no	0	none
XP_002291318.1	THAPSDRAFT_5909	yes	1	IPR000232
XP_002291319.1	THAPSDRAFT_22969	no	0	none
XP_002291320.1	THAPSDRAFT_5913	yes	1	IPR004827
XP_002291321.1	THAPSDRAFT_5915	no	0	none
XP_002291322.1	THAPSDRAFT_17145	no	0	none
XP_002291323.1	THAPSDRAFT_22971	no	0	none
XP_002291324.1	THAPSDRAFT_5921	no	0	none
XP_002291325.1	THAPSDRAFT_268988	yes	2	IPR005101,IPR006050
XP_002291326.1	THAPSDRAFT_5926	no	0	none
XP_002291327.1	THAPSDRAFT_262697	no	0	none
XP_002291328.1	THAPSDRAFT_262698	yes	1	IPR007216
XP_002291329.1	THAPSDRAFT_262699	yes	1	IPR000594
XP_002291330.1	THAPSDRAFT_34632	no	0	none
XP_002291331.1	THAPSDRAFT_22976	yes	2	IPR001199,IPR005804
XP_002291332.1	THAPSDRAFT_262707	no	0	none
XP_002291333.1	THAPSDRAFT_262708	yes	1	IPR001440
XP_002291334.1	THAPSDRAFT_5942	yes	1	IPR000707
XP_002291335.1	THAPSDRAFT_5945	yes	1	IPR004147
XP_002291336.1	THAPSDRAFT_5947	yes	1	IPR000727
XP_002291337.1	THAPSDRAFT_34975	yes	1	IPR001208
XP_002291338.1	THAPSDRAFT_262719	yes	1	IPR001054
XP_002291339.1	THAPSDRAFT_262720	yes	1	IPR000014
XP_002291340.1	THAPSDRAFT_262721	yes	1	IPR000014
XP_002291341.1	THAPSDRAFT_262722	yes	2	IPR001650,IPR011545
XP_002291342.1	THAPSDRAFT_5954	yes	1	IPR000043
XP_002291343.1	THAPSDRAFT_34591	yes	1	IPR005037
XP_002291344.1	THAPSDRAFT_5958	no	0	none
XP_002291345.1	THAPSDRAFT_22984	yes	1	IPR007123
XP_002291346.1	THAPSDRAFT_5961	no	0	none
XP_002291347.1	THAPSDRAFT_22985	yes	1	IPR001680
XP_002291348.1	THAPSDRAFT_269004	yes	1	IPR000836
XP_002291349.1	THAPSDRAFT_5967	no	0	none
XP_002291350.1	THAPSDRAFT_5971	no	0	none
XP_002291351.1	THAPSDRAFT_508	yes	2	IPR002478,IPR002501
XP_002291352.1	THAPSDRAFT_22994	yes	1	IPR010721
XP_002291353.1	THAPSDRAFT_262743	yes	1	IPR007603
XP_002291354.1	THAPSDRAFT_262744	no	0	none
XP_002291355.1	THAPSDRAFT_22998	no	0	none
XP_002291356.1	THAPSDRAFT_23001	no	0	none
XP_002291357.1	THAPSDRAFT_262750	no	0	none
XP_002291358.1	THAPSDRAFT_35091	no	0	none
XP_002291359.1	THAPSDRAFT_262753	yes	1	IPR002016
XP_002291360.1	THAPSDRAFT_5992	no	0	none
XP_002291361.1	THAPSDRAFT_13740	no	0	none
XP_002291362.1	THAPSDRAFT_35182	yes	1	IPR001214
XP_002291363.1	THAPSDRAFT_40925	yes	7	IPR007120,IPR007641,IPR007642,IPR007644,IPR007645,IPR007646,IPR007647
XP_002291364.1	THAPSDRAFT_262762	yes	1	IPR002088
XP_002291365.1	THAPSDRAFT_262764	no	0	none
XP_002291366.1	THAPSDRAFT_6004	no	0	none
XP_002291367.1	THAPSDRAFT_23013	no	0	none
XP_002291368.1	THAPSDRAFT_262767	yes	1	IPR001611
XP_002291369.1	THAPSDRAFT_28521	yes	1	IPR002930
XP_002291370.1	THAPSDRAFT_6010	no	0	none
XP_002291371.1	THAPSDRAFT_6012	yes	1	IPR000637
XP_002291372.1	THAPSDRAFT_28523	yes	1	IPR006762
XP_002291373.1	THAPSDRAFT_12971	no	0	none
XP_002291374.1	THAPSDRAFT_262775	no	0	none
XP_002291375.1	THAPSDRAFT_511	yes	1	IPR004396
XP_002291376.1	THAPSDRAFT_23024	no	0	none
XP_002291377.1	THAPSDRAFT_23025	yes	1	IPR002143
XP_002291378.1	THAPSDRAFT_23028	yes	1	IPR001752
XP_002291379.1	THAPSDRAFT_270253	no	0	none
XP_002291380.1	THAPSDRAFT_23029	no	0	none
XP_002291381.1	THAPSDRAFT_6032	yes	1	IPR003613
XP_002291382.1	THAPSDRAFT_23033	no	0	none
XP_002291383.1	THAPSDRAFT_17242	yes	1	IPR001107
XP_002291384.1	THAPSDRAFT_262785	no	0	none
XP_002291385.1	THAPSDRAFT_34710	yes	2	IPR000330,IPR001650
XP_002291386.1	THAPSDRAFT_23036	no	0	none
XP_002291387.1	THAPSDRAFT_28544	yes	1	IPR000846
XP_002291388.1	THAPSDRAFT_15267	yes	1	IPR001395
XP_002291389.1	THAPSDRAFT_23039	no	0	none
XP_002291390.1	THAPSDRAFT_6047	yes	1	IPR006571
XP_002291391.1	THAPSDRAFT_40962	yes	1	IPR000555
XP_002291392.1	THAPSDRAFT_23043	no	0	none
XP_002291393.1	THAPSDRAFT_23044	no	0	none
XP_002291394.1	THAPSDRAFT_34994	yes	1	IPR004127
XP_002291395.1	THAPSDRAFT_34992	no	0	none
XP_002291396.1	THAPSDRAFT_23047	no	0	none
XP_002291397.1	THAPSDRAFT_23050	no	0	none
XP_002291398.1	THAPSDRAFT_6062	no	0	none
XP_002291399.1	THAPSDRAFT_23052	yes	2	IPR000938,IPR001611
XP_002291400.1	THAPSDRAFT_6066	no	0	none
XP_002291401.1	THAPSDRAFT_13653	yes	1	IPR002423
XP_002291402.1	THAPSDRAFT_23058	no	0	none
XP_002291403.1	THAPSDRAFT_28570	yes	1	IPR004038
XP_002291404.1	THAPSDRAFT_23061	no	0	none
XP_002291405.1	THAPSDRAFT_35107	yes	1	IPR000608
XP_002291406.1	THAPSDRAFT_6087	no	0	none
XP_002291407.1	THAPSDRAFT_23066	no	0	none
XP_002291408.1	THAPSDRAFT_269057	yes	1	IPR001576
XP_002291409.1	THAPSDRAFT_34746	no	0	none
XP_002291410.1	THAPSDRAFT_262807	yes	1	IPR003140
XP_002291411.1	THAPSDRAFT_6095	no	0	none
XP_002291412.1	THAPSDRAFT_262809	yes	1	IPR002016
XP_002291413.1	THAPSDRAFT_23071	no	0	none
XP_002291414.1	THAPSDRAFT_516	yes	1	IPR003959
XP_002291415.1	THAPSDRAFT_6104	no	0	none
XP_002291416.1	THAPSDRAFT_34672	yes	1	IPR001163
XP_002291417.1	THAPSDRAFT_6112	yes	1	IPR006571
XP_002291418.1	THAPSDRAFT_6114	no	0	none
XP_002291419.1	THAPSDRAFT_17935	yes	1	IPR002562
XP_002291420.1	THAPSDRAFT_28592	yes	1	IPR006204
XP_002291421.1	THAPSDRAFT_34973	yes	1	IPR001375
XP_002291422.1	THAPSDRAFT_262819	yes	1	IPR001440
XP_002291423.1	THAPSDRAFT_6121	no	0	none
XP_002291424.1	THAPSDRAFT_6123	yes	1	IPR002110
XP_002291425.1	THAPSDRAFT_23082	no	0	none
XP_002291426.1	THAPSDRAFT_6127	no	0	none
XP_002291427.1	THAPSDRAFT_6130	no	0	none
XP_002291428.1	THAPSDRAFT_6132	no	0	none
XP_002291429.1	THAPSDRAFT_23085	no	0	none
XP_002291430.1	THAPSDRAFT_34968	yes	1	IPR001382
XP_002291431.1	THAPSDRAFT_23086	no	0	none
XP_002291432.1	THAPSDRAFT_6139	yes	1	IPR001344
XP_002291433.1	THAPSDRAFT_262826	no	0	none
XP_002291434.1	THAPSDRAFT_6143	yes	1	IPR006562
XP_002291435.1	THAPSDRAFT_269064	no	0	none
XP_002291436.1	THAPSDRAFT_41005	yes	2	IPR005475,IPR005476
XP_002291437.1	THAPSDRAFT_16169	yes	1	IPR001017
XP_002291438.1	THAPSDRAFT_18109	yes	1	IPR001727
XP_002291439.1	THAPSDRAFT_6150	no	0	none
XP_002291440.1	THAPSDRAFT_23094	yes	2	IPR001965,IPR003822
XP_002291441.1	THAPSDRAFT_34595	yes	2	IPR006131,IPR006132
XP_002291442.1	THAPSDRAFT_6164	no	0	none
XP_002291443.1	THAPSDRAFT_6167	no	0	none
XP_002291444.1	THAPSDRAFT_6170	no	0	none
XP_002291445.1	THAPSDRAFT_41025	yes	1	IPR000286
XP_002291446.1	THAPSDRAFT_6174	no	0	none
XP_002291447.1	THAPSDRAFT_6176	no	0	none
XP_002291448.1	THAPSDRAFT_23108	no	0	none
XP_002291449.1	THAPSDRAFT_6178	yes	2	IPR001607,IPR001841
XP_002291450.1	THAPSDRAFT_23111	yes	2	IPR001431,IPR007863
XP_002291451.1	THAPSDRAFT_35197	yes	1	IPR000644
XP_002291452.1	THAPSDRAFT_262854	yes	1	IPR000644
XP_002291453.1	THAPSDRAFT_35059	yes	1	IPR001609
XP_002291454.1	THAPSDRAFT_35025	yes	1	IPR009637
XP_002291455.1	THAPSDRAFT_6186	no	0	none
XP_002291456.1	THAPSDRAFT_262856	yes	1	IPR001254
XP_002291457.1	THAPSDRAFT_262858	yes	1	IPR006849
XP_002291458.1	THAPSDRAFT_262860	yes	1	IPR008551
XP_002291459.1	THAPSDRAFT_6192	yes	1	IPR000225
XP_002291460.1	THAPSDRAFT_262862	yes	1	IPR002676
XP_002291461.1	THAPSDRAFT_262863	yes	1	IPR001683
XP_002291462.1	THAPSDRAFT_35108	yes	1	IPR003959
XP_002291463.1	THAPSDRAFT_6198	no	0	none
XP_002291464.1	THAPSDRAFT_6200	no	0	none
XP_002291465.1	THAPSDRAFT_34698	yes	1	IPR002876
XP_002291466.1	THAPSDRAFT_6203	no	0	none
XP_002291467.1	THAPSDRAFT_23120	yes	1	IPR001849
XP_002291468.1	THAPSDRAFT_28635	yes	1	IPR008254
XP_002291469.1	THAPSDRAFT_34596	yes	2	IPR001680,IPR007148
XP_002291470.1	THAPSDRAFT_269091	no	0	none
XP_002291471.1	THAPSDRAFT_23126	no	0	none
XP_002291472.1	THAPSDRAFT_6217	no	0	none
XP_002291473.1	THAPSDRAFT_269095	no	0	none
XP_002291474.1	THAPSDRAFT_23129	no	0	none
XP_002291475.1	THAPSDRAFT_6223	no	0	none
XP_002291476.1	THAPSDRAFT_6224	no	0	none
XP_002291477.1	THAPSDRAFT_262880	yes	1	IPR000399
XP_002291478.1	THAPSDRAFT_269097	yes	1	IPR003228
XP_002291479.1	THAPSDRAFT_34635	no	0	none
XP_002291480.1	THAPSDRAFT_20008	yes	1	IPR000892
XP_002291481.1	THAPSDRAFT_6231	no	0	none
XP_002291482.1	THAPSDRAFT_6232	no	0	none
XP_002291483.1	THAPSDRAFT_6233	no	0	none
XP_002291484.1	THAPSDRAFT_34739	yes	1	IPR008698
XP_002291485.1	THAPSDRAFT_34824	yes	3	IPR000642,IPR003959,IPR011546
XP_002291486.1	THAPSDRAFT_6238	no	0	none
XP_002291487.1	THAPSDRAFT_269100	yes	1	IPR000719
XP_002291488.1	THAPSDRAFT_6240	no	0	none
XP_002291489.1	THAPSDRAFT_23137	no	0	none
XP_002291490.1	THAPSDRAFT_34661	yes	2	IPR001650,IPR011545
XP_002291491.1	THAPSDRAFT_34850	yes	3	IPR003111,IPR003959,IPR008269
XP_002291492.1	THAPSDRAFT_6248	no	0	none
XP_002291493.1	THAPSDRAFT_6250	no	0	none
XP_002291494.1	THAPSDRAFT_6253	no	0	none
XP_002291495.1	THAPSDRAFT_34730	yes	1	IPR002198
XP_002291496.1	THAPSDRAFT_6258	yes	1	IPR000086
XP_002291497.1	THAPSDRAFT_23148	yes	1	IPR001012
XP_002291498.1	THAPSDRAFT_269110	no	0	none
XP_002291499.1	THAPSDRAFT_6264	no	0	none
XP_002291500.1	THAPSDRAFT_23150	yes	1	IPR000873
XP_002291501.1	THAPSDRAFT_23152	yes	1	IPR006671
XP_002291502.1	THAPSDRAFT_269113	yes	1	IPR001567
XP_002291503.1	THAPSDRAFT_6273	no	0	none
XP_002291504.1	THAPSDRAFT_35031	yes	1	IPR006863
XP_002291505.1	THAPSDRAFT_23159	no	0	none
XP_002291506.1	THAPSDRAFT_270288	yes	1	IPR000771
XP_002291507.1	THAPSDRAFT_262908	yes	2	IPR001650,IPR011545
XP_002291508.1	THAPSDRAFT_269120	yes	1	IPR001023
XP_002291509.1	THAPSDRAFT_6286	no	0	none
XP_002291510.1	THAPSDRAFT_262914	no	0	none
XP_002291511.1	THAPSDRAFT_6291	yes	2	IPR003829,IPR008778
XP_002291512.1	THAPSDRAFT_269121	yes	1	IPR005599
XP_002291513.1	THAPSDRAFT_26293	yes	1	IPR001465
XP_002291514.1	THAPSDRAFT_6299	yes	1	IPR001926
XP_002291515.1	THAPSDRAFT_34647	no	0	none
XP_002291516.1	THAPSDRAFT_262923	no	0	none
XP_002291517.1	THAPSDRAFT_270334	no	0	none
XP_002291518.1	THAPSDRAFT_269127	yes	3	IPR006090,IPR006091,IPR006092
XP_002291519.1	THAPSDRAFT_23175	yes	1	IPR000399
XP_002291520.1	THAPSDRAFT_15992	yes	1	IPR007197
XP_002291521.1	THAPSDRAFT_6316	no	0	none
XP_002291522.1	THAPSDRAFT_41106	yes	1	IPR003107
XP_002291523.1	THAPSDRAFT_34742	yes	1	IPR002130
XP_002291524.1	THAPSDRAFT_23184	yes	1	IPR000683
XP_002291525.1	THAPSDRAFT_6323	no	0	none
XP_002291526.1	THAPSDRAFT_23188	yes	1	IPR000232
