protein_id	gene_id	sel_ml	neu_ml	lrt	pvalue	nom_sig	bonf_sig	qvalue	fdr_sig	orphan	pfam_status	pfam_domains
261548	thaps1_ua_kg.chr_2000372	-1454.569164	-1459.485814	9.8333	0.00171	1	0	0.001406445	1	N	white	PF01080;
263381	thaps1_ua_kg.chr_8000057	-4159.418629	-4164.325668	9.814078	0.00173	1	0	0.001420201	1	N	white	PF02929;PF02836;PF02837;PF16353;
41636	estExt_gwp_gw1.C_chr_80290	-1849.089543	-1853.981384	9.783682	0.00176	1	0	0.0014418	1	N	white	PF00817;PF11799;
264258	thaps1_ua_kg.chr_14000165	-1179.679734	-1184.572782	9.786096	0.00176	1	0	0.001440941	1	N	white	PF00004;PF09336;
3118	fgenesh1_pg.C_chr_3000052	-1490.833975	-1495.71854	9.76913	0.00177	1	0	0.001451176	1	N	dark	
18624	gw1.8.285.1	-698.132402	-703.020334	9.775864	0.00177	1	0	0.001446906	1	N	white	PF04117;
3179	fgenesh1_pg.C_chr_3000113	-2990.921374	-2995.803758	9.764768	0.00178	1	0	0.001451506	1	N	white	PF00400;
8482	fgenesh1_pg.C_chr_10000252	-1005.2172	-1010.100866	9.767332	0.00178	1	0	0.001451506	1	N	dark	
25852	estExt_fgenesh1_pg.C_chr_230084	-2141.35948	-2146.242391	9.765822	0.00178	1	0	0.001451506	1	N	white	PF04258;
261601	thaps1_ua_kg.chr_2000425	-997.697045	-1002.575328	9.756566	0.00179	1	0	0.001456956	1	N	white	PF00041;
269422	estExt_thaps1_ua_kg.C_chr_90055	-2810.425247	-2815.299815	9.749136	0.00179	1	0	0.001461682	1	N	white	PF20946;PF12341;
25544	estExt_fgenesh1_pg.C_chr_19c_290042	-1161.037331	-1165.910671	9.74668	0.0018	1	0	0.001461682	1	N	white	PF13344;PF13242;
42283	estExt_gwp_gw1.C_chr_130225	-1005.71491	-1010.588709	9.747598	0.0018	1	0	0.001461682	1	N	white	PF00566;
1060	fgenesh1_pg.C_chr_1000194	-599.414866	-604.282384	9.735036	0.00181	1	0	0.001469924	1	N	white	PF04828;
25243	estExt_fgenesh1_pg.C_chr_170085	-1087.873911	-1092.737995	9.728168	0.00181	1	0	0.001474015	1	N	dark	
21611	estExt_fgenesh1_pg.C_chr_30068	-1711.437797	-1716.297125	9.718656	0.00182	1	0	0.001479922	1	N	white	PF08246;PF00112;
21927	estExt_fgenesh1_pg.C_chr_30728	-2293.08723	-2297.950886	9.727312	0.00182	1	0	0.001474015	1	N	white	PF03457;
24618	estExt_fgenesh1_pg.C_chr_130097	-8201.509688	-8206.36778	9.716184	0.00183	1	0	0.001480862	1	N	dark	
25156	estExt_fgenesh1_pg.C_chr_16a0140	-688.278213	-693.122827	9.689228	0.00185	1	0	0.001501679	1	N	dark	
3105	fgenesh1_pg.C_chr_3000039	-2726.391794	-2731.22544	9.667292	0.00188	1	0	0.001518638	1	N	white	PF03935;
1005	fgenesh1_pg.C_chr_1000139	-1344.419159	-1349.231159	9.624	0.00192	1	0	0.001553754	1	N	dark	
22712	estExt_fgenesh1_pg.C_chr_50416	-525.547398	-530.348767	9.602738	0.00194	1	0	0.001570735	1	N	white	PF00111;
2081	fgenesh1_pg.C_chr_2000036	-3217.682594	-3222.469037	9.572886	0.00197	1	0	0.001594225	1	N	dark	
5715	fgenesh1_pg.C_chr_5000757	-977.763753	-982.551424	9.575342	0.00197	1	0	0.00159322	1	N	white	PF13911;
11312	fgenesh1_pg.C_chr_19b_31000055	-2753.37469	-2758.15654	9.5637	0.00198	1	0	0.001599961	1	N	dark	
269975	estExt_thaps1_ua_kg.C_chr_19a_190016	-1782.038891	-1786.821362	9.564942	0.00198	1	0	0.001599961	1	N	white	PF02135;
7048	fgenesh1_pg.C_chr_7000431	-2126.805283	-2131.583344	9.556122	0.00199	1	0	0.001605447	1	N	white	PF03407;
8464	fgenesh1_pg.C_chr_10000234	-884.936752	-889.712076	9.550648	0.002	1	0	0.001609106	1	N	dark	
269437	estExt_thaps1_ua_kg.C_chr_90088	-2560.672342	-2565.444895	9.545106	0.002	1	0	0.001612835	1	N	dark	
26190	estExt_fgenesh1_pm.C_chr_40017	-1924.233904	-1928.998914	9.53002	0.00202	1	0	0.001625002	1	N	white	PF00464;
9199	fgenesh1_pg.C_chr_12000280	-2219.293829	-2224.053942	9.520226	0.00203	1	0	0.001631402	1	N	dark	
9375	fgenesh1_pg.C_chr_13000095	-1375.062224	-1379.821364	9.51828	0.00203	1	0	0.001631986	1	N	white	PF00447;
13551	gw1.3.141.1	-2338.855353	-2343.616018	9.52133	0.00203	1	0	0.001631402	1	N	white	PF00005;PF12848;
7023	fgenesh1_pg.C_chr_7000406	-465.441745	-470.19936	9.51523	0.00204	1	0	0.001633553	1	N	dark	
5263	fgenesh1_pg.C_chr_5000305	-1901.762815	-1906.510417	9.495204	0.00206	1	0	0.001650321	1	N	dark	
263770	thaps1_ua_kg.chr_11a000025	-565.255813	-570.002283	9.49294	0.00206	1	0	0.0016512	1	N	dark	
1725	fgenesh1_pg.C_chr_1000859	-2650.528126	-2655.268335	9.480418	0.00208	1	0	0.001661344	1	N	white	PF04072;
7270	fgenesh1_pg.C_chr_7000653	-2475.712796	-2480.450751	9.47591	0.00208	1	0	0.001664267	1	N	white	PF21473;
12161	fgenesh1_pg.C_chr_24000037	-820.126386	-824.863548	9.474324	0.00208	1	0	0.001664542	1	N	dark	
36476	e_gw1.10.142.1	-882.587657	-887.323033	9.470752	0.00209	1	0	0.00166662	1	N	white	PF00400;
3635	fgenesh1_pg.C_chr_3000569	-415.144729	-419.874073	9.458688	0.0021	1	0	0.001675275	1	N	dark	
262029	thaps1_ua_kg.chr_4000039	-217.159865	-221.889642	9.459554	0.0021	1	0	0.001675275	1	N	white	PF00887;
11168	fgenesh1_pg.C_chr_19a_19000111	-1940.579508	-1945.30702	9.455024	0.00211	1	0	0.001677454	1	N	dark	
25019	estExt_fgenesh1_pg.C_chr_150176	-1745.277478	-1749.996117	9.437278	0.00213	1	0	0.001692583	1	N	dark	
21220	estExt_fgenesh1_pg.C_chr_20262	-4215.388948	-4220.094217	9.410538	0.00216	1	0	0.001715055	1	N	white	PF02735;
28185	estExt_Genewise1.C_chr_50097	-1606.999024	-1611.704765	9.411482	0.00216	1	0	0.001715055	1	N	white	PF06325;PF22528;
5899	fgenesh1_pg.C_chr_6000054	-2478.011605	-2482.704137	9.385064	0.00219	1	0	0.001737841	1	N	dark	
1741	fgenesh1_pg.C_chr_1000875	-1132.421425	-1137.079589	9.316328	0.00227	1	0	0.00180175	1	N	dark	
10475	fgenesh1_pg.C_chr_16a000156	-1379.939527	-1384.597794	9.316534	0.00227	1	0	0.00180175	1	N	dark	
24323	estExt_fgenesh1_pg.C_chr_11a0108	-1561.887947	-1566.536603	9.297312	0.00229	1	0	0.001819285	1	N	white	PF01138;PF03725;
5713	fgenesh1_pg.C_chr_5000755	-967.649363	-972.297134	9.295542	0.0023	1	0	0.001819781	1	N	dark	
3387	fgenesh1_pg.C_chr_3000321	-906.813325	-911.455338	9.284026	0.00231	1	0	0.00182872	1	N	dark	
23341	estExt_fgenesh1_pg.C_chr_70051	-1014.136004	-1018.780221	9.288434	0.00231	1	0	0.001825589	1	N	dark	
263409	thaps1_ua_kg.chr_8000085	-660.672948	-665.296818	9.24774	0.00236	1	0	0.001864021	1	N	white	PF00425;
22056	estExt_fgenesh1_pg.C_chr_30971	-445.166101	-449.784526	9.23685	0.00237	1	0	0.001873843	1	N	dark	
21779	estExt_fgenesh1_pg.C_chr_30431	-3332.979322	-3337.595824	9.233004	0.00238	1	0	0.001876486	1	N	white	PF00076;
24227	estExt_fgenesh1_pg.C_chr_100299	-1937.116491	-1941.729092	9.225202	0.00239	1	0	0.001883197	1	N	white	PF05167;
3424	fgenesh1_pg.C_chr_3000358	-2368.605139	-2373.210963	9.211648	0.0024	1	0	0.001895881	1	N	dark	
2008	fgenesh1_pg.C_chr_1001142	-1541.427942	-1546.027526	9.199168	0.00242	1	0	0.001907534	1	N	dark	
264901	thaps1_ua_kg.chr_23000019	-2016.386937	-2020.982304	9.190734	0.00243	1	0	0.001915022	1	N	white	PF01593;
1173	fgenesh1_pg.C_chr_1000307	-1288.063106	-1292.647633	9.169054	0.00246	1	0	0.001936507	1	N	white	PF00447;
262593	thaps1_ua_kg.chr_5000232	-2202.045456	-2206.625015	9.159118	0.00247	1	0	0.001945709	1	N	dark	
2552	fgenesh1_pg.C_chr_2000507	-1503.33175	-1507.910084	9.156668	0.00248	1	0	0.001946976	1	N	white	PF01207;
4105	fgenesh1_pg.C_chr_4000055	-2782.778606	-2787.354729	9.152246	0.00248	1	0	0.001950346	1	N	white	PF00069;
10978	fgenesh1_pg.C_chr_18000221	-1374.876676	-1379.435484	9.117616	0.00253	1	0	0.001984885	1	N	dark	
25124	estExt_fgenesh1_pg.C_chr_16a0058	-781.528734	-786.088705	9.119942	0.00253	1	0	0.001983724	1	N	white	PF00076;
20750	estExt_fgenesh1_pg.C_chr_10404	-2083.844585	-2088.398975	9.10878	0.00254	1	0	0.001993128	1	N	dark	
10972	fgenesh1_pg.C_chr_18000215	-918.234576	-922.785204	9.101256	0.00255	1	0	0.001999971	1	N	white	PF08242;
4043	fgenesh1_pg.C_chr_3000977	-3185.765041	-3190.298076	9.06607	0.0026	1	0	0.002036881	1	N	white	PF05804;
6731	fgenesh1_pg.C_chr_7000114	-608.605394	-613.138048	9.065308	0.00261	1	0	0.002036881	1	N	dark	
268003	estExt_thaps1_ua_kg.C_chr_10153	-1159.956873	-1164.487005	9.060264	0.00261	1	0	0.00204111	1	N	dark	
11489	fgenesh1_pg.C_chr_20000085	-1705.00534	-1709.534387	9.058094	0.00262	1	0	0.002042137	1	N	dark	
4330	fgenesh1_pg.C_chr_4000280	-935.23245	-939.757266	9.049632	0.00263	1	0	0.002050209	1	N	white	PF10013;
21590	estExt_fgenesh1_pg.C_chr_30018	-2839.135952	-2843.658114	9.044324	0.00264	1	0	0.002054766	1	N	dark	
18090	gw1.8.259.1	-700.430095	-704.941311	9.022432	0.00267	1	0	0.002078103	1	N	white	PF00085;
4745	fgenesh1_pg.C_chr_4000695	-1770.878425	-1775.386156	9.015462	0.00268	1	0	0.00208462	1	N	white	PF13650;
10796	fgenesh1_pg.C_chr_18000039	-918.938632	-923.443987	9.01071	0.00268	1	0	0.002088623	1	N	dark	
4256	fgenesh1_pg.C_chr_4000206	-1304.635127	-1309.128481	8.986708	0.00272	1	0	0.002114795	1	N	dark	
1615	fgenesh1_pg.C_chr_1000749	-3100.764222	-3105.249954	8.971464	0.00274	1	0	0.002131062	1	N	white	PF05764;PF08265;
24587	estExt_fgenesh1_pg.C_chr_130035	-2108.224046	-2112.705909	8.963726	0.00275	1	0	0.002138652	1	N	white	PF00742;
2171	fgenesh1_pg.C_chr_2000126	-1153.449772	-1157.927436	8.955328	0.00277	1	0	0.002147045	1	N	white	PF13499;
5632	fgenesh1_pg.C_chr_5000674	-2373.821316	-2378.297767	8.952902	0.00277	1	0	0.002148439	1	N	white	PF08241;
6291	fgenesh1_pg.C_chr_6000446	-1787.746046	-1792.21828	8.944468	0.00278	1	0	0.002156917	1	N	white	PF02678;PF05726;
7719	fgenesh1_pg.C_chr_8000380	-643.203901	-647.666238	8.924674	0.00281	1	0	0.00217894	1	N	white	PF04073;
2455	fgenesh1_pg.C_chr_2000410	-1819.860969	-1824.3217	8.921462	0.00282	1	0	0.002181297	1	N	dark	
5414	fgenesh1_pg.C_chr_5000456	-2551.5435	-2556.000905	8.91481	0.00283	1	0	0.002187774	1	N	dark	
10321	fgenesh1_pg.C_chr_16a000002	-823.314112	-827.768291	8.908358	0.00284	1	0	0.002194032	1	N	dark	
9892	fgenesh1_pg.C_chr_14000237	-2545.345897	-2549.778745	8.865696	0.00291	1	0	0.002244383	1	N	dark	
22739	estExt_fgenesh1_pg.C_chr_50482	-2342.935607	-2347.364622	8.85803	0.00292	1	0	0.002250785	1	N	white	PF04438;
23649	estExt_fgenesh1_pg.C_chr_80007	-1406.981118	-1411.410168	8.8581	0.00292	1	0	0.002250785	1	N	white	PF08718;
37920	e_gw1.17.130.1	-689.985346	-694.409359	8.848026	0.00293	1	0	0.002261628	1	N	white	PF00160;
11377	fgenesh1_pg.C_chr_19c_29000063	-2542.698456	-2547.117066	8.83722	0.00295	1	0	0.002273524	1	N	white	PF07059;
21747	estExt_fgenesh1_pg.C_chr_30361	-3021.976778	-3026.392129	8.830702	0.00296	1	0	0.002280121	1	N	dark	
4603	fgenesh1_pg.C_chr_4000553	-1416.513812	-1420.919492	8.81136	0.00299	1	0	0.002301317	1	N	white	PF07970;PF13850;
261716	thaps1_ua_kg.chr_3000094	-1817.498544	-1821.904944	8.8128	0.00299	1	0	0.00230105	1	N	white	PF13851;
8564	fgenesh1_pg.C_chr_10000334	-2022.158858	-2026.561313	8.80491	0.003	1	0	0.002306907	1	N	dark	
33055	e_gw1.3.365.1	-1083.461378	-1087.863618	8.80448	0.003	1	0	0.002306907	1	N	white	PF03807;PF26213;
42660	estExt_gwp_gw1.C_chr_170074	-1418.140753	-1422.537667	8.793828	0.00302	1	0	0.002318857	1	N	white	PF12697;
9722	fgenesh1_pg.C_chr_14000067	-448.884924	-453.268001	8.766154	0.00307	1	0	0.002352725	1	N	dark	
6265	fgenesh1_pg.C_chr_6000420	-1742.396573	-1746.775359	8.757572	0.00308	1	0	0.002360652	1	N	dark	
11231	fgenesh1_pg.C_chr_19a_19000174	-1246.227517	-1250.608115	8.761196	0.00308	1	0	0.002357547	1	N	dark	
960	fgenesh1_pg.C_chr_1000094	-1416.686427	-1421.036456	8.700058	0.00318	1	0	0.002433043	1	N	dark	
1778	fgenesh1_pg.C_chr_1000912	-4047.908188	-4052.260236	8.704096	0.00318	1	0	0.002429285	1	N	white	PF13857;
7435	fgenesh1_pg.C_chr_8000096	-1933.988383	-1938.335562	8.694358	0.00319	1	0	0.002439031	1	N	white	PF01501;
2068	fgenesh1_pg.C_chr_2000023	-2194.688915	-2199.03276	8.68769	0.0032	1	0	0.002446334	1	N	dark	
24850	estExt_fgenesh1_pg.C_chr_140181	-2298.655663	-2302.997036	8.682746	0.00321	1	0	0.00245134	1	N	dark	
5155	fgenesh1_pg.C_chr_5000197	-1582.483821	-1586.823947	8.680252	0.00322	1	0	0.002453058	1	N	dark	
1135	fgenesh1_pg.C_chr_1000269	-804.22181	-808.556921	8.670222	0.00323	1	0	0.002464951	1	N	white	PF01124;
1960	fgenesh1_pg.C_chr_1001094	-2208.79187	-2213.123321	8.662902	0.00325	1	0	0.002473222	1	N	white	PF00635;
9633	fgenesh1_pg.C_chr_13000353	-709.52979	-713.857884	8.656188	0.00326	1	0	0.002480698	1	N	dark	
12089	fgenesh1_pg.C_chr_23000117	-1591.460993	-1595.786857	8.651728	0.00327	1	0	0.002485122	1	N	white	PF09353;
22967	estExt_fgenesh1_pg.C_chr_60063	-3557.366047	-3561.68083	8.629566	0.00331	1	0	0.002513864	1	N	white	PF00169;
8999	fgenesh1_pg.C_chr_12000080	-1726.428883	-1730.737692	8.617618	0.00333	1	0	0.002528724	1	N	dark	
32154	e_gw1.2.679.1	-597.737242	-602.031694	8.588904	0.00338	1	0	0.002567201	1	N	white	PF00707;PF05198;
21559	estExt_fgenesh1_pg.C_chr_20958	-3789.760021	-3794.048458	8.576874	0.0034	1	0	0.002582502	1	N	dark	
10695	fgenesh1_pg.C_chr_17000158	-765.195038	-769.47277	8.555464	0.00344	1	0	0.002609585	1	N	white	PF01878;
263123	thaps1_ua_kg.chr_7000080	-597.870122	-602.148522	8.5568	0.00344	1	0	0.002609401	1	N	white	PF00615;
8737	fgenesh1_pg.C_chr_11a000123	-1173.352926	-1177.628719	8.551586	0.00345	1	0	0.002613417	1	N	white	PF00254;
12090	fgenesh1_pg.C_chr_23000118	-684.161951	-688.432823	8.541744	0.00347	1	0	0.002625845	1	N	dark	
10391	fgenesh1_pg.C_chr_16a000072	-1669.486731	-1673.756286	8.53911	0.00348	1	0	0.002627908	1	N	white	PF24785;
22907	estExt_fgenesh1_pg.C_chr_50801	-3212.031033	-3216.289114	8.516162	0.00352	1	0	0.002659492	1	N	dark	
269826	estExt_thaps1_ua_kg.C_chr_150037	-1515.642269	-1519.897736	8.510934	0.00353	1	0	0.00266538	1	N	white	PF00134;
25463	estExt_fgenesh1_pg.C_chr_19a_190064	-1057.920857	-1062.17176	8.501806	0.00355	1	0	0.002675249	1	N	dark	
263374	thaps1_ua_kg.chr_8000050	-1057.184164	-1061.435827	8.503326	0.00355	1	0	0.00267478	1	N	white	PF00480;
7917	fgenesh1_pg.C_chr_9000085	-1350.785115	-1355.011561	8.452892	0.00364	1	0	0.002744534	1	N	white	PF06888;
21847	estExt_fgenesh1_pg.C_chr_30573	-2597.782265	-2602.010732	8.456934	0.00364	1	0	0.002740249	1	N	white	PF01593;
37819	e_gw1.16a.61.1	-719.084392	-723.307491	8.446198	0.00366	1	0	0.00275284	1	N	white	PF05871;
1761	fgenesh1_pg.C_chr_1000895	-1158.859198	-1163.078963	8.43953	0.00367	1	0	0.002761133	1	N	white	PF07386;
42326	estExt_gwp_gw1.C_chr_140049	-2372.846768	-2377.054017	8.414498	0.00372	1	0	0.002797567	1	N	white	PF01704;
8031	fgenesh1_pg.C_chr_9000199	-1289.208739	-1293.404302	8.391126	0.00377	1	0	0.002831903	1	N	white	PF06267;
2116	fgenesh1_pg.C_chr_2000071	-1734.878513	-1739.070962	8.384898	0.00378	1	0	0.002836029	1	N	white	PF07059;
21799	estExt_fgenesh1_pg.C_chr_30468	-3118.998518	-3123.191093	8.38515	0.00378	1	0	0.002836029	1	N	dark	
25874	estExt_fgenesh1_pg.C_chr_230137	-4064.50584	-4068.69957	8.38746	0.00378	1	0	0.002835756	1	N	dark	
9657	fgenesh1_pg.C_chr_14000002	-550.144776	-554.329435	8.369318	0.00382	1	0	0.00285857	1	N	dark	
269258	estExt_thaps1_ua_kg.C_chr_70166	-2235.687545	-2239.864739	8.354388	0.00385	1	0	0.002880264	1	N	dark	
3577	fgenesh1_pg.C_chr_3000511	-1114.181724	-1118.351288	8.339128	0.00388	1	0	0.002902655	1	N	dark	
11011	fgenesh1_pg.C_chr_18000254	-3371.635835	-3375.789358	8.307046	0.00395	1	0	0.002952442	1	N	white	PF00145;
3398	fgenesh1_pg.C_chr_3000332	-1853.697115	-1857.848317	8.302404	0.00396	1	0	0.002956129	1	N	white	PF00383;
9060	fgenesh1_pg.C_chr_12000141	-547.308178	-551.459425	8.302494	0.00396	1	0	0.002956129	1	N	dark	
10761	fgenesh1_pg.C_chr_18000004	-2608.722024	-2612.870417	8.296786	0.00397	1	0	0.00296335	1	N	white	PF00447;
9012	fgenesh1_pg.C_chr_12000093	-1535.392841	-1539.535887	8.286092	0.004	1	0	0.002978907	1	N	dark	
22722	estExt_fgenesh1_pg.C_chr_50442	-896.554344	-900.687773	8.266858	0.00404	1	0	0.003008667	1	N	white	PF09430;
22284	estExt_fgenesh1_pg.C_chr_40448	-2904.91581	-2909.044952	8.258284	0.00406	1	0	0.00302094	1	N	white	PF05026;PF00293;
7550	fgenesh1_pg.C_chr_8000211	-1179.730877	-1183.857739	8.253724	0.00407	1	0	0.003026564	1	N	white	PF00383;
5588	fgenesh1_pg.C_chr_5000630	-842.642519	-846.766114	8.24719	0.00408	1	0	0.003035501	1	N	dark	
15950	gw1.17.86.1	-1199.233356	-1203.346526	8.22634	0.00413	1	0	0.00306658	1	N	white	PF04258;
24508	estExt_fgenesh1_pg.C_chr_120206	-3195.69988	-3199.812231	8.224702	0.00413	1	0	0.003067354	1	N	white	PF23106;PF24681;
32029	e_gw1.2.393.1	-1293.825321	-1297.938502	8.226362	0.00413	1	0	0.00306658	1	N	white	PF08241;PF08498;
4082	fgenesh1_pg.C_chr_4000032	-1960.603363	-1964.706667	8.206608	0.00417	1	0	0.003095764	1	N	dark	
3788	fgenesh1_pg.C_chr_3000722	-1436.014131	-1440.11507	8.201878	0.00418	1	0	0.003100136	1	N	white	PF13383;
24893	estExt_fgenesh1_pg.C_chr_140258	-5029.303429	-5033.406237	8.205616	0.00418	1	0	0.003095764	1	N	white	PF01535;
1365	fgenesh1_pg.C_chr_1000499	-1406.978899	-1411.076088	8.194378	0.0042	1	0	0.003110961	1	N	dark	
24307	estExt_fgenesh1_pg.C_chr_11a0069	-1160.426273	-1164.518565	8.184584	0.00422	1	0	0.003125776	1	N	dark	
8502	fgenesh1_pg.C_chr_10000272	-573.922392	-578.006216	8.167648	0.00426	1	0	0.003151015	1	N	dark	
263580	thaps1_ua_kg.chr_9000108	-1396.149965	-1400.235445	8.17096	0.00426	1	0	0.003147302	1	N	white	PF00313;
23780	estExt_fgenesh1_pg.C_chr_80280	-4008.585836	-4012.668434	8.165196	0.00427	1	0	0.003153238	1	N	white	PF00520;
7876	fgenesh1_pg.C_chr_9000044	-8814.758916	-8818.837178	8.156524	0.00429	1	0	0.003166305	1	N	dark	
20946	estExt_fgenesh1_pg.C_chr_10811	-1072.386927	-1076.463188	8.152522	0.0043	1	0	0.003171251	1	N	white	PF12796;
20966	estExt_fgenesh1_pg.C_chr_10847	-1321.090011	-1325.165368	8.150714	0.0043	1	0	0.003172366	1	N	white	PF08547;
23361	estExt_fgenesh1_pg.C_chr_70107	-3739.173759	-3743.236469	8.12542	0.00436	1	0	0.003214856	1	N	white	PF00226;
5557	fgenesh1_pg.C_chr_5000599	-2583.198128	-2587.256136	8.116016	0.00439	1	0	0.003229494	1	N	white	PF01207;
24882	estExt_fgenesh1_pg.C_chr_140239	-1217.175169	-1221.229049	8.10776	0.00441	1	0	0.003242146	1	N	dark	
22841	estExt_fgenesh1_pg.C_chr_50669	-2521.03782	-2525.074707	8.073774	0.00449	1	0	0.003301391	1	N	white	PF13896;
35342	e_gw1.7.6.1	-9614.202512	-9618.238639	8.072254	0.00449	1	0	0.003302037	1	N	white	PF12774;PF12775;PF12780;PF12781;PF17857;PF08393;PF17852;PF12777;
3186	fgenesh1_pg.C_chr_3000120	-1493.100598	-1497.117517	8.033838	0.00459	1	0	0.003370635	1	N	dark	
9329	fgenesh1_pg.C_chr_13000049	-944.907316	-948.921815	8.028998	0.0046	1	0	0.003376628	1	N	dark	
23734	estExt_fgenesh1_pg.C_chr_80186	-2533.769406	-2537.783553	8.028294	0.00461	1	0	0.003376628	1	N	dark	
2855	fgenesh1_pg.C_chr_2000810	-1160.427645	-1164.432662	8.010034	0.00465	1	0	0.003408657	1	N	dark	
4629	fgenesh1_pg.C_chr_4000579	-707.459197	-711.46195	8.005506	0.00466	1	0	0.003415	1	N	dark	
39913	estExt_gwp_gw1.C_chr_30329	-1178.273121	-1182.274595	8.002948	0.00467	1	0	0.003417638	1	N	white	PF04733;
12147	fgenesh1_pg.C_chr_24000023	-566.082492	-570.063643	7.962302	0.00478	1	0	0.003492999	1	N	dark	
4948	fgenesh1_pg.C_chr_4000898	-1859.506603	-1863.483232	7.953258	0.0048	1	0	0.003508251	1	N	dark	
24358	estExt_fgenesh1_pg.C_chr_11a0184	-4208.699824	-4212.675143	7.950638	0.00481	1	0	0.003511087	1	N	white	PF08373;PF26188;
8280	fgenesh1_pg.C_chr_10000050	-1024.888671	-1028.860926	7.94451	0.00482	1	0	0.003520745	1	N	dark	
25517	estExt_fgenesh1_pg.C_chr_19b_310040	-2401.300953	-2405.268683	7.93546	0.00485	1	0	0.003536137	1	N	white	PF00856;
33056	e_gw1.3.357.1	-1502.937135	-1506.903717	7.933164	0.00485	1	0	0.003538367	1	N	white	PF00153;
5850	fgenesh1_pg.C_chr_6000005	-987.414279	-991.37858	7.928602	0.00487	1	0	0.003545037	1	N	dark	
25426	estExt_fgenesh1_pg.C_chr_180264	-2390.442314	-2394.403682	7.922736	0.00488	1	0	0.003554282	1	N	dark	
37137	e_gw1.13.210.1	-355.783874	-359.729472	7.891196	0.00497	1	0	0.003614492	1	N	white	PF01381;PF08523;
33497	e_gw1.4.429.1	-1280.482939	-1284.426793	7.887708	0.00498	1	0	0.003619165	1	N	white	PF01875;
29166	estExt_Genewise1.C_chr_80164	-2414.409237	-2418.348957	7.87944	0.005	1	0	0.003633435	1	N	white	PF05577;
24079	estExt_fgenesh1_pg.C_chr_90369	-5529.953416	-5533.883248	7.859664	0.00506	1	0	0.003671055	1	N	dark	
6211	fgenesh1_pg.C_chr_6000366	-1036.093738	-1040.018037	7.848598	0.00509	1	0	0.003688903	1	N	white	PF02984;PF00134;
11106	fgenesh1_pg.C_chr_19a_19000049	-4622.779829	-4626.704146	7.848634	0.00509	1	0	0.003688903	1	N	dark	
5116	fgenesh1_pg.C_chr_5000158	-973.575491	-977.493846	7.83671	0.00512	1	0	0.003710886	1	N	dark	
3866	fgenesh1_pg.C_chr_3000800	-2231.143311	-2235.054289	7.821956	0.00516	1	0	0.00373879	1	N	dark	
2033	fgenesh1_pg.C_chr_1001167	-1837.362922	-1841.272409	7.818974	0.00517	1	0	0.00373879	1	N	dark	
2273	fgenesh1_pg.C_chr_2000228	-2546.709657	-2550.619939	7.820564	0.00517	1	0	0.00373879	1	N	white	PF10250;
6680	fgenesh1_pg.C_chr_7000063	-1559.29559	-1563.204884	7.818588	0.00517	1	0	0.00373879	1	N	dark	
261678	thaps1_ua_kg.chr_3000056	-1089.244801	-1093.147034	7.804466	0.00521	1	0	0.003765738	1	N	white	PF00211;
1814	fgenesh1_pg.C_chr_1000948	-424.519576	-428.413116	7.78708	0.00526	1	0	0.003799744	1	N	dark	
22666	estExt_fgenesh1_pg.C_chr_50310	-2059.978009	-2063.861506	7.766994	0.00532	1	0	0.003839801	1	N	dark	
262000	thaps1_ua_kg.chr_4000010	-716.594334	-720.460901	7.733134	0.00542	1	0	0.003910003	1	N	dark	
2022	fgenesh1_pg.C_chr_1001156	-2277.865771	-2281.725294	7.719046	0.00546	1	0	0.003938145	1	N	white	PF03457;
9431	fgenesh1_pg.C_chr_13000151	-2036.141648	-2039.998563	7.71383	0.00548	1	0	0.00394705	1	N	white	PF04187;
2906	fgenesh1_pg.C_chr_2000861	-1627.1467	-1630.996047	7.698694	0.00553	1	0	0.003977778	1	N	dark	
24830	estExt_fgenesh1_pg.C_chr_140150	-1968.160047	-1972.008748	7.697402	0.00553	1	0	0.00397812	1	N	white	PF01042;
1118	fgenesh1_pg.C_chr_1000252	-1672.017271	-1675.864138	7.693734	0.00554	1	0	0.003983703	1	N	dark	
3815	fgenesh1_pg.C_chr_3000749	-815.627195	-819.467418	7.680446	0.00558	1	0	0.004010619	1	N	white	PF00504;
270013	estExt_thaps1_ua_kg.C_chr_200009	-2909.920668	-2913.759118	7.6769	0.00559	1	0	0.004015982	1	N	white	PF00476;PF01612;
37923	e_gw1.17.159.1	-310.694049	-314.531708	7.675318	0.0056	1	0	0.00401698	1	N	white	PF00226;
20887	estExt_fgenesh1_pg.C_chr_10690	-4430.547831	-4434.375089	7.654516	0.00566	1	0	0.004061009	1	N	white	PF00076;
1355	fgenesh1_pg.C_chr_1000489	-690.992824	-694.818518	7.651388	0.00567	1	0	0.004065505	1	N	dark	
1820	fgenesh1_pg.C_chr_1000954	-2572.683654	-2576.504145	7.640982	0.00571	1	0	0.004086461	1	N	white	PF00856;
9420	fgenesh1_pg.C_chr_13000140	-1881.495451	-1885.3114	7.631898	0.00573	1	0	0.00410452	1	N	dark	
4654	fgenesh1_pg.C_chr_4000604	-484.479578	-488.29397	7.628784	0.00574	1	0	0.004109039	1	N	dark	
22531	estExt_fgenesh1_pg.C_chr_50038	-800.255222	-804.068049	7.625654	0.00575	1	0	0.0041136	1	N	dark	
9852	fgenesh1_pg.C_chr_14000197	-702.74837	-706.555077	7.613414	0.00579	1	0	0.004139025	1	N	white	PF04573;
