gene_id	protein_id
Sro360_g126270	CAB9508776.1
Sro360_g126280	CAB9508777.1
Sro360_g126290	CAB9508778.1
Sro360_g126300	CAB9508779.1
Sro360_g126310	CAB9508780.1
Sro360_g126320	CAB9508781.1
Sro360_g126330	CAB9508782.1
Sro360_g126340	CAB9508783.1
Sro360_g126350	CAB9508784.1
Sro360_g126360	CAB9508785.1
Sro360_g126370	CAB9508786.1
Sro361_g126380	CAB9508787.1
Sro361_g126390	CAB9508788.1
Sro361_g126400	CAB9508789.1
Sro361_g126410	CAB9508790.1
Sro361_g126420	CAB9508791.1
Sro361_g126430	CAB9508792.1
Sro361_g126440	CAB9508793.1
Sro361_g126450	CAB9508794.1
Sro361_g126460	CAB9508795.1
Sro361_g126470	CAB9508796.1
Sro361_g126480	CAB9508797.1
Sro361_g126490	CAB9508798.1
Sro361_g126500	CAB9508799.1
Sro361_g126510	CAB9508800.1
Sro361_g126520	CAB9508801.1
Sro361_g126530	CAB9508802.1
Sro361_g126540	CAB9508803.1
Sro361_g126550	CAB9508804.1
Sro361_g126560	CAB9508805.1
Sro361_g126570	CAB9508806.1
Sro361_g126580	CAB9508807.1
Sro361_g126590	CAB9508808.1
Sro361_g126600	CAB9508809.1
Sro361_g126610	CAB9508810.1
Sro361_g126620	CAB9508811.1
Sro361_g126630	CAB9508812.1
Sro361_g126640	CAB9508813.1
Sro361_g126650	CAB9508814.1
Sro361_g126660	CAB9508815.1
Sro361_g126670	CAB9508816.1
Sro361_g126680	CAB9508817.1
Sro362_g126690	CAB9508818.1
Sro362_g126700	CAB9508819.1
Sro362_g126710	CAB9508820.1
Sro362_g126720	CAB9508821.1
Sro362_g126730	CAB9508822.1
Sro362_g126740	CAB9508823.1
Sro362_g126750	CAB9508824.1
Sro362_g126760	CAB9508825.1
Sro362_g126770	CAB9508826.1
Sro362_g126780	CAB9508827.1
Sro362_g126790	CAB9508828.1
Sro362_g126800	CAB9508829.1
Sro362_g126801	CAB9508830.1
Sro362_g126810	CAB9508831.1
Sro363_g126830	CAB9508832.1
Sro363_g126840	CAB9508833.1
Sro363_g126850	CAB9508834.1
Sro363_g126860	CAB9508835.1
Sro363_g126870	CAB9508836.1
Sro363_g126880	CAB9508837.1
Sro363_g126890	CAB9508838.1
Sro363_g126900	CAB9508839.1
Sro363_g126910	CAB9508840.1
Sro363_g126920	CAB9508841.1
Sro363_g126930	CAB9508842.1
Sro363_g126940	CAB9508843.1
Sro363_g126950	CAB9508844.1
Sro363_g126960	CAB9508845.1
Sro363_g126970	CAB9508846.1
Sro363_g126980	CAB9508847.1
Sro363_g126990	CAB9508848.1
Sro364_g127000	CAB9508849.1
Sro364_g127001	CAB9508850.1
Sro364_g127010	CAB9508851.1
Sro364_g127011	CAB9508852.1
Sro364_g127020	CAB9508853.1
Sro364_g127030	CAB9508854.1
Sro364_g127040	CAB9508855.1
Sro364_g127041	CAB9508856.1
Sro364_g127050	CAB9508857.1
Sro364_g127060	CAB9508858.1
Sro364_g127070	CAB9508859.1
Sro364_g127080	CAB9508860.1
Sro364_g127090	CAB9508861.1
Sro364_g127100	CAB9508862.1
Sro364_g127110	CAB9508863.1
Sro364_g127120	CAB9508864.1
Sro364_g127130	CAB9508865.1
Sro364_g127140	CAB9508866.1
Sro364_g127150	CAB9508867.1
Sro364_g127160	CAB9508868.1
Sro364_g127170	CAB9508869.1
Sro364_g127180	CAB9508870.1
Sro364_g127190	CAB9508871.1
Sro364_g127200	CAB9508872.1
Sro364_g127210	CAB9508873.1
Sro364_g127220	CAB9508874.1
Sro364_g127230	CAB9508875.1
Sro364_g127240	CAB9508876.1
Sro364_g127250	CAB9508877.1
Sro364_g127260	CAB9508878.1
Sro364_g127270	CAB9508879.1
Sro364_g127280	CAB9508880.1
Sro365_g127290	CAB9508881.1
Sro365_g127300	CAB9508882.1
Sro365_g127310	CAB9508883.1
Sro365_g127311	CAB9508884.1
Sro365_g127320	CAB9508885.1
Sro365_g127330	CAB9508886.1
Sro365_g127340	CAB9508887.1
Sro365_g127350	CAB9508888.1
Sro365_g127360	CAB9508889.1
Sro365_g127370	CAB9508890.1
Sro365_g127380	CAB9508891.1
Sro365_g127390	CAB9508892.1
Sro365_g127400	CAB9508893.1
Sro365_g127410	CAB9508894.1
Sro365_g127420	CAB9508895.1
Sro365_g127430	CAB9508896.1
Sro365_g127440	CAB9508897.1
Sro365_g127450	CAB9508898.1
Sro365_g127460	CAB9508899.1
Sro365_g127470	CAB9508900.1
Sro365_g127480	CAB9508901.1
Sro366_g127490	CAB9508902.1
Sro366_g127500	CAB9508903.1
Sro366_g127510	CAB9508904.1
Sro366_g127520	CAB9508905.1
Sro366_g127530	CAB9508906.1
Sro366_g127540	CAB9508907.1
Sro366_g127550	CAB9508908.1
Sro366_g127560	CAB9508909.1
Sro366_g127570	CAB9508910.1
Sro366_g127580	CAB9508911.1
Sro366_g127590	CAB9508912.1
Sro366_g127600	CAB9508913.1
Sro366_g127610	CAB9508914.1
Sro366_g127620	CAB9508915.1
Sro366_g127630	CAB9508916.1
Sro366_g127640	CAB9508917.1
Sro366_g127650	CAB9508918.1
Sro366_g127660	CAB9508919.1
Sro366_g127670	CAB9508920.1
Sro366_g127680	CAB9508921.1
Sro366_g127690	CAB9508922.1
Sro367_g127700	CAB9508923.1
Sro367_g127710	CAB9508924.1
Sro367_g127720	CAB9508925.1
Sro367_g127730	CAB9508926.1
Sro367_g127740	CAB9508927.1
Sro367_g127750	CAB9508928.1
Sro367_g127760	CAB9508929.1
Sro367_g127770	CAB9508930.1
Sro367_g127780	CAB9508931.1
Sro367_g127790	CAB9508932.1
Sro367_g127800	CAB9508933.1
Sro367_g127810	CAB9508934.1
Sro367_g127820	CAB9508935.1
Sro367_g127830	CAB9508936.1
Sro367_g127840	CAB9508937.1
Sro367_g127850	CAB9508938.1
Sro367_g127860	CAB9508939.1
Sro368_g127870	CAB9508940.1
Sro368_g127880	CAB9508941.1
Sro368_g127890	CAB9508942.1
Sro368_g127900	CAB9508943.1
Sro368_g127910	CAB9508944.1
Sro368_g127920	CAB9508945.1
Sro368_g127930	CAB9508946.1
Sro368_g127931	CAB9508947.1
Sro368_g127940	CAB9508948.1
Sro368_g127950	CAB9508949.1
Sro368_g127960	CAB9508950.1
Sro368_g127970	CAB9508951.1
Sro368_g127980	CAB9508952.1
Sro368_g127990	CAB9508953.1
Sro368_g128000	CAB9508954.1
Sro368_g128001	CAB9508955.1
Sro368_g128010	CAB9508956.1
Sro368_g128020	CAB9508957.1
Sro368_g128030	CAB9508958.1
Sro368_g128040	CAB9508959.1
Sro368_g128050	CAB9508960.1
Sro368_g128060	CAB9508961.1
Sro368_g128070	CAB9508962.1
Sro368_g128080	CAB9508963.1
Sro369_g128090	CAB9508964.1
Sro369_g128100	CAB9508965.1
Sro369_g128110	CAB9508966.1
Sro369_g128120	CAB9508967.1
Sro369_g128130	CAB9508968.1
Sro369_g128140	CAB9508969.1
Sro369_g128150	CAB9508970.1
Sro369_g128160	CAB9508971.1
Sro369_g128170	CAB9508972.1
Sro369_g128180	CAB9508973.1
Sro369_g128190	CAB9508974.1
Sro369_g128200	CAB9508975.1
Sro369_g128210	CAB9508976.1
Sro369_g128220	CAB9508977.1
Sro369_g128230	CAB9508978.1
Sro369_g128240	CAB9508979.1
Sro369_g128250	CAB9508980.1
Sro369_g128260	CAB9508981.1
Sro369_g128270	CAB9508982.1
Sro369_g128280	CAB9508983.1
Sro369_g128290	CAB9508984.1
Sro369_g128300	CAB9508985.1
Sro36_g022640	CAB9498331.1
Sro36_g022650	CAB9498332.1
Sro36_g022660	CAB9498333.1
Sro36_g022670	CAB9498334.1
Sro36_g022680	CAB9498335.1
Sro36_g022690	CAB9498336.1
Sro36_g022700	CAB9498337.1
Sro36_g022701	CAB9498338.1
Sro36_g022710	CAB9498339.1
Sro36_g022720	CAB9498340.1
Sro36_g022730	CAB9498341.1
Sro36_g022740	CAB9498342.1
Sro36_g022750	CAB9498343.1
Sro36_g022760	CAB9498344.1
Sro36_g022770	CAB9498345.1
Sro36_g022780	CAB9498346.1
Sro36_g022790	CAB9498347.1
Sro36_g022800	CAB9498348.1
Sro36_g022810	CAB9498349.1
Sro36_g022820	CAB9498350.1
Sro36_g022830	CAB9498351.1
Sro36_g022840	CAB9498352.1
Sro36_g022850	CAB9498353.1
Sro36_g022860	CAB9498354.1
Sro36_g022870	CAB9498355.1
Sro36_g022880	CAB9498356.1
Sro36_g022890	CAB9498357.1
Sro36_g022900	CAB9498358.1
Sro36_g022910	CAB9498359.1
Sro36_g022920	CAB9498360.1
Sro36_g022930	CAB9498361.1
Sro36_g022940	CAB9498362.1
Sro36_g022950	CAB9498363.1
Sro36_g022960	CAB9498364.1
Sro36_g022970	CAB9498365.1
Sro36_g022980	CAB9498366.1
Sro36_g022990	CAB9498367.1
Sro370_g128310	CAB9508986.1
Sro370_g128320	CAB9508987.1
Sro370_g128330	CAB9508988.1
Sro370_g128340	CAB9508989.1
Sro370_g128350	CAB9508990.1
Sro370_g128360	CAB9508991.1
Sro370_g128370	CAB9508992.1
Sro370_g128380	CAB9508993.1
Sro370_g128390	CAB9508994.1
Sro370_g128400	CAB9508995.1
Sro370_g128410	CAB9508996.1
Sro370_g128420	CAB9508997.1
Sro370_g128430	CAB9508998.1
Sro370_g128440	CAB9508999.1
Sro370_g128450	CAB9509000.1
Sro370_g128460	CAB9509001.1
Sro370_g128470	CAB9509002.1
Sro370_g128480	CAB9509003.1
Sro370_g128490	CAB9509004.1
Sro371_g128500	CAB9509005.1
Sro371_g128510	CAB9509006.1
Sro371_g128520	CAB9509007.1
Sro371_g128530	CAB9509008.1
Sro371_g128540	CAB9509009.1
Sro371_g128550	CAB9509010.1
Sro371_g128560	CAB9509011.1
Sro371_g128570	CAB9509012.1
Sro371_g128580	CAB9509013.1
Sro371_g128590	CAB9509014.1
Sro371_g128600	CAB9509015.1
Sro371_g128610	CAB9509016.1
Sro371_g128620	CAB9509017.1
Sro371_g128630	CAB9509018.1
Sro371_g128640	CAB9509019.1
Sro371_g128650	CAB9509020.1
Sro371_g128660	CAB9509021.1
Sro371_g128670	CAB9509022.1
Sro372_g128680	CAB9509023.1
Sro372_g128690	CAB9509024.1
Sro372_g128700	CAB9509025.1
Sro372_g128710	CAB9509026.1
Sro372_g128720	CAB9509027.1
Sro372_g128730	CAB9509028.1
Sro372_g128740	CAB9509029.1
Sro372_g128750	CAB9509030.1
Sro372_g128760	CAB9509031.1
Sro372_g128770	CAB9509032.1
Sro372_g128780	CAB9509033.1
Sro372_g128790	CAB9509034.1
Sro372_g128800	CAB9509035.1
Sro372_g128810	CAB9509036.1
Sro372_g128820	CAB9509037.1
Sro372_g128830	CAB9509038.1
Sro372_g128840	CAB9509039.1
Sro372_g128850	CAB9509040.1
Sro372_g128860	CAB9509041.1
Sro372_g128870	CAB9509042.1
Sro372_g128880	CAB9509043.1
Sro372_g128890	CAB9509044.1
Sro372_g128900	CAB9509045.1
Sro372_g128910	CAB9509046.1
Sro373_g128920	CAB9509047.1
Sro373_g128930	CAB9509048.1
Sro373_g128940	CAB9509049.1
Sro373_g128950	CAB9509050.1
Sro373_g128960	CAB9509051.1
Sro373_g128970	CAB9509052.1
Sro373_g128980	CAB9509053.1
Sro373_g128990	CAB9509054.1
Sro373_g129000	CAB9509055.1
Sro373_g129010	CAB9509056.1
Sro373_g129020	CAB9509057.1
Sro373_g129030	CAB9509058.1
Sro373_g129040	CAB9509059.1
Sro373_g129050	CAB9509060.1
Sro373_g129051	CAB9509061.1
Sro373_g129060	CAB9509062.1
Sro373_g129070	CAB9509063.1
Sro373_g129080	CAB9509064.1
Sro373_g129090	CAB9509065.1
Sro373_g129100	CAB9509066.1
Sro373_g129110	CAB9509067.1
Sro373_g129120	CAB9509068.1
Sro373_g129130	CAB9509069.1
Sro374_g129140	CAB9509070.1
Sro374_g129150	CAB9509071.1
Sro374_g129160	CAB9509072.1
Sro374_g129170	CAB9509073.1
Sro374_g129180	CAB9509074.1
Sro374_g129190	CAB9509075.1
Sro374_g129200	CAB9509076.1
Sro374_g129210	CAB9509077.1
Sro374_g129220	CAB9509078.1
Sro374_g129230	CAB9509079.1
Sro374_g129240	CAB9509080.1
Sro374_g129250	CAB9509081.1
Sro374_g129260	CAB9509082.1
Sro374_g129270	CAB9509083.1
Sro374_g129280	CAB9509084.1
Sro374_g129290	CAB9509085.1
Sro374_g129300	CAB9509086.1
Sro374_g129310	CAB9509087.1
Sro374_g129320	CAB9509088.1
Sro374_g129330	CAB9509089.1
Sro374_g129340	CAB9509090.1
Sro374_g129350	CAB9509091.1
Sro375_g129360	CAB9509092.1
Sro375_g129370	CAB9509093.1
Sro375_g129380	CAB9509094.1
Sro375_g129390	CAB9509095.1
Sro375_g129400	CAB9509096.1
Sro375_g129410	CAB9509097.1
Sro375_g129420	CAB9509098.1
Sro375_g129430	CAB9509099.1
Sro375_g129440	CAB9509100.1
Sro375_g129450	CAB9509101.1
Sro375_g129460	CAB9509102.1
Sro375_g129470	CAB9509103.1
Sro375_g129480	CAB9509104.1
Sro375_g129490	CAB9509105.1
Sro375_g129500	CAB9509106.1
Sro375_g129510	CAB9509107.1
Sro375_g129520	CAB9509108.1
Sro375_g129530	CAB9509109.1
Sro375_g129540	CAB9509110.1
Sro375_g129550	CAB9509111.1
Sro375_g129560	CAB9509112.1
Sro375_g129570	CAB9509113.1
Sro376_g129580	CAB9509114.1
Sro376_g129590	CAB9509115.1
Sro376_g129600	CAB9509116.1
Sro376_g129610	CAB9509117.1
Sro376_g129620	CAB9509118.1
Sro376_g129630	CAB9509119.1
Sro376_g129640	CAB9509120.1
Sro376_g129650	CAB9509121.1
Sro376_g129660	CAB9509122.1
Sro376_g129670	CAB9509123.1
Sro376_g129680	CAB9509124.1
Sro376_g129690	CAB9509125.1
Sro376_g129700	CAB9509126.1
Sro376_g129710	CAB9509127.1
Sro376_g129720	CAB9509128.1
Sro376_g129730	CAB9509129.1
Sro376_g129740	CAB9509130.1
Sro376_g129741	CAB9509131.1
Sro376_g129750	CAB9509132.1
Sro376_g129760	CAB9509133.1
Sro376_g129770	CAB9509134.1
Sro376_g129780	CAB9509135.1
Sro376_g129790	CAB9509136.1
Sro376_g129800	CAB9509137.1
Sro376_g129810	CAB9509138.1
Sro376_g129820	CAB9509139.1
Sro376_g129830	CAB9509140.1
Sro376_g129840	CAB9509141.1
Sro376_g129850	CAB9509142.1
Sro376_g129860	CAB9509143.1
Sro376_g129870	CAB9509144.1
Sro376_g129880	CAB9509145.1
Sro376_g129890	CAB9509146.1
Sro377_g129900	CAB9509147.1
Sro377_g129910	CAB9509148.1
Sro377_g129920	CAB9509149.1
Sro377_g129930	CAB9509150.1
Sro377_g129940	CAB9509151.1
Sro377_g129950	CAB9509152.1
Sro377_g129960	CAB9509153.1
Sro377_g129970	CAB9509154.1
Sro377_g129980	CAB9509155.1
Sro377_g129990	CAB9509156.1
Sro377_g130000	CAB9509157.1
Sro377_g130020	CAB9509158.1
Sro377_g130030	CAB9509159.1
Sro377_g130040	CAB9509160.1
Sro377_g130050	CAB9509161.1
Sro377_g130060	CAB9509162.1
Sro377_g130070	CAB9509163.1
Sro377_g130080	CAB9509164.1
Sro377_g130090	CAB9509165.1
Sro377_g130100	CAB9509166.1
Sro377_g130110	CAB9509167.1
Sro377_g130120	CAB9509168.1
Sro377_g130130	CAB9509169.1
Sro377_g130140	CAB9509170.1
Sro378_g130150	CAB9509171.1
Sro378_g130160	CAB9509172.1
Sro378_g130170	CAB9509173.1
Sro378_g130180	CAB9509174.1
Sro378_g130190	CAB9509175.1
Sro378_g130200	CAB9509176.1
Sro378_g130210	CAB9509177.1
Sro378_g130220	CAB9509178.1
Sro378_g130230	CAB9509179.1
Sro378_g130240	CAB9509180.1
Sro378_g130250	CAB9509181.1
Sro378_g130260	CAB9509182.1
Sro378_g130270	CAB9509183.1
Sro378_g130280	CAB9509184.1
Sro378_g130290	CAB9509185.1
Sro378_g130300	CAB9509186.1
Sro378_g130310	CAB9509187.1
Sro378_g130320	CAB9509188.1
Sro378_g130330	CAB9509189.1
Sro378_g130340	CAB9509190.1
Sro378_g130341	CAB9509191.1
Sro378_g130350	CAB9509192.1
Sro378_g130360	CAB9509193.1
Sro378_g130361	CAB9509194.1
Sro378_g130370	CAB9509195.1
Sro378_g130371	CAB9509196.1
Sro379_g130380	CAB9509197.1
Sro379_g130390	CAB9509198.1
Sro379_g130400	CAB9509199.1
Sro379_g130410	CAB9509200.1
Sro379_g130420	CAB9509201.1
Sro379_g130430	CAB9509202.1
Sro379_g130440	CAB9509203.1
Sro379_g130450	CAB9509204.1
Sro379_g130460	CAB9509205.1
Sro379_g130470	CAB9509206.1
Sro379_g130480	CAB9509207.1
Sro379_g130490	CAB9509208.1
Sro379_g130500	CAB9509209.1
Sro379_g130510	CAB9509210.1
Sro379_g130520	CAB9509211.1
Sro379_g130530	CAB9509212.1
Sro37_g023000	CAB9498368.1
Sro37_g023010	CAB9498369.1
Sro37_g023020	CAB9498370.1
Sro37_g023030	CAB9498371.1
Sro37_g023040	CAB9498372.1
Sro37_g023050	CAB9498373.1
Sro37_g023060	CAB9498374.1
Sro37_g023070	CAB9498375.1
Sro37_g023080	CAB9498376.1
Sro37_g023090	CAB9498377.1
Sro37_g023100	CAB9498378.1
Sro37_g023110	CAB9498379.1
Sro37_g023120	CAB9498380.1
Sro37_g023130	CAB9498381.1
Sro37_g023140	CAB9498382.1
Sro37_g023150	CAB9498383.1
Sro37_g023160	CAB9498384.1
Sro37_g023170	CAB9498385.1
Sro37_g023180	CAB9498386.1
Sro37_g023190	CAB9498387.1
Sro37_g023200	CAB9498388.1
Sro37_g023210	CAB9498389.1
Sro37_g023220	CAB9498390.1
Sro37_g023230	CAB9498391.1
Sro37_g023240	CAB9498392.1
Sro37_g023250	CAB9498393.1
Sro37_g023260	CAB9498394.1
Sro37_g023270	CAB9498395.1
Sro37_g023280	CAB9498396.1
Sro37_g023290	CAB9498397.1
Sro37_g023300	CAB9498398.1
Sro37_g023310	CAB9498399.1
Sro37_g023320	CAB9498400.1
Sro37_g023330	CAB9498401.1
Sro37_g023340	CAB9498402.1
Sro37_g023350	CAB9498403.1
Sro37_g023360	CAB9498404.1
Sro37_g023370	CAB9498405.1
Sro37_g023380	CAB9498406.1
Sro37_g023390	CAB9498407.1
Sro37_g023400	CAB9498408.1
Sro37_g023410	CAB9498409.1
Sro37_g023420	CAB9498410.1
Sro37_g023430	CAB9498411.1
Sro37_g023440	CAB9498412.1
Sro37_g023450	CAB9498413.1
Sro37_g023451	CAB9498414.1
Sro37_g023460	CAB9498415.1
Sro37_g023470	CAB9498416.1
Sro37_g023480	CAB9498417.1
Sro37_g023490	CAB9498418.1
Sro37_g023500	CAB9498419.1
Sro380_g130540	CAB9509213.1
Sro380_g130550	CAB9509214.1
Sro380_g130560	CAB9509215.1
Sro380_g130570	CAB9509216.1
Sro380_g130580	CAB9509217.1
Sro380_g130590	CAB9509218.1
Sro380_g130600	CAB9509219.1
Sro380_g130610	CAB9509220.1
Sro380_g130620	CAB9509221.1
Sro380_g130630	CAB9509222.1
Sro380_g130640	CAB9509223.1
Sro380_g130650	CAB9509224.1
Sro380_g130651	CAB9509225.1
Sro380_g130660	CAB9509226.1
Sro380_g130670	CAB9509227.1
Sro380_g130680	CAB9509228.1
Sro380_g130690	CAB9509229.1
Sro380_g130700	CAB9509230.1
Sro380_g130710	CAB9509231.1
Sro380_g130720	CAB9509232.1
Sro381_g130730	CAB9509233.1
Sro381_g130740	CAB9509234.1
Sro381_g130750	CAB9509235.1
Sro381_g130760	CAB9509236.1
Sro381_g130770	CAB9509237.1
Sro381_g130780	CAB9509238.1
Sro381_g130790	CAB9509239.1
Sro381_g130800	CAB9509240.1
Sro381_g130810	CAB9509241.1
Sro381_g130820	CAB9509242.1
Sro381_g130830	CAB9509243.1
Sro381_g130840	CAB9509244.1
Sro381_g130850	CAB9509245.1
Sro381_g130860	CAB9509246.1
Sro381_g130870	CAB9509247.1
Sro381_g130880	CAB9509248.1
Sro381_g130890	CAB9509249.1
Sro381_g130900	CAB9509250.1
Sro381_g130910	CAB9509251.1
Sro381_g130920	CAB9509252.1
Sro381_g130930	CAB9509253.1
Sro382_g130940	CAB9509254.1
Sro382_g130950	CAB9509255.1
Sro382_g130960	CAB9509256.1
Sro382_g130970	CAB9509257.1
Sro382_g130980	CAB9509258.1
Sro382_g130990	CAB9509259.1
Sro382_g131000	CAB9509260.1
Sro382_g131010	CAB9509261.1
Sro382_g131020	CAB9509262.1
Sro382_g131030	CAB9509263.1
Sro382_g131040	CAB9509264.1
Sro382_g131050	CAB9509265.1
Sro382_g131060	CAB9509266.1
Sro382_g131070	CAB9509267.1
Sro382_g131080	CAB9509268.1
Sro382_g131090	CAB9509269.1
Sro382_g131091	CAB9509270.1
Sro382_g131100	CAB9509271.1
Sro382_g131110	CAB9509272.1
Sro382_g131120	CAB9509273.1
Sro382_g131130	CAB9509274.1
Sro382_g131140	CAB9509275.1
Sro382_g131150	CAB9509276.1
Sro382_g131160	CAB9509277.1
Sro382_g131170	CAB9509278.1
Sro382_g131180	CAB9509279.1
Sro382_g131190	CAB9509280.1
Sro383_g131200	CAB9509281.1
Sro383_g131210	CAB9509282.1
Sro383_g131220	CAB9509283.1
Sro383_g131230	CAB9509284.1
Sro383_g131240	CAB9509285.1
Sro383_g131250	CAB9509286.1
Sro383_g131260	CAB9509287.1
Sro383_g131270	CAB9509288.1
Sro383_g131280	CAB9509289.1
Sro383_g131290	CAB9509290.1
Sro383_g131300	CAB9509291.1
Sro383_g131310	CAB9509292.1
Sro383_g131320	CAB9509293.1
Sro383_g131330	CAB9509294.1
Sro383_g131340	CAB9509295.1
Sro384_g131350	CAB9509296.1
Sro384_g131360	CAB9509297.1
Sro384_g131370	CAB9509298.1
Sro384_g131380	CAB9509299.1
Sro384_g131390	CAB9509300.1
Sro384_g131400	CAB9509301.1
Sro384_g131410	CAB9509302.1
Sro384_g131420	CAB9509303.1
Sro384_g131430	CAB9509304.1
Sro384_g131440	CAB9509305.1
Sro384_g131450	CAB9509306.1
Sro384_g131460	CAB9509307.1
Sro384_g131470	CAB9509308.1
Sro384_g131480	CAB9509309.1
Sro384_g131490	CAB9509310.1
Sro384_g131500	CAB9509311.1
Sro384_g131510	CAB9509312.1
Sro384_g131520	CAB9509313.1
Sro384_g131530	CAB9509314.1
Sro384_g131540	CAB9509315.1
Sro384_g131550	CAB9509316.1
Sro384_g131560	CAB9509317.1
Sro384_g131570	CAB9509318.1
Sro385_g131580	CAB9509319.1
Sro385_g131590	CAB9509320.1
Sro385_g131600	CAB9509321.1
Sro385_g131610	CAB9509322.1
Sro385_g131620	CAB9509323.1
Sro385_g131630	CAB9509324.1
Sro385_g131640	CAB9509325.1
Sro385_g131650	CAB9509326.1
Sro385_g131660	CAB9509327.1
Sro385_g131670	CAB9509328.1
Sro385_g131680	CAB9509329.1
Sro385_g131690	CAB9509330.1
Sro385_g131700	CAB9509331.1
Sro385_g131710	CAB9509332.1
Sro385_g131720	CAB9509333.1
Sro385_g131730	CAB9509334.1
Sro385_g131740	CAB9509335.1
Sro385_g131750	CAB9509336.1
Sro385_g131760	CAB9509337.1
Sro385_g131770	CAB9509338.1
Sro385_g131780	CAB9509339.1
Sro386_g131790	CAB9509340.1
Sro386_g131800	CAB9509341.1
Sro386_g131810	CAB9509342.1
Sro386_g131820	CAB9509343.1
Sro386_g131830	CAB9509344.1
Sro386_g131840	CAB9509345.1
Sro386_g131850	CAB9509346.1
Sro386_g131860	CAB9509347.1
Sro386_g131870	CAB9509348.1
Sro386_g131880	CAB9509349.1
Sro386_g131890	CAB9509350.1
Sro386_g131900	CAB9509351.1
Sro386_g131910	CAB9509352.1
Sro386_g131920	CAB9509353.1
Sro386_g131930	CAB9509354.1
Sro386_g131940	CAB9509355.1
Sro386_g131950	CAB9509356.1
Sro386_g131960	CAB9509357.1
Sro386_g131970	CAB9509358.1
Sro386_g131980	CAB9509359.1
Sro386_g131990	CAB9509360.1
Sro387_g132000	CAB9509361.1
Sro387_g132010	CAB9509362.1
Sro387_g132020	CAB9509363.1
Sro387_g132030	CAB9509364.1
Sro387_g132040	CAB9509365.1
Sro387_g132050	CAB9509366.1
Sro387_g132060	CAB9509367.1
Sro387_g132070	CAB9509368.1
Sro387_g132080	CAB9509369.1
Sro387_g132090	CAB9509370.1
Sro387_g132100	CAB9509371.1
Sro387_g132110	CAB9509372.1
Sro387_g132120	CAB9509373.1
Sro387_g132130	CAB9509374.1
Sro387_g132140	CAB9509375.1
Sro387_g132150	CAB9509376.1
Sro387_g132160	CAB9509377.1
Sro387_g132170	CAB9509378.1
Sro387_g132171	CAB9509379.1
Sro387_g132180	CAB9509380.1
Sro387_g132190	CAB9509381.1
Sro387_g132200	CAB9509382.1
Sro387_g132210	CAB9509383.1
Sro387_g132220	CAB9509384.1
Sro388_g132230	CAB9509385.1
Sro388_g132240	CAB9509386.1
Sro388_g132250	CAB9509387.1
Sro388_g132260	CAB9509388.1
Sro388_g132270	CAB9509389.1
Sro388_g132280	CAB9509390.1
Sro388_g132290	CAB9509391.1
Sro388_g132300	CAB9509392.1
Sro388_g132310	CAB9509393.1
Sro388_g132320	CAB9509394.1
Sro388_g132321	CAB9509395.1
Sro388_g132330	CAB9509396.1
Sro388_g132340	CAB9509397.1
Sro388_g132350	CAB9509398.1
Sro388_g132360	CAB9509399.1
Sro388_g132370	CAB9509400.1
Sro388_g132380	CAB9509401.1
Sro388_g132390	CAB9509402.1
Sro388_g132400	CAB9509403.1
Sro388_g132410	CAB9509404.1
Sro388_g132420	CAB9509405.1
Sro388_g132430	CAB9509406.1
Sro388_g132440	CAB9509407.1
Sro388_g132450	CAB9509408.1
Sro388_g132460	CAB9509409.1
Sro389_g132470	CAB9509410.1
Sro389_g132480	CAB9509411.1
Sro389_g132490	CAB9509412.1
Sro389_g132500	CAB9509413.1
Sro389_g132510	CAB9509414.1
Sro389_g132520	CAB9509415.1
Sro389_g132530	CAB9509416.1
Sro389_g132540	CAB9509417.1
Sro389_g132550	CAB9509418.1
Sro389_g132560	CAB9509419.1
Sro389_g132570	CAB9509420.1
Sro389_g132580	CAB9509421.1
Sro389_g132590	CAB9509422.1
Sro389_g132600	CAB9509423.1
Sro389_g132610	CAB9509424.1
Sro389_g132620	CAB9509425.1
Sro389_g132630	CAB9509426.1
Sro389_g132640	CAB9509427.1
Sro389_g132650	CAB9509428.1
Sro389_g132660	CAB9509429.1
Sro389_g132670	CAB9509430.1
Sro389_g132680	CAB9509431.1
Sro389_g132690	CAB9509432.1
Sro389_g132700	CAB9509433.1
Sro389_g132710	CAB9509434.1
Sro389_g132720	CAB9509435.1
Sro38_g023510	CAB9498420.1
Sro38_g023520	CAB9498421.1
Sro38_g023530	CAB9498422.1
Sro38_g023540	CAB9498423.1
Sro38_g023550	CAB9498424.1
Sro38_g023560	CAB9498425.1
Sro38_g023570	CAB9498426.1
Sro38_g023580	CAB9498427.1
Sro38_g023590	CAB9498428.1
Sro38_g023600	CAB9498429.1
Sro38_g023610	CAB9498430.1
Sro38_g023620	CAB9498431.1
Sro38_g023630	CAB9498432.1
Sro38_g023640	CAB9498433.1
Sro38_g023650	CAB9498434.1
Sro38_g023660	CAB9498435.1
Sro38_g023670	CAB9498436.1
Sro38_g023680	CAB9498437.1
Sro38_g023690	CAB9498438.1
Sro38_g023700	CAB9498439.1
Sro38_g023710	CAB9498440.1
Sro38_g023720	CAB9498441.1
Sro38_g023730	CAB9498442.1
Sro38_g023740	CAB9498443.1
Sro38_g023750	CAB9498444.1
Sro38_g023760	CAB9498445.1
Sro38_g023770	CAB9498446.1
Sro38_g023780	CAB9498447.1
