Gene_id	InterPro_description	Pan_gene_category	πN	πS	πN / πS
Sro398_g134720	-	Core	No data	No data	No data
Sro398_g134730	Leucine-rich repeat domain superfamily (IPR032675)	Core	0.003638287598425	0.017469281621622	0.208267728303268
Sro398_g134740	-	Dispensable	0.00139146567718	0.007521832740214	0.184990244430835
Sro398_g134750	-	Core	No data	No data	No data
Sro398_g134760	-	Core	0.000674491501416	0.005087793296089	0.132570539360329
Sro398_g134770	-	Dispensable	No data	No data	No data
Sro398_g134780	-	Dispensable	0	0.004435487903226	0
Sro3980_g352290	-	Core	No data	No data	No data
Sro3985_g352300	-	Dispensable	No data	No data	No data
Sro3986_g352310	-	Dispensable	No data	No data	No data
Sro3987_g352320	-	Dispensable	No data	No data	No data
Sro3988_g352330	-	Dispensable	No data	No data	No data
Sro3989_g352340	AMP-dependent synthetase/ligase (IPR000873)	Dispensable	No data	No data	No data
Sro3989_g352350	-	Dispensable	No data	No data	No data
Sro399_g134790	Peptidase C2, calpain, catalytic domain (IPR001300); Papain-like cysteine peptidase superfamily (IPR038765); Calpain large subunit, domain III superfamily (IPR036213); MIT domain superfamily (IPR036181)	Core	0.000567022454071	0.0199837176906	0.028374222597127
Sro399_g134800	Peptidase C19, ubiquitin carboxyl-terminal hydrolase (IPR001394); Ubiquitin specific protease, conserved site (IPR018200); Ubiquitin specific protease domain (IPR028889); Papain-like cysteine peptidase superfamily (IPR038765)	Core	0.00262846514936	0.012163300925926	0.216098011992558
Sro399_g134810	ATPase, AAA-type, core (IPR003959); CbxX/CfqX, monofunctional (IPR000470); CbxX/CfqX (IPR000641); AAA+ ATPase domain (IPR003593); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0	0.008486239908257	0
Sro399_g134820	DNA recombination and repair protein Rad51-like, C-terminal (IPR013632); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.006709987592822	0.019106464051638	0.351189397194946
Sro399_g134830	S-adenosylmethionine decarboxylase (IPR001985); S-adenosylmethionine decarboxylase, conserved site (IPR018166); S-adenosylmethionine decarboxylase, core (IPR016067)	Core	0.000471994965387	0.024023215360169	0.019647451779898
Sro399_g134840	Ribonucleoside-diphosphate reductase large subunit (IPR039718); Ribonucleotide reductase large subunit, C-terminal (IPR000788); Ribonucleotide reductase large subunit, N-terminal (IPR013509); ATP-cone domain (IPR005144); Ribonucleotide reductase R1 subunit, N-terminal (IPR008926); Ribonucleotide reductase, class I , alpha subunit (IPR013346)	Core	0.001007589558732	0.016658235140998	0.060485972865897
Sro399_g134850	Serine hydroxymethyltransferase (IPR001085); Pyridoxal phosphate-dependent transferase domain 1 (IPR015422); Pyridoxal phosphate-dependent transferase, major domain (IPR015421); Serine hydroxymethyltransferase-like domain (IPR039429); Serine hydroxymethyltransferase, pyridoxal phosphate binding site (IPR019798); WD40 repeat, conserved site (IPR019775); Pyridoxal phosphate-dependent transferase (IPR015424)	Core	0.002893124123832	0.033179865898618	0.087195172297316
Sro399_g134860	Ubiquitin domain (IPR000626); PUB domain (IPR018997); Heat shock chaperonin-binding (IPR006636); PUB-like domain superfamily (IPR036339); Ubiquitin-like domain superfamily (IPR029071)	Core	0.000420968246968	0.010687855985916	0.03938752987716
Sro399_g134870	-	Dispensable	No data	No data	No data
Sro399_g134880	ISXO2-like transposase domain (IPR024445)	Core	No data	No data	No data
Sro399_g134890	Serine proteases, trypsin domain (IPR001254); Peptidase S1A, chymotrypsin family (IPR001314); Serine proteases, trypsin family, serine active site (IPR033116); Peptidase S1, PA clan (IPR009003)	Core	0	0.010575898089172	0
Sro399_g134900	-	Core	0	0.007230388235294	0
Sro399_g134910	-	Core	0.002218708571641	0.009909577212591	0.223895381613427
Sro399_g134920	EH domain (IPR000261); EF-hand domain (IPR002048); EF-hand domain pair (IPR011992)	Core	0.000921409515057	0.012062776817982	0.076384528119906
Sro399_g134930	FAD/NAD(P)-binding domain superfamily (IPR036188); FAD dependent oxidoreductase (IPR006076)	Core	0.005847322833661	0.024826995615035	0.235522772240708
Sro399_g134940	Protein kinase domain (IPR000719); Serine/threonine-protein kinase, active site (IPR008271); Protein kinase-like domain superfamily (IPR011009)	Core	0.002861228755365	0.033949364794521	0.084279301621179
Sro399_g134950	Non-structural maintenance of chromosomes element 1 (IPR011513)	Core	0.000208652169982	0.015700733532934	0.013289326230793
Sro399_g134960	ABC transporter type 1, transmembrane domain superfamily (IPR036640); ABC transporter type 1, transmembrane domain (IPR011527); ABC transporter-like (IPR003439); ABC transporter, conserved site (IPR017871); AAA+ ATPase domain (IPR003593); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.002320787082153	0.016347050772472	0.141969772679802
Sro3990_g352360	-	Dispensable	No data	No data	No data
Sro3991_g352370	CRAL-TRIO lipid binding domain superfamily (IPR036865)	Dispensable	No data	No data	No data
Sro3993_g352380	-	Dispensable	No data	No data	No data
Sro3994_g352390	-	Core	No data	No data	No data
Sro3995_g352400	-	Dispensable	No data	No data	No data
Sro3999_g352410	-	Dispensable	No data	No data	No data
Sro4_g002920	-	Dispensable	No data	No data	No data
Sro4_g002921	-	Dispensable	No data	No data	No data
Sro4_g002930	Zinc finger, RING/FYVE/PHD-type (IPR013083); U box domain (IPR003613)	Core	0.003787875	0.039335653846154	0.096296225678994
Sro4_g002940	K Homology domain, type 1 superfamily (IPR036612); PNPase/RNase PH domain superfamily (IPR027408); Polyribonucleotide nucleotidyltransferase (IPR012162); Exoribonuclease, phosphorolytic domain 1 (IPR001247); S1 domain (IPR003029); K Homology domain (IPR004087); RNA-binding domain, S1 (IPR022967); Nucleic acid-binding, OB-fold (IPR012340); Ribosomal protein S5 domain 2-type fold (IPR020568); Exoribonuclease, PH domain 2 superfamily (IPR036345)	Core	0.00248258085058	0.012671836845683	0.195913258733728
Sro4_g002950	-	Core	No data	No data	No data
Sro4_g002960	-	Core	No data	No data	No data
Sro4_g002970	-	Core	No data	No data	No data
Sro4_g002980	Zinc finger, MYND-type (IPR002893)	Core	No data	No data	No data
Sro4_g002990	Chromosome segregation protein Spc25 (IPR013255)	Core	0	0.006950677130045	0
Sro4_g003000	Polycomb protein, VEFS-Box (IPR019135)	Core	No data	No data	No data
Sro4_g003010	-	Core	No data	No data	No data
Sro4_g003020	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (IPR039488); Glycosyl transferase, ALG6/ALG8 (IPR004856)	Core	0.002996198205547	0.038328716497462	0.078171107183954
Sro4_g003030	Cytochrome c-like domain superfamily (IPR036909); Cytochrome c1 (IPR002326); Cytochrome c-like domain (IPR009056); Cytochrome c1, transmembrane anchor, C-terminal (IPR021157)	Core	0	0.019699714285714	0
Sro4_g003040	Cytochrome c oxidase biogenesis protein Cmc1-like (IPR013892)	Core	0.002718357843137	0.0571095	0.047599048199289
Sro4_g003050	-	Core	0.004300031760436	0.034490150364963	0.124674195819214
Sro4_g003060	Nucleotide-binding alpha-beta plait domain superfamily (IPR012677); RNA recognition motif domain (IPR000504); RNA-binding domain superfamily (IPR035979)	Core	0.001291567682495	0.028867848590022	0.044740697543395
Sro4_g003070	Major facilitator superfamily domain (IPR020846); Major facilitator superfamily (IPR011701); MFS transporter superfamily (IPR036259); Nitrate transporter (IPR004737)	Core	0.002413544504021	0.04150532920354	0.058150231556665
Sro4_g003080	Trans-Isoprenyl Diphosphate Synthases, head-to-head (IPR033904); Isoprenoid synthase domain superfamily (IPR008949); Squalene/phytoene synthase, conserved site (IPR019845)	Core	0.000431918367347	0.017422641509434	0.0247906362025
Sro4_g003090	-	Core	0.000788978393782	0.017208990671642	0.045846872070337
Sro4_g003100	Tetratricopeptide-like helical domain superfamily (IPR011990); Tetratricopeptide repeat (IPR019734); Tetratricopeptide repeat-containing domain (IPR013026)	Core	0.00254737366548	0.015834985882353	0.160869967577255
Sro4_g003110	Bestrophin/UPF0187 (IPR021134)	Core	0.00166773963964	0.035569043965517	0.046887390092814
Sro4_g003120	-	Core	No data	No data	No data
Sro4_g003130	Thioredoxin-like fold (IPR012336); Thioredoxin-like superfamily (IPR036249)	Core	0.002182772409779	0.033551783733826	0.065056821631161
Sro4_g003140	Nucleotide-binding alpha-beta plait domain superfamily (IPR012677); E3 ubiquitin ligase RBR family (IPR031127); RNA recognition motif domain (IPR000504); Zinc finger, CCCH-type (IPR000571); Zinc finger, RING-type (IPR001841); IBR domain (IPR002867); RNA-binding domain superfamily (IPR035979); Zinc finger, CCCH-type superfamily (IPR036855)	Core	0.004505150214592	0.009957164055056	0.452453147269855
Sro4_g003150	Tetratricopeptide-like helical domain superfamily (IPR011990); Tetratricopeptide repeat 2 (IPR013105); Tetratricopeptide repeat (IPR019734); Tetratricopeptide repeat-containing domain (IPR013026)	Core	0.002245710575139	0.01402573415133	0.160113584851191
Sro4_g003160	P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.003447680746562	0.023949354936306	0.143957144387861
Sro4_g003170	Domain of unknown function DUF4461 (IPR027989)	Core	0.001239748058671	0.03275150928382	0.037853158091977
Sro4_g003180	-	Core	0.007397652108434	0.012367941489362	0.598131234271836
Sro4_g003190	-	Core	No data	No data	No data
Sro4_g003200	Protein kinase domain (IPR000719); F-box domain (IPR001810); Serine/threonine-protein kinase, active site (IPR008271); Protein kinase-like domain superfamily (IPR011009)	Core	0.002041445002672	0.01287463036153	0.158563387479636
Sro4_g003210	von Willebrand factor A-like domain superfamily (IPR036465); Zinc finger, RING/FYVE/PHD-type (IPR013083); TFIIH subunit Ssl1/p44 (IPR012170); TFIIH C1-like domain (IPR004595); Ssl1-like (IPR007198); Zinc finger C2H2-type (IPR013087); von Willebrand factor, type A (IPR002035)	Core	0.00110375322412	0.015633215245203	0.070603084957756
Sro4_g003220	-	Dispensable	No data	No data	No data
Sro4_g003230	-	Core	0.003818915717782	0.010771788805081	0.354529390325669
Sro4_g003240	Short-chain dehydrogenase/reductase SDR (IPR002347); NAD(P)-binding domain superfamily (IPR036291)	Core	0.002034864956111	0.004619663265306	0.440479065085253
Sro4_g003250	-	Core	0.002146946564886	0.01530612244898	0.140267175572519
Sro4_g003260	Protein kinase domain (IPR000719); EF-hand domain (IPR002048); Protein kinase, ATP binding site (IPR017441); Tyrosine-protein kinase, active site (IPR008266); EF-Hand 1, calcium-binding site (IPR018247); Protein kinase-like domain superfamily (IPR011009); EF-hand domain pair (IPR011992)	Core	No data	No data	No data
Sro4_g003270	Peroxisomal biogenesis factor 11 (IPR008733)	Core	0.008684943439716	0.02105880952381	0.412413789578034
Sro4_g003280	-	Core	0.003171017596872	0.012154604535398	0.260890231980528
Sro4_g003290	Alpha/Beta hydrolase fold (IPR029058); Serine aminopeptidase, S33 (IPR022742)	Core	0.003434298598949	0.015293886395512	0.224553688325881
Sro4_g003300	-	Dispensable	No data	No data	No data
Sro4_g003310	-	Dispensable	No data	No data	No data
Sro4_g003320	Helicase, C-terminal (IPR001650); Domain of unknown function DUF1605 (IPR011709); Helicase-associated domain (IPR007502); Helicase superfamily 1/2, ATP-binding domain (IPR014001); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.001755355483271	0.012277554294976	0.142972732280214
Sro4_g003330	Alanine racemase/group IV decarboxylase, C-terminal (IPR009006); Ornithine decarboxylase (IPR002433); Orn/DAP/Arg decarboxylase 2, C-terminal (IPR022643)	Core	0.002871414183327	0.015752782923833	0.182279803969292
Sro4_g003340	-	Dispensable	0.003980890455531	0.006243366898955	0.637619175672342
Sro4_g003350	Zinc finger, RING/FYVE/PHD-type (IPR013083); DWNN domain (IPR014891)	Core	0.001051701637765	0.005505952884615	0.191011739439977
Sro4_g003360	Alpha/Beta hydrolase fold (IPR029058)	Core	0.00229128	0.032778470788043	0.069901979711506
Sro4_g003370	Alpha/Beta hydrolase fold (IPR029058)	Core	No data	No data	No data
Sro4_g003380	SET domain (IPR001214)	Core	No data	No data	No data
Sro4_g003390	Oxoglutarate/iron-dependent dioxygenase (IPR005123); Prolyl 4-hydroxylase, alpha subunit (IPR006620)	Core	No data	No data	No data
Sro4_g003400	Duplicated hybrid motif (IPR011055); Peptidase M23 (IPR016047)	Core	No data	No data	No data
Sro4_g003410	-	Core	0.001384083044983	0.011603467336684	0.119281849538804
Sro4_g003420	Leucine-rich repeat domain superfamily (IPR032675)	Core	0.004915631326457	0.012780402358143	0.384622579845866
Sro4_g003430	ATPase, AAA-type, core (IPR003959); ATPase, AAA-type, conserved site (IPR003960); AAA+ ATPase domain (IPR003593); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.002705922272727	0.026994467908746	0.100239881811141
Sro4_g003440	Mitochondrial carrier domain superfamily (IPR023395); Mitochondrial carrier domain protein (IPR040062); Mitochondrial substrate/solute carrier (IPR018108)	Core	0.00158412246696	0.012820253369272	0.123564053012961
Sro4_g003450	Major facilitator superfamily domain (IPR020846); Transmembrane secretion effector (IPR010290); MFS transporter superfamily (IPR036259)	Core	0.005955179413456	0.02594629787234	0.22951942673118
Sro4_g003460	Major facilitator superfamily domain (IPR020846); Transmembrane secretion effector (IPR010290); MFS transporter superfamily (IPR036259)	Core	0.005528860144452	0.031667745138178	0.174589637510575
Sro4_g003470	Armadillo-like helical (IPR011989); Translational activator Gcn1 (IPR033173); HEAT, type 2 (IPR021133); Armadillo-type fold (IPR016024)	Core	0.001173696472518	0.025681131188119	0.04570267812274
Sro4_g003480	Transcription factor, GTP-binding domain (IPR000795); Translation elongation factor EFTu/EF1A, C-terminal (IPR004160); Translation elongation factor EFTu-like, domain 2 (IPR004161); Tr-type G domain, conserved site (IPR031157); P-loop containing nucleoside triphosphate hydrolase (IPR027417); Translation protein, beta-barrel domain superfamily (IPR009000); Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal (IPR009001)	Core	0.001035208485164	0.012505505084746	0.082780221842197
Sro4_g003490	PH-like domain superfamily (IPR011993); Pleckstrin homology domain (IPR001849)	Core	0.003035852282257	0.024276485703246	0.125053202484379
Sro4_g003500	Leucine-rich repeat domain superfamily (IPR032675)	Core	No data	No data	No data
Sro4_g003510	Endonuclease/exonuclease/phosphatase superfamily (IPR036691); Endonuclease/exonuclease/phosphatase (IPR005135)	Core	0.006744802197309	0.013420076443058	0.502590445436589
Sro4_g003520	HSP20-like chaperone (IPR008978); Tetratricopeptide-like helical domain superfamily (IPR011990); SGS domain (IPR007699); CS domain (IPR007052); Tetratricopeptide repeat (IPR019734)	Core	0.000848877923742	0.025913238857143	0.032758464830359
Sro4_g003530	WW domain (IPR001202); PPM-type phosphatase domain superfamily (IPR036457); Protein phosphatase 2C (IPR039123); PPM-type phosphatase domain (IPR001932); WW domain superfamily (IPR036020)	Core	0.001581503252551	0.01156270712743	0.136776209508867
Sro4_g003540	EF-hand domain (IPR002048); Protein kinase domain (IPR000719); EF-Hand 1, calcium-binding site (IPR018247); Protein kinase, ATP binding site (IPR017441); Protein kinase-like domain superfamily (IPR011009); EF-hand domain pair (IPR011992)	Core	0.001530884185304	0.025231101729107	0.060674488246286
Sro4_g003550	NADH dehydrogenase ubiquinone Fe-S protein 4-like superfamily (IPR038532); NADH dehydrogenase ubiquinone Fe-S protein 4, mitochondrial (IPR006885)	Core	0.001361501408451	0.023243384462151	0.058575867497598
Sro4_g003560	WD40/YVTN repeat-like-containing domain superfamily (IPR015943); 5'-Nucleotidase/apyrase (IPR006179); Phytase-like domain (IPR027372); Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily (IPR011048)	Core	0.004137415997786	0.016638523274336	0.248664856223595
Sro4_g003570	tRNA:m(4)X modification enzyme Trm13 (IPR039044); Methyltransferase TRM13 (IPR007871); TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain (IPR022776)	Core	No data	No data	No data
Sro4_g003580	Membrane transport protein (IPR004776)	Core	No data	No data	No data
Sro4_g003590	Armadillo-like helical (IPR011989)	Core	No data	No data	No data
Sro4_g003600	DNA-binding protein BIN4 (IPR033246)	Core	No data	No data	No data
Sro4_g003610	-	Core	0.0015115	0.009187722832723	0.164513016720168
Sro4_g003620	Molybdenum cofactor biosynthesis C (IPR023045); Molybdopterin cofactor biosynthesis C (MoaC) domain superfamily (IPR036522); Molybdopterin cofactor biosynthesis C (MoaC) domain (IPR002820)	Core	No data	No data	No data
Sro4_g003630	Short-chain dehydrogenase/reductase SDR (IPR002347); Short-chain dehydrogenase/reductase, conserved site (IPR020904); NAD(P)-binding domain superfamily (IPR036291)	Core	0.006005409366869	0.016765707021792	0.358196010407631
Sro4_g003640	Alpha/Beta hydrolase fold (IPR029058)	Core	0.003526777496199	0.018110458398744	0.194737063996307
Sro4_g003650	Tetratricopeptide-like helical domain superfamily (IPR011990); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.002488241252024	0.016598098860615	0.149911220129435
Sro4_g003660	-	Core	0.001759376738306	0.028958524038462	0.060755055608815
Sro4_g003670	-	Core	0.003412541002278	0.020271847445256	0.168338924781944
Sro4_g003680	-	Core	0.005367257632212	0.023229906883365	0.231049468220425
Sro4_g003690	-	Core	0	0.018793192982456	0
Sro4_g003700	Alpha/Beta hydrolase fold (IPR029058)	Core	0.000341429312977	0.017453070824524	0.019562707125289
Sro4_g003710	Sodium/solute  symporter  superfamily (IPR038770); Bile acid:sodium symporter (IPR004710); Bile acid:sodium symporter/arsenical resistance protein  Acr3 (IPR002657)	Core	No data	No data	No data
Sro4_g003720	-	Dispensable	No data	No data	No data
Sro4_g003730	SPRY domain (IPR003877); Sde2 N-terminal domain (IPR024974); B30.2/SPRY domain (IPR001870); Concanavalin A-like lectin/glucanase domain superfamily (IPR013320)	Core	0.003251935322136	0.01942304757859	0.167426625969888
Sro4_g003740	PPM-type phosphatase domain (IPR001932); PPM-type phosphatase domain superfamily (IPR036457); Protein phosphatase 2C family (IPR015655); PPM-type phosphatase, divalent cation binding (IPR000222)	Core	0.002171746261682	0.014374283096234	0.151085535684989
Sro4_g003750	SAP domain superfamily (IPR036361); SAP domain (IPR003034)	Core	0	0.003916449086162	0
Sro4_g003760	FG-GAP repeat (IPR013517)	Dispensable	0.00292435854606	0.007657120240137	0.381913624750332
Sro4_g003770	-	Core	0.001282051282051	0.026781133333333	0.047871434942433
Sro4_g003780	Sodium/solute  symporter  superfamily (IPR038770); Bile acid:sodium symporter (IPR004710); Bile acid:sodium symporter/arsenical resistance protein  Acr3 (IPR002657)	Core	0.001894443754993	0.028194543610882	0.067191857443727
Sro4_g003790	Sodium/solute  symporter  superfamily (IPR038770); Bile acid:sodium symporter (IPR004710); Bile acid:sodium symporter/arsenical resistance protein  Acr3 (IPR002657)	Core	0.000994827695981	0.035034408912189	0.028395732277784
Sro4_g003800	Sodium/solute  symporter  superfamily (IPR038770); Bile acid:sodium symporter (IPR004710); Bile acid:sodium symporter/arsenical resistance protein  Acr3 (IPR002657)	Core	0.002033197610294	0.031481612948518	0.064583654389597
Sro4_g003810	-	Core	0.003477088636364	0.025512087463557	0.136291812315654
Sro4_g003820	-	Core	0	0.013414609090909	0
Sro4_g003830	-	Core	0.004874477211796	0.018586618320611	0.262257347071626
Sro4_g003840	Kinesin-like protein (IPR027640)	Core	0.002411907902468	0.015973163120251	0.150997512785048
Sro4_g003850	Bestrophin/UPF0187 (IPR021134)	Core	0.000429887635348	0.020480606077982	0.020989986024374
Sro4_g003860	-	Core	0.003851926726163	0.025205891328671	0.152818508813494
Sro4_g003870	Integrin alpha, N-terminal (IPR028994); WD40-repeat-containing domain superfamily (IPR036322)	Core	0.004556938377969	0.031107685208497	0.146489150427815
Sro4_g003880	Armadillo-like helical (IPR011989); Armadillo-type fold (IPR016024)	Core	0.000493853472324	0.020659980889831	0.0239038687866
Sro4_g003890	-	Core	0.00384267477396	0.015571154518951	0.24678162234429
Sro4_g003900	PDZ domain (IPR001478); PDZ superfamily (IPR036034)	Dispensable	0.00938761364366	0.031284390047393	0.300073411354296
Sro40_g024410	-	Core	0.002828056561086	0.024570881118881	0.115097889546696
Sro40_g024420	-	Core	0.004928801204819	0.018673667910448	0.263943925127943
Sro40_g024430	FAD/NAD(P)-binding domain superfamily (IPR036188); Amine oxidase (IPR002937); Flavin amine oxidase (IPR001613)	Core	0.000662311649428	0.018399596289753	0.035995988118352
Sro40_g024440	Calycin (IPR012674)	Core	No data	No data	No data
Sro40_g024450	-	Core	No data	No data	No data
Sro40_g024460	Protein of unknown function DUF716 (TMEM45) (IPR006904)	Core	0.000867861702128	0.028930502664298	0.029998154964609
Sro40_g024470	Protein of unknown function DUF716 (TMEM45) (IPR006904)	Core	0.004023114572127	0.029781644588045	0.135087052034127
Sro40_g024480	-	Core	0.001883473756906	0.033215495564516	0.056704671265486
Sro40_g024490	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770)	Core	No data	No data	No data
Sro40_g024500	-	Core	0.003244045566828	0.037789226792963	0.085845777808624
Sro40_g024510	-	Core	0.004124083581929	0.026625230469017	0.154893817228304
Sro40_g024520	Nucleotide cyclase (IPR029787); Adenylyl cyclase class-3/4/guanylyl cyclase (IPR001054)	Core	0.000823984868249	0.019774011686144	0.041670091093696
Sro40_g024530	Deoxyhypusine synthase superfamily (IPR036982); Deoxyhypusine synthase (IPR002773); DHS-like NAD/FAD-binding domain superfamily (IPR029035)	Core	0.001079948429585	0.041003474652778	0.026337973518824
Sro40_g024540	-	Core	0.002217491734198	0.052698959693878	0.042078472650673
Sro40_g024550	Ricin B, lectin domain (IPR000772); Ricin B-like lectins (IPR035992)	Core	0.009127566167544	0.018101478645066	0.504244230348076
Sro40_g024560	Tetratricopeptide-like helical domain superfamily (IPR011990); Tetratricopeptide repeat (IPR019734); Tetratricopeptide repeat-containing domain (IPR013026)	Dispensable	No data	No data	No data
Sro40_g024570	-	Core	0.001225740551583	0.008216469018405	0.149180937558163
Sro40_g024580	Cytochrome P450 superfamily (IPR036396); Cytochrome P450 (IPR001128); Cytochrome P450, E-class, group I (IPR002401); Cytochrome P450, conserved site (IPR017972)	Core	0.003609717518248	0.041555070674487	0.086865873638483
Sro40_g024590	Zinc finger, RING/FYVE/PHD-type (IPR013083); Zinc finger, RING-type (IPR001841)	Dispensable	No data	No data	No data
Sro40_g024600	-	Core	No data	No data	No data
Sro40_g024610	-	Core	No data	No data	No data
Sro40_g024620	-	Core	No data	No data	No data
Sro40_g024630	Transferrin receptor-like, dimerisation domain superfamily (IPR036757); Glutamate carboxypeptidase 2-like (IPR039373); PA domain (IPR003137); Transferrin receptor-like, dimerisation domain (IPR007365); Peptidase M28 (IPR007484)	Core	No data	No data	No data
Sro40_g024640	Potassium channel tetramerisation-type BTB domain (IPR003131); BTB/POZ domain (IPR000210); SKP1/BTB/POZ domain superfamily (IPR011333)	Core	No data	No data	No data
Sro40_g024650	RmlC-like jelly roll fold (IPR014710); Cupin 2, conserved barrel (IPR013096); RmlC-like cupin domain superfamily (IPR011051)	Dispensable	No data	No data	No data
Sro40_g024660	Amidohydrolase-related (IPR006680); Metal-dependent hydrolase (IPR032466); Metal-dependent hydrolase, composite domain superfamily (IPR011059)	Core	0.009305785465116	0.038631846918489	0.240883783908932
Sro40_g024670	-	Dispensable	No data	No data	No data
Sro40_g024680	Tetratricopeptide-like helical domain superfamily (IPR011990); Tetratricopeptide repeat (IPR019734); Cdc23 (IPR007192); Tetratricopeptide repeat-containing domain (IPR013026)	Core	0.000766025848691	0.021739395348837	0.035236759642975
Sro40_g024690	ADP/ATP carrier protein (IPR004667); MFS transporter superfamily (IPR036259)	Core	0.002162513960323	0.034340704923413	0.062972322937055
Sro40_g024700	WD40 repeat (IPR001680); WD40-repeat-containing domain superfamily (IPR036322)	Core	No data	No data	No data
Sro40_g024710	Lon, substrate-binding domain (IPR003111); PUA-like superfamily (IPR015947)	Core	No data	No data	No data
Sro40_g024720	WD40/YVTN repeat-like-containing domain superfamily (IPR015943)	Core	No data	No data	No data
Sro40_g024730	-	Core	0.003320915179437	0.008135562196862	0.408197380719248
Sro40_g024740	-	Core	0.005479338121767	0.008479835033557	0.64616093356576
Sro40_g024750	-	Core	0.004755675886951	0.026520173318872	0.179322956519557
Sro40_g024760	GOLD domain superfamily (IPR036598)	Core	0.000879765395894	0.023226573359074	0.037877537176647
Sro40_g024770	Pyridoxal phosphate-dependent transferase, major domain (IPR015421); Pyridoxal phosphate-dependent transferase domain 1 (IPR015422); Histidinol-phosphate aminotransferase family (IPR005861); Aminotransferase, class I/classII (IPR004839); Aminotransferase, class-II, pyridoxal-phosphate binding site (IPR001917); Pyridoxal phosphate-dependent transferase (IPR015424)	Core	0.000745469848612	0.021847835838926	0.034120992765979
Sro40_g024780	-	Core	0.000843994402985	0.035437878698225	0.023816166034435
Sro40_g024790	Pheromone shutdown, TraB (IPR002816)	Core	0.00578319990813	0.037444512990528	0.154447192559119
Sro40_g024800	Tetratricopeptide-like helical domain superfamily (IPR011990); MYND-like zinc finger, mRNA-binding (IPR031615)	Core	0.003285750413223	0.014379030813954	0.228509866606213
Sro40_g024810	Domain of unknown function DUF4116 (IPR025197)	Dispensable	No data	No data	No data
Sro40_g024820	-	Dispensable	No data	No data	No data
Sro40_g024830	E3 ubiquitin ligase RBR family (IPR031127); Zinc finger, RING-type (IPR001841)	Dispensable	0.002587598235213	0.01382476088044	0.187171283293156
Sro40_g024840	Zinc finger, RING/FYVE/PHD-type (IPR013083); Transcriptional regulatory protein Sin3-like (IPR039774); Paired amphipathic helix (IPR003822); Zinc finger, RING-type (IPR001841); Zinc finger, RING-type, conserved site (IPR017907); Paired amphipathic helix superfamily (IPR036600)	Core	0.002339663088357	0.03234897398844	0.072325727832755
Sro40_g024850	-	Core	0.00451865637931	0.019104935369318	0.236517752714682
Sro40_g024860	-	Dispensable	No data	No data	No data
Sro40_g024870	Protein of unknown function DUF285 (IPR005046); Bacterial surface protein 26-residue repeat (IPR011889)	Core	No data	No data	No data
Sro40_g024880	-	Core	No data	No data	No data
Sro40_g024890	-	Dispensable	No data	No data	No data
Sro40_g024900	-	Core	No data	No data	No data
Sro40_g024910	-	Core	0.003391383134739	0.020590479564033	0.164706369474891
Sro40_g024920	Armadillo-like helical (IPR011989); Armadillo (IPR000225); Armadillo-type fold (IPR016024)	Core	0.000191827930175	0.055657749022006	0.00344656285145
Sro40_g024930	-	Dispensable	No data	No data	No data
Sro40_g024940	-	Dispensable	No data	No data	No data
Sro40_g024950	-	Dispensable	0.01100851640625	0.057999290322581	0.18980432941546
Sro40_g024960	-	Dispensable	No data	No data	No data
Sro40_g024970	-	Dispensable	No data	No data	No data
Sro40_g024980	-	Dispensable	No data	No data	No data
Sro40_g024990	-	Dispensable	No data	No data	No data
Sro400_g134970	Adenylate kinase/UMP-CMP kinase (IPR000850); EF-Hand 1, calcium-binding site (IPR018247); Adenylate kinase, conserved site (IPR033690); EF-hand domain (IPR002048); P-loop containing nucleoside triphosphate hydrolase (IPR027417); EF-hand domain pair (IPR011992)	Core	0.000611066035455	0.021740237710843	0.028107605978499
Sro400_g134980	SAP domain superfamily (IPR036361); PDZ domain (IPR001478); Peptidase S1C (IPR001940); Peptidase S1, PA clan (IPR009003); PDZ superfamily (IPR036034)	Core	0.002411790258449	0.019155102017291	0.125908505017213
Sro400_g134990	-	Core	0.001506581050271	0.013826758424087	0.108961262217931
Sro400_g135000	-	Core	0.000757575223881	0.008174768372093	0.092672377906976
Sro400_g135010	-	Core	No data	No data	No data
Sro400_g135020	Voltage-dependent anion channel superfamily (IPR038665); Voltage-dependent anion channel (IPR004695)	Core	0.000770441994247	0.011150378108108	0.069095593600286
Sro400_g135030	Voltage-dependent anion channel superfamily (IPR038665); Voltage-dependent anion channel (IPR004695)	Core	0.002675224719101	0.010806585561497	0.247555039829846
Sro400_g135040	GPCR, rhodopsin-like, 7TM (IPR017452)	Core	No data	No data	No data
